x y z t
0.24 0.145 9.161 5
0.326 0.164 9.4 4
0.326 0.164 9.4 5
0.326 0.164 9.4 5
0.326 0.164 9.4 5
0.067 0.164 9.515 6
0.067 0.164 9.515 5
0.067 0.164 9.515 4
0.067 0.164 9.515 5
-0.018 -0.141 9.918 5
-0.018 -0.141 9.918 5
-0.018 -0.141 9.918 6
-0.018 -0.141 9.918 5
0.345 0.279 9.554 4
0.345 0.279 9.554 5
0.345 0.279 9.554 5
0.345 0.279 9.554 5
0.182 0.059 9.161 5
0.182 0.059 9.161 6
0.182 0.059 9.161 4
0.182 0.059 9.161 5
0.192 0.107 9.86 5
0.192 0.107 9.86 5
0.192 0.107 9.86 5
0.192 0.107 9.86 6
0.192 0.03 9.4 5
0.192 0.03 9.4 4
0.192 0.03 9.4 5
0.125 0.212 9.209 5
0.125 0.212 9.209 5
0.125 0.212 9.209 6
0.125 0.212 9.209 5
0.163 0.183 10.138 4
0.163 0.183 10.138 5
0.163 0.183 10.138 5
0.163 0.183 10.138 5
0.297 -0.017 9.822 5
0.297 -0.017 9.822 6
0.297 -0.017 9.822 4
0.297 -0.017 9.822 5
0.431 0.222 9.161 5
0.431 0.222 9.161 5
0.431 0.222 9.161 5
0.431 0.222 9.161 6
0.163 0.011 9.391 5
0.163 0.011 9.391 4
0.163 0.011 9.391 5
0.163 0.011 9.391 5
-0.075 -0.046 9.726 5
-0.075 -0.046 9.726 6
-0.075 -0.046 9.726 5
-0.075 -0.046 9.726 4
0.383 0.298 9.755 5
0.383 0.298 9.755 5
0.383 0.298 9.755 5
0.383 0.298 9.755 6
0.249 0.155 10.033 5
0.249 0.155 10.033 4
0.249 0.155 10.033 6
0.249 0.155 10.033 4
0.096 0.03 8.711 5
0.096 0.03 8.711 5
0.096 0.03 8.711 6
0.096 0.03 8.711 4
0.259 0.202 9.745 5
0.259 0.202 9.745 5
0.259 0.202 9.745 5
0.259 0.202 9.745 5
0.422 0.183 9.717 6
0.422 0.183 9.717 5
0.422 0.183 9.717 4
0.422 0.183 9.717 5
0.029 0.145 9.094 5
0.029 0.145 9.094 5
0.029 0.145 9.094 6
0.029 0.145 9.094 5
0.058 -0.151 10.186 4
0.058 -0.151 10.186 5
0.058 -0.151 10.186 5
0.134 0.212 9.803 5
0.134 0.212 9.803 6
0.134 0.212 9.803 5
0.134 0.212 9.803 4
0.153 0.145 8.864 5
0.153 0.145 8.864 5
0.153 0.145 8.864 5
0.153 0.145 8.864 5
0.498 0.222 9.793 6
0.498 0.222 9.793 4
0.498 0.222 9.793 5
0.498 0.222 9.793 5
0.163 0.126 9.966 5
0.163 0.126 9.966 5
0.163 0.126 9.966 6
0.163 0.126 9.966 5
-0.047 -0.122 9.372 4
-0.047 -0.122 9.372 5
-0.047 -0.122 9.372 5
-0.047 -0.122 9.372 6
0.24 0.451 9.63 5
0.24 0.451 9.63 5
0.24 0.451 9.63 4
0.24 0.451 9.63 5
0.355 -0.055 9.592 5
0.355 -0.055 9.592 5
0.355 -0.055 9.592 6
0.355 -0.055 9.592 5
0.048 0.087 9.63 4
0.048 0.087 9.63 5
0.048 0.087 9.63 5
0.048 0.087 9.63 5
0.163 0.126 9.372 5
0.163 0.126 9.372 6
0.163 0.126 9.372 4
0.163 0.126 9.372 5
-0.018 0.135 9.113 5
-0.018 0.135 9.113 5
-0.018 0.135 9.113 5
-0.018 0.135 9.113 6
0.355 0.078 9.927 5
0.355 0.078 9.927 4
0.355 0.078 9.927 5
0.355 0.078 9.927 5
0.297 0.116 10.176 5
0.297 0.116 10.176 6
0.297 0.116 10.176 5
0.297 0.116 10.176 4
0.067 0.183 9.573 5
0.067 0.183 9.573 5
0.067 0.183 9.573 5
-0.162 0.059 9.554 6
-0.162 0.059 9.554 5
-0.162 0.059 9.554 4
-0.162 0.059 9.554 5
0.345 0.049 9.094 5
0.345 0.049 9.094 5
0.345 0.049 9.094 5
0.345 0.049 9.094 6
0.22 0.212 10.061 5
0.22 0.212 10.061 4
0.22 0.212 10.061 5
0.22 0.212 10.061 5
-0.162 0.049 10.033 5
-0.162 0.049 10.033 6
-0.162 0.049 10.033 5
-0.162 0.049 10.033 4
0.393 0.011 9.717 5
0.393 0.011 9.717 5
0.393 0.011 9.717 5
0.393 0.011 9.717 6
0.077 0.346 8.692 5
0.077 0.346 8.692 4
0.077 0.346 8.692 5
0.077 0.346 8.692 5
0.249 0.155 9.678 5
0.249 0.155 9.678 6
0.249 0.155 9.678 5
0.249 0.155 9.678 4
0.038 0.04 10.052 5
0.038 0.04 10.052 5
0.038 0.04 10.052 5
0.038 0.04 10.052 5
0.019 0.02 9.659 6
0.019 0.02 9.659 4
0.019 0.02 9.659 5
0.019 0.02 9.659 5
-0.008 0.183 9.228 5
-0.008 0.183 9.228 5
-0.008 0.183 9.228 6
-0.008 0.183 9.228 5
0.287 0.126 9.697 4
0.287 0.126 9.697 5
0.287 0.126 9.697 5
0.287 0.126 9.697 5
0.412 0.116 9.966 6
0.412 0.116 9.966 5
0.412 0.116 9.966 4
0.412 0.116 9.966 5
0.048 0.116 9.199 6
0.048 0.116 9.199 4
0.048 0.116 9.199 6
-0.229 -0.017 9.515 5
-0.229 -0.017 9.515 4
-0.229 -0.017 9.515 5
-0.229 -0.017 9.515 5
0.096 0.059 10.128 5
0.096 0.059 10.128 5
0.096 0.059 10.128 6
0.096 0.059 10.128 4
0.335 0.116 9.774 5
0.335 0.116 9.774 5
0.335 0.116 9.774 5
0.335 0.116 9.774 5
0.067 0.145 9.266 6
0.067 0.145 9.266 5
0.067 0.145 9.266 4
0.067 0.145 9.266 5
0.153 -0.074 9.803 5
0.153 -0.074 9.803 5
0.153 -0.074 9.803 6
0.153 -0.074 9.803 5
0.307 0.346 9.4 4
0.307 0.346 9.4 5
0.307 0.346 9.4 5
0.307 0.346 9.4 5
-0.018 0.059 9.18 6
-0.018 0.059 9.18 5
-0.018 0.059 9.18 4
-0.018 0.059 9.18 5
0.182 0.02 10.128 5
0.182 0.02 10.128 5
0.182 0.02 10.128 5
0.182 0.02 10.128 6
0.249 0.087 9.525 4
0.249 0.087 9.525 5
0.249 0.087 9.525 5
0.249 0.087 9.525 5
0.058 0.011 9.333 5
0.058 0.011 9.333 6
0.058 0.011 9.333 5
0.058 0.011 9.333 4
0.134 0.231 9.343 5
0.134 0.231 9.343 5
0.134 0.231 9.343 5
0.134 0.231 9.343 6
0.259 0.126 10.148 5
0.259 0.126 10.148 4
0.259 0.126 10.148 5
0.125 -0.084 9.764 5
0.125 -0.084 9.764 5
0.125 -0.084 9.764 6
0.125 -0.084 9.764 5
0.134 0.212 9.458 4
0.134 0.212 9.458 5
0.134 0.212 9.458 5
0.134 0.212 9.458 5
0.173 0.049 9.257 5
0.173 0.049 9.257 6
0.173 0.049 9.257 4
0.173 0.049 9.257 5
0.364 -0.036 9.87 5
0.364 -0.036 9.87 5
0.364 -0.036 9.87 5
0.364 -0.036 9.87 6
0.019 0.231 9.42 5
0.019 0.231 9.42 4
0.019 0.231 9.42 5
0.019 0.231 9.42 5
-0.047 -0.074 9.745 5
-0.047 -0.074 9.745 6
-0.047 -0.074 9.745 5
-0.047 -0.074 9.745 4
0.115 0.145 9.803 5
0.115 0.145 9.803 5
0.115 0.145 9.803 5
0.115 0.145 9.803 6
0.536 0.212 9.113 5
0.536 0.212 9.113 4
0.536 0.212 9.113 6
0.536 0.212 9.113 4
0.106 0.317 9.688 5
0.106 0.317 9.688 5
0.106 0.317 9.688 6
0.106 0.317 9.688 4
-0.104 -0.228 9.946 5
-0.104 -0.228 9.946 5
-0.104 -0.228 9.946 5
-0.104 -0.228 9.946 5
0.268 0.365 9.171 6
0.268 0.365 9.171 5
0.268 0.365 9.171 4
0.268 0.365 9.171 5
0.01 -0.094 9.391 5
0.01 -0.094 9.391 5
0.01 -0.094 9.391 6
0.01 -0.094 9.391 5
0.364 0.231 10.138 4
0.364 0.231 10.138 5
0.364 0.231 10.138 5
0.096 0.02 9.784 5
0.096 0.02 9.784 6
0.096 0.02 9.784 5
0.096 0.02 9.784 4
0.335 0.135 9.295 5
0.335 0.135 9.295 5
0.335 0.135 9.295 5
0.335 0.135 9.295 5
-0.056 0.212 9.084 6
-0.056 0.212 9.084 5
-0.056 0.212 9.084 4
-0.056 0.212 9.084 5
0.086 -0.065 10.09 5
0.086 -0.065 10.09 5
0.086 -0.065 10.09 6
0.086 -0.065 10.09 5
0.106 0.155 10.205 4
0.106 0.155 10.205 5
0.106 0.155 10.205 5
0.106 0.155 10.205 6
0.278 0.116 9.333 5
0.278 0.116 9.333 5
0.278 0.116 9.333 4
0.278 0.116 9.333 5
0.077 0.183 9.286 5
0.077 0.183 9.286 5
0.077 0.183 9.286 5
0.077 0.183 9.286 6
0.441 -0.017 10.023 4
0.441 -0.017 10.023 5
0.441 -0.017 10.023 5
0.441 -0.017 10.023 5
0.125 0.25 9.314 5
0.125 0.25 9.314 6
0.125 0.25 9.314 5
0.125 0.25 9.314 4
-0.028 0.078 9.611 5
-0.028 0.078 9.611 5
-0.028 0.078 9.611 5
-0.028 0.078 9.611 6
-0.066 -0.007 9.87 5
-0.066 -0.007 9.87 4
-0.066 -0.007 9.87 5
-0.066 -0.007 9.87 5
0.297 0.26 9.276 5
0.297 0.26 9.276 6
0.297 0.26 9.276 5
0.297 0.26 9.276 4
0.163 0.107 9.659 5
0.163 0.107 9.659 5
0.163 0.107 9.659 5
0.038 -0.007 9.851 5
0.038 -0.007 9.851 6
0.038 -0.007 9.851 4
0.038 -0.007 9.851 5
0.125 0.04 9.324 5
0.125 0.04 9.324 5
0.125 0.04 9.324 5
0.125 0.04 9.324 6
0.038 0.183 9.774 5
0.038 0.183 9.774 4
0.038 0.183 9.774 5
0.038 0.183 9.774 5
0.249 0.068 9.784 5
0.249 0.068 9.784 6
0.249 0.068 9.784 5
0.249 0.068 9.784 4
0.106 0.155 9.669 5
0.106 0.155 9.669 5
0.106 0.155 9.669 5
0.106 0.155 9.669 6
0.125 0.02 9.448 5
0.125 0.02 9.448 4
0.125 0.02 9.448 5
0.125 0.02 9.448 5
-0.075 0.269 9.381 5
-0.075 0.269 9.381 5
-0.075 0.269 9.381 6
-0.075 0.269 9.381 4
0.134 0.087 9.889 5
0.134 0.087 9.889 5
0.134 0.087 9.889 5
0.134 0.087 9.889 5
0.383 0.107 10.08 6
0.383 0.107 10.08 5
0.383 0.107 10.08 4
0.383 0.107 10.08 5
0.01 0.03 9.199 5
0.01 0.03 9.199 5
0.01 0.03 9.199 6
0.01 0.03 9.199 5
0.086 0.183 9.266 4
0.086 0.183 9.266 5
0.086 0.183 9.266 5
0.086 0.183 9.266 5
0.173 0.212 9.63 6
0.173 0.212 9.63 5
0.173 0.212 9.63 4
0.173 0.212 9.63 5
0.144 0.04 9.726 6
0.144 0.04 9.726 4
0.144 0.04 9.726 5
0.153 0.145 10.08 6
0.153 0.145 10.08 4
0.153 0.145 10.08 5
0.153 0.145 10.08 5
-0.056 0.059 9.477 5
-0.056 0.059 9.477 5
-0.056 0.059 9.477 6
-0.056 0.059 9.477 5
0.326 0.097 9.008 4
0.326 0.097 9.008 5
0.326 0.097 9.008 5
0.326 0.097 9.008 5
0.355 0.241 9.448 6
0.355 0.241 9.448 5
0.355 0.241 9.448 4
0.355 0.241 9.448 5
-0.037 0.078 9.831 5
-0.037 0.078 9.831 5
-0.037 0.078 9.831 6
-0.037 0.078 9.831 5
-0.152 -0.208 9.899 4
-0.152 -0.208 9.899 5
-0.152 -0.208 9.899 5
-0.152 -0.208 9.899 5
0.201 0.212 9.305 5
0.201 0.212 9.305 6
0.201 0.212 9.305 4
0.201 0.212 9.305 5
0.297 0.078 9.276 5
0.297 0.078 9.276 5
0.297 0.078 9.276 5
0.297 0.078 9.276 6
0.345 0.011 10.128 5
0.345 0.011 10.128 4
0.345 0.011 10.128 5
0.345 0.011 10.128 5
-0.008 0.107 9.343 5
-0.008 0.107 9.343 6
-0.008 0.107 9.343 5
-0.008 0.107 9.343 4
-0.143 0.346 8.97 5
-0.143 0.346 8.97 5
-0.143 0.346 8.97 5
-0.143 0.346 8.97 6
-0.008 -0.122 9.87 5
-0.008 -0.122 9.87 4
-0.008 -0.122 9.87 5
-0.008 -0.122 9.87 5
0.345 -0.055 10.205 5
0.345 -0.055 10.205 5
0.345 -0.055 10.205 6
0.345 -0.055 10.205 4
0.058 0.174 9.199 5
0.058 0.174 9.199 5
0.058 0.174 9.199 5
0.115 0.164 9.535 5
0.115 0.164 9.535 6
0.115 0.164 9.535 5
0.115 0.164 9.535 4
0.153 0.059 9.812 5
0.153 0.059 9.812 5
0.153 0.059 9.812 5
0.153 0.059 9.812 6
0.326 0.289 8.979 5
0.326 0.289 8.979 4
0.326 0.289 8.979 5
0.326 0.289 8.979 5
-0.123 0.087 10.08 5
-0.123 0.087 10.08 6
-0.123 0.087 10.08 5
-0.123 0.087 10.08 4
0.125 -0.074 9.86 5
0.125 -0.074 9.86 5
0.125 -0.074 9.86 5
0.125 -0.074 9.86 5
-0.028 0.183 9.247 6
-0.028 0.183 9.247 4
-0.028 0.183 9.247 6
-0.028 0.183 9.247 4
0.287 0.097 9.812 5
0.287 0.097 9.812 5
0.287 0.097 9.812 6
0.287 0.097 9.812 5
-0.066 0.155 9.353 4
-0.066 0.155 9.353 5
-0.066 0.155 9.353 5
-0.066 0.155 9.353 5
-0.008 -0.084 9.918 6
-0.008 -0.084 9.918 5
-0.008 -0.084 9.918 4
-0.008 -0.084 9.918 5
0.211 0.222 9.314 5
0.211 0.222 9.314 5
0.211 0.222 9.314 6
0.211 0.222 9.314 5
0.096 0.164 8.922 4
0.096 0.164 8.922 5
0.096 0.164 8.922 5
0.096 0.164 8.922 5
0.201 0.04 9.975 5
0.201 0.04 9.975 6
0.201 0.04 9.975 4
0.201 0.04 9.975 5
0.067 0.087 9.707 5
0.067 0.087 9.707 5
0.067 0.087 9.707 5
-0.19 -0.094 9.266 6
-0.19 -0.094 9.266 5
-0.19 -0.094 9.266 4
-0.19 -0.094 9.266 5
0.067 0.202 9.745 5
0.067 0.202 9.745 5
0.067 0.202 9.745 6
0.067 0.202 9.745 5
0.278 0.145 9.956 4
0.278 0.145 9.956 5
0.278 0.145 9.956 5
0.278 0.145 9.956 6
0.153 0.135 9.372 5
0.153 0.135 9.372 5
0.153 0.135 9.372 4
0.153 0.135 9.372 5
0.048 -0.094 9.63 5
0.048 -0.094 9.63 5
0.048 -0.094 9.63 5
0.048 -0.094 9.63 6
-0.133 0.289 9.333 4
-0.133 0.289 9.333 5
-0.133 0.289 9.333 5
-0.133 0.289 9.333 5
0.182 0.03 9.659 5
0.182 0.03 9.659 6
0.182 0.03 9.659 5
0.182 0.03 9.659 4
0.0 0.126 9.851 5
0.0 0.126 9.851 5
0.0 0.126 9.851 5
0.0 0.126 9.851 6
0.019 -0.161 9.487 5
0.019 -0.161 9.487 4
0.019 -0.161 9.487 5
0.019 -0.161 9.487 5
0.259 0.308 9.324 5
0.259 0.308 9.324 6
0.259 0.308 9.324 5
0.259 0.308 9.324 4
-0.028 0.145 9.238 5
-0.028 0.145 9.238 5
-0.028 0.145 9.238 5
-0.028 0.145 9.238 5
0.086 0.116 9.621 6
0.086 0.116 9.621 4
0.086 0.116 9.621 5
0.086 0.116 9.621 5
-0.037 0.135 10.521 5
-0.037 0.135 10.521 5
-0.037 0.135 10.521 6
0.067 0.107 9.535 5
0.067 0.107 9.535 4
0.067 0.107 9.535 5
0.067 0.107 9.535 5
-0.028 0.097 8.778 5
-0.028 0.097 8.778 6
-0.028 0.097 8.778 5
-0.028 0.097 8.778 4
0.268 0.04 10.195 5
0.268 0.04 10.195 5
0.268 0.04 10.195 5
0.268 0.04 10.195 6
0.096 0.078 9.717 5
0.096 0.078 9.717 4
0.096 0.078 9.717 5
0.096 0.078 9.717 5
-0.095 0.107 9.238 5
-0.095 0.107 9.238 5
-0.095 0.107 9.238 6
-0.095 0.107 9.238 4
0.01 0.164 9.63 5
0.01 0.164 9.63 5
0.01 0.164 9.63 5
0.01 0.164 9.63 5
0.134 -0.055 9.429 6
0.134 -0.055 9.429 5
0.134 -0.055 9.429 4
0.134 -0.055 9.429 5
0.278 0.384 9.238 5
0.278 0.384 9.238 5
0.278 0.384 9.238 6
0.278 0.384 9.238 5
-0.133 -0.103 9.755 4
-0.133 -0.103 9.755 5
-0.133 -0.103 9.755 5
-0.133 -0.103 9.755 5
-0.037 -0.026 9.458 6
-0.037 -0.026 9.458 5
-0.037 -0.026 9.458 4
-0.037 -0.026 9.458 5
0.22 0.193 9.688 6
0.22 0.193 9.688 4
0.22 0.193 9.688 5
0.22 0.193 9.688 6
0.355 0.049 9.946 5
0.355 0.049 9.946 4
0.355 0.049 9.946 5
0.355 0.049 9.946 5
-0.028 0.25 9.381 5
-0.028 0.25 9.381 6
-0.028 0.25 9.381 5
-0.066 -0.074 9.717 4
-0.066 -0.074 9.717 5
-0.066 -0.074 9.717 5
-0.066 -0.074 9.717 5
0.163 0.26 9.075 6
0.163 0.26 9.075 5
0.163 0.26 9.075 4
0.163 0.26 9.075 5
0.058 0.107 9.65 5
0.058 0.107 9.65 5
0.058 0.107 9.65 6
0.058 0.107 9.65 5
0.182 -0.017 10.291 4
0.182 -0.017 10.291 5
0.182 -0.017 10.291 5
0.182 -0.017 10.291 5
0.22 0.097 9.132 5
0.22 0.097 9.132 6
0.22 0.097 9.132 5
0.22 0.097 9.132 4
0.096 0.241 9.19 5
0.096 0.241 9.19 5
0.096 0.241 9.19 5
0.096 0.241 9.19 6
0.23 -0.122 9.889 5
0.23 -0.122 9.889 4
0.23 -0.122 9.889 5
0.23 -0.122 9.889 5
-0.018 0.078 9.65 5
-0.018 0.078 9.65 6
-0.018 0.078 9.65 5
-0.018 0.078 9.65 4
-0.047 0.107 9.448 5
-0.047 0.107 9.448 5
-0.047 0.107 9.448 5
-0.047 0.107 9.448 5
0.058 0.03 9.755 6
0.058 0.03 9.755 4
0.058 0.03 9.755 5
0.058 0.03 9.755 5
0.192 0.183 9.094 5
0.192 0.183 9.094 5
0.192 0.183 9.094 6
0.192 0.183 9.094 5
0.431 0.126 9.487 4
0.431 0.126 9.487 5
0.431 0.126 9.487 5
0.431 0.126 9.487 5
-0.047 0.011 9.707 6
-0.047 0.011 9.707 5
-0.047 0.011 9.707 4
-0.238 -0.103 9.611 5
-0.238 -0.103 9.611 5
-0.238 -0.103 9.611 5
-0.238 -0.103 9.611 6
-0.037 0.164 9.774 5
-0.037 0.164 9.774 4
-0.037 0.164 9.774 5
-0.037 0.164 9.774 5
0.278 -0.036 9.621 5
0.278 -0.036 9.621 5
0.278 -0.036 9.621 6
0.278 -0.036 9.621 4
0.192 0.279 9.429 5
0.192 0.279 9.429 5
0.192 0.279 9.429 5
0.192 0.279 9.429 5
-0.018 -0.208 10.09 6
-0.018 -0.208 10.09 5
-0.018 -0.208 10.09 5
-0.018 -0.208 10.09 4
0.173 0.346 8.95 5
0.173 0.346 8.95 5
0.173 0.346 8.95 6
0.173 0.346 8.95 5
-0.066 0.097 9.171 4
-0.066 0.097 9.171 5
-0.066 0.097 9.171 5
-0.066 0.097 9.171 5
0.182 -0.036 10.1 6
0.182 -0.036 10.1 5
0.182 -0.036 10.1 4
0.182 -0.036 10.1 5
-0.028 0.049 9.745 5
-0.028 0.049 9.745 5
-0.028 0.049 9.745 5
-0.028 0.049 9.745 6
0.125 0.164 9.151 4
0.125 0.164 9.151 5
0.125 0.164 9.151 5
0.125 0.164 9.151 5
0.134 0.155 9.266 5
0.134 0.155 9.266 6
0.134 0.155 9.266 5
0.134 0.155 9.266 4
0.048 0.049 9.86 5
0.048 0.049 9.86 5
0.048 0.049 9.86 5
0.048 0.049 9.86 6
0.125 0.202 10.033 5
0.125 0.202 10.033 4
0.125 0.202 10.033 5
0.125 0.202 10.033 5
0.096 0.078 9.305 5
0.096 0.078 9.305 6
0.096 0.078 9.305 5
0.077 0.078 9.19 4
0.077 0.078 9.19 5
0.077 0.078 9.19 5
0.077 0.078 9.19 6
0.192 -0.132 10.167 4
0.192 -0.132 10.167 6
0.192 -0.132 10.167 4
0.192 -0.132 10.167 5
-0.047 0.279 9.573 5
-0.047 0.279 9.573 5
-0.047 0.279 9.573 5
-0.047 0.279 9.573 6
-0.104 -0.084 9.487 5
-0.104 -0.084 9.487 4
-0.104 -0.084 9.487 5
-0.104 -0.084 9.487 5
0.153 0.116 9.65 5
0.153 0.116 9.65 6
0.153 0.116 9.65 5
0.153 0.116 9.65 4
0.364 0.193 9.171 5
0.364 0.193 9.171 5
0.364 0.193 9.171 5
0.364 0.193 9.171 6
0.182 0.336 9.113 5
0.182 0.336 9.113 4
0.182 0.336 9.113 5
0.182 0.336 9.113 5
-0.219 -0.141 10.013 5
-0.219 -0.141 10.013 5
-0.219 -0.141 10.013 6
-0.219 -0.141 10.013 4
-0.008 -0.189 9.621 5
-0.008 -0.189 9.621 5
-0.008 -0.189 9.621 5
-0.008 -0.189 9.621 5
0.144 0.384 9.448 6
0.144 0.384 9.448 5
0.144 0.384 9.448 4
0.144 0.384 9.448 5
0.173 0.059 9.544 5
0.173 0.059 9.544 5
0.173 0.059 9.544 6
0.038 -0.151 9.918 5
0.038 -0.151 9.918 4
0.038 -0.151 9.918 5
0.038 -0.151 9.918 5
0.038 -0.151 9.918 5
0.287 0.107 9.487 6
0.287 0.107 9.487 5
0.287 0.107 9.487 4
-0.123 0.346 9.037 5
-0.123 0.346 9.037 5
-0.123 0.346 9.037 5
-0.123 0.346 9.037 5
0.125 -0.065 9.86 6
0.125 -0.065 9.86 4
0.125 -0.065 9.86 5
0.125 -0.065 9.86 5
0.067 0.001 10.243 5
0.067 0.001 10.243 5
0.067 0.001 10.243 6
0.067 0.001 10.243 5
0.096 0.164 9.113 4
0.096 0.164 9.113 5
0.096 0.164 9.113 5
0.096 0.164 9.113 5
0.259 0.317 9.209 6
0.259 0.317 9.209 5
0.259 0.317 9.209 4
0.259 0.317 9.209 5
0.115 0.059 9.793 5
0.115 0.059 9.793 5
0.115 0.059 9.793 6
0.115 0.059 9.793 5
0.077 -0.094 9.468 4
0.077 -0.094 9.468 5
0.077 -0.094 9.468 5
0.077 -0.094 9.468 5
-0.114 0.174 9.391 5
-0.114 0.174 9.391 6
-0.114 0.174 9.391 4
-0.114 0.174 9.391 5
-0.095 -0.065 10.339 6
-0.095 -0.065 10.339 4
-0.095 -0.065 10.339 5
-0.095 -0.065 10.339 6
0.278 0.327 9.056 5
0.278 0.327 9.056 4
0.278 0.327 9.056 5
0.278 0.327 9.056 5
0.182 0.049 9.496 5
0.182 0.049 9.496 6
0.182 0.049 9.496 5
0.182 0.049 9.496 4
-0.008 0.059 9.879 5
-0.008 0.059 9.879 5
-0.008 0.059 9.879 5
-0.008 0.059 9.879 6
-0.056 -0.141 9.544 5
-0.056 -0.141 9.544 4
-0.056 -0.141 9.544 5
0.144 0.298 9.439 5
0.144 0.298 9.439 5
0.144 0.298 9.439 5
0.144 0.298 9.439 6
0.211 0.25 9.362 4
0.211 0.25 9.362 5
0.211 0.25 9.362 5
0.211 0.25 9.362 5
-0.008 -0.036 10.109 5
-0.008 -0.036 10.109 6
-0.008 -0.036 10.109 5
-0.008 -0.036 10.109 4
0.067 0.164 9.448 5
0.067 0.164 9.448 5
0.067 0.164 9.448 5
0.067 0.164 9.448 6
-0.133 0.068 9.362 5
-0.133 0.068 9.362 4
-0.133 0.068 9.362 5
-0.133 0.068 9.362 5
0.067 0.059 9.755 5
0.067 0.059 9.755 6
0.067 0.059 9.755 5
0.067 0.059 9.755 4
0.038 0.087 10.282 5
0.038 0.087 10.282 5
0.038 0.087 10.282 5
0.038 0.087 10.282 5
0.115 0.078 9.343 6
0.115 0.078 9.343 4
0.115 0.078 9.343 5
0.115 0.078 9.343 5
0.01 0.193 9.19 5
0.01 0.193 9.19 5
0.01 0.193 9.19 6
0.01 0.193 9.19 5
0.048 -0.074 9.563 4
0.048 -0.074 9.563 5
0.048 -0.074 9.563 5
0.048 -0.074 9.563 5
0.153 0.26 9.659 6
0.153 0.26 9.659 5
0.153 0.26 9.659 4
0.153 0.26 9.659 5
-0.085 0.155 9.879 5
-0.085 0.155 9.879 5
-0.085 0.155 9.879 6
-0.085 0.155 9.879 5
-0.114 -0.122 9.889 4
-0.114 -0.122 9.889 5
-0.114 -0.122 9.889 5
0.211 0.145 8.989 5
0.211 0.145 8.989 5
0.211 0.145 8.989 6
0.211 0.145 8.989 4
0.345 0.087 9.64 5
0.345 0.087 9.64 5
0.345 0.087 9.64 5
0.345 0.087 9.64 5
-0.095 0.269 9.544 6
-0.095 0.269 9.544 5
-0.095 0.269 9.544 5
-0.095 0.269 9.544 4
-0.2 -0.218 10.148 5
-0.2 -0.218 10.148 5
-0.2 -0.218 10.148 6
-0.2 -0.218 10.148 5
-0.008 0.279 9.199 4
-0.008 0.279 9.199 5
-0.008 0.279 9.199 5
-0.008 0.279 9.199 5
0.192 0.03 9.439 6
0.192 0.03 9.439 5
0.192 0.03 9.439 4
0.192 0.03 9.439 5
-0.037 0.087 9.908 5
-0.037 0.087 9.908 5
-0.037 0.087 9.908 5
-0.037 0.087 9.908 6
0.106 -0.094 9.64 5
0.106 -0.094 9.64 4
0.106 -0.094 9.64 5
0.106 -0.094 9.64 5
-0.181 0.087 9.199 5
-0.181 0.087 9.199 6
-0.181 0.087 9.199 5
-0.181 0.087 9.199 4
-0.008 0.298 9.525 5
-0.008 0.298 9.525 5
-0.008 0.298 9.525 5
-0.008 0.298 9.525 6
0.211 0.011 10.511 5
0.211 0.011 10.511 4
0.211 0.011 10.511 5
0.211 0.011 10.511 5
0.058 0.04 9.42 5
0.058 0.04 9.42 5
0.058 0.04 9.42 6
0.058 0.04 9.42 4
-0.047 -0.026 9.41 5
-0.047 -0.026 9.41 5
-0.047 -0.026 9.41 6
-0.047 -0.026 9.41 4
-0.075 0.346 9.477 6
-0.075 0.346 9.477 5
-0.075 0.346 9.477 4
0.192 -0.026 9.573 5
0.192 -0.026 9.573 5
0.192 -0.026 9.573 5
0.192 -0.026 9.573 6
0.096 0.135 9.803 5
0.096 0.135 9.803 4
0.096 0.135 9.803 5
0.096 0.135 9.803 5
0.134 -0.046 9.899 5
0.134 -0.046 9.899 6
0.134 -0.046 9.899 5
0.134 -0.046 9.899 4
-0.171 0.26 9.324 5
-0.171 0.26 9.324 5
-0.171 0.26 9.324 5
-0.171 0.26 9.324 5
0.23 0.308 9.448 6
0.23 0.308 9.448 4
0.23 0.308 9.448 5
0.23 0.308 9.448 5
-0.123 -0.161 9.678 5
-0.123 -0.161 9.678 5
-0.123 -0.161 9.678 6
-0.123 -0.161 9.678 5
-0.104 0.049 10.004 4
-0.104 0.049 10.004 5
-0.104 0.049 10.004 5
-0.104 0.049 10.004 5
0.048 0.03 9.726 6
0.048 0.03 9.726 5
0.048 0.03 9.726 4
0.048 0.03 9.726 5
0.24 0.375 8.855 5
0.24 0.375 8.855 5
0.24 0.375 8.855 6
0.24 0.375 8.855 5
0.153 0.145 9.841 4
0.153 0.145 9.841 5
0.153 0.145 9.841 5
0.153 0.145 9.841 5
-0.19 -0.017 9.851 5
-0.19 -0.017 9.851 6
-0.19 -0.017 9.851 4
-0.19 -0.017 9.851 5
-0.152 -0.065 9.535 5
-0.152 -0.065 9.535 5
-0.152 -0.065 9.535 5
-0.152 -0.065 9.535 6
0.125 0.116 9.535 5
0.125 0.116 9.535 4
0.125 0.116 9.535 5
0.096 0.078 9.86 5
0.096 0.078 9.86 5
0.096 0.078 9.86 6
0.096 0.078 9.86 5
0.211 0.116 9.774 4
0.211 0.116 9.774 5
0.211 0.116 9.774 5
0.211 0.116 9.774 5
0.048 0.126 9.439 6
0.048 0.126 9.439 5
