x y z t
0.125 0.222 8.922 6
0.125 0.222 8.922 5
0.125 0.222 8.922 4
0.153 0.097 9.784 5
0.153 0.097 9.784 5
0.153 0.097 9.784 5
0.153 0.097 9.784 5
0.393 0.279 9.946 6
0.393 0.279 9.946 4
0.393 0.279 9.946 5
0.393 0.279 9.946 5
-0.181 -0.151 9.582 5
-0.181 -0.151 9.582 5
-0.181 -0.151 9.582 6
0.134 0.231 9.554 5
0.134 0.231 9.554 4
0.134 0.231 9.554 5
0.134 0.231 9.554 5
0.211 0.222 9.094 5
0.211 0.222 9.094 6
0.211 0.222 9.094 5
0.211 0.222 9.094 4
0.038 0.068 9.745 5
0.038 0.068 9.745 5
0.038 0.068 9.745 5
0.038 0.068 9.745 6
0.096 0.02 10.224 5
0.096 0.02 10.224 4
0.096 0.02 10.224 5
0.096 0.02 10.224 5
0.249 0.241 9.41 5
0.249 0.241 9.41 5
0.249 0.241 9.41 6
0.249 0.241 9.41 5
0.086 0.222 8.989 4
0.086 0.222 8.989 5
0.086 0.222 8.989 5
0.086 0.222 8.989 5
0.211 -0.199 9.994 6
0.211 -0.199 9.994 5
0.211 -0.199 9.994 4
0.211 -0.199 9.994 5
0.01 0.289 9.707 5
0.01 0.289 9.707 5
0.01 0.289 9.707 6
0.01 0.289 9.707 5
-0.162 -0.103 9.468 4
-0.162 -0.103 9.468 5
-0.162 -0.103 9.468 5
-0.162 -0.103 9.468 5
0.115 0.26 9.41 6
0.115 0.26 9.41 5
0.115 0.26 9.41 4
0.115 0.26 9.41 5
0.268 0.03 9.831 5
0.268 0.03 9.831 5
0.268 0.03 9.831 5
0.268 0.03 9.831 6
0.374 0.413 9.142 4
0.374 0.413 9.142 5
0.374 0.413 9.142 5
0.374 0.413 9.142 5
-0.056 0.059 9.87 5
-0.056 0.059 9.87 6
-0.056 0.059 9.87 5
-0.018 0.068 9.199 4
-0.018 0.068 9.199 5
-0.018 0.068 9.199 5
-0.018 0.068 9.199 5
0.029 -0.026 9.966 6
0.029 -0.026 9.966 5
0.029 -0.026 9.966 4
0.029 -0.026 9.966 5
0.46 0.202 9.784 6
0.46 0.202 9.784 4
0.46 0.202 9.784 6
0.46 0.202 9.784 5
-0.056 -0.007 9.41 4
-0.056 -0.007 9.41 5
-0.056 -0.007 9.41 5
-0.056 -0.007 9.41 5
0.115 0.126 9.439 5
0.115 0.126 9.439 6
0.115 0.126 9.439 4
0.115 0.126 9.439 5
0.249 0.269 9.065 5
0.249 0.269 9.065 5
0.249 0.269 9.065 5
0.249 0.269 9.065 6
-0.056 0.011 10.08 5
-0.056 0.011 10.08 4
-0.056 0.011 10.08 5
-0.056 0.011 10.08 5
0.058 0.145 10.195 5
0.058 0.145 10.195 6
0.058 0.145 10.195 5
0.058 0.145 10.195 4
0.297 0.049 9.506 5
0.297 0.049 9.506 5
0.297 0.049 9.506 5
0.297 0.049 9.506 6
0.086 0.164 8.96 5
0.086 0.164 8.96 4
0.086 0.164 8.96 5
0.086 0.164 8.96 5
0.22 0.135 9.908 5
0.22 0.135 9.908 5
0.22 0.135 9.908 6
0.22 0.135 9.908 4
-0.056 0.049 9.784 5
-0.056 0.049 9.784 5
-0.056 0.049 9.784 5
-0.056 0.049 9.784 5
0.125 0.087 9.611 6
0.125 0.087 9.611 5
0.125 0.087 9.611 4
0.058 0.107 9.314 5
0.058 0.107 9.314 5
0.058 0.107 9.314 5
0.058 0.107 9.314 6
0.106 0.04 9.391 5
0.106 0.04 9.391 4
0.106 0.04 9.391 5
0.106 0.04 9.391 5
0.278 0.174 10.013 5
0.278 0.174 10.013 6
0.278 0.174 10.013 5
0.278 0.174 10.013 4
-0.008 0.04 9.41 5
-0.008 0.04 9.41 5
-0.008 0.04 9.41 5
-0.008 0.04 9.41 5
-0.037 0.04 9.439 6
-0.037 0.04 9.439 4
-0.037 0.04 9.439 5
-0.037 0.04 9.439 5
0.22 0.183 9.602 5
0.22 0.183 9.602 5
0.22 0.183 9.602 6
0.22 0.183 9.602 5
0.46 0.25 9.582 4
0.46 0.25 9.582 5
0.46 0.25 9.582 5
0.46 0.25 9.582 5
-0.114 -0.132 9.889 6
-0.114 -0.132 9.889 5
-0.114 -0.132 9.889 4
-0.114 -0.132 9.889 5
0.086 0.059 9.477 5
0.086 0.059 9.477 5
0.086 0.059 9.477 6
0.086 0.059 9.477 5
0.106 0.231 9.314 4
0.106 0.231 9.314 6
0.106 0.231 9.314 4
0.106 0.231 9.314 5
0.067 -0.026 9.755 5
0.067 -0.026 9.755 6
0.067 -0.026 9.755 5
0.067 -0.026 9.755 4
0.383 0.308 9.678 5
0.383 0.308 9.678 5
0.383 0.308 9.678 5
0.383 0.308 9.678 6
0.115 0.049 9.736 5
0.115 0.049 9.736 4
0.115 0.049 9.736 5
0.115 0.011 9.132 5
0.115 0.011 9.132 5
0.115 0.011 9.132 6
0.115 0.011 9.132 5
0.077 0.174 9.429 4
0.077 0.174 9.429 5
0.077 0.174 9.429 5
0.077 0.174 9.429 5
0.144 0.097 9.621 5
0.144 0.097 9.621 6
0.144 0.097 9.621 4
0.144 0.097 9.621 5
0.173 0.011 10.08 5
0.173 0.011 10.08 5
0.173 0.011 10.08 5
0.173 0.011 10.08 6
0.134 0.135 9.458 5
0.134 0.135 9.458 4
0.134 0.135 9.458 5
0.134 0.135 9.458 5
0.23 0.231 9.468 5
0.23 0.231 9.468 6
0.23 0.231 9.468 5
0.23 0.231 9.468 4
0.355 0.135 9.535 5
0.355 0.135 9.535 5
0.355 0.135 9.535 6
0.355 0.135 9.535 5
0.125 0.03 9.736 5
0.125 0.03 9.736 4
0.125 0.03 9.736 5
0.125 0.03 9.736 5
-0.104 0.068 9.65 5
-0.104 0.068 9.65 5
-0.104 0.068 9.65 6
-0.104 0.068 9.65 4
0.23 0.164 9.458 5
0.23 0.164 9.458 5
0.23 0.164 9.458 5
0.23 0.164 9.458 5
0.326 0.145 9.515 6
0.326 0.145 9.515 5
0.326 0.145 9.515 4
0.326 0.145 9.515 5
0.24 0.241 9.755 5
0.24 0.241 9.755 5
0.24 0.241 9.755 6
0.24 0.241 9.755 5
0.153 0.001 9.86 4
0.153 0.001 9.86 5
0.153 0.001 9.86 5
0.259 0.155 9.008 5
0.259 0.155 9.008 6
0.259 0.155 9.008 5
0.259 0.155 9.008 4
0.115 0.174 9.266 5
0.115 0.174 9.266 5
0.115 0.174 9.266 5
0.115 0.174 9.266 5
0.259 -0.046 10.588 6
0.259 -0.046 10.588 4
0.259 -0.046 10.588 5
0.259 -0.046 10.588 5
0.211 0.145 9.458 5
0.211 0.145 9.458 5
0.211 0.145 9.458 6
0.211 0.145 9.458 5
0.259 0.049 9.18 4
0.259 0.049 9.18 5
0.259 0.049 9.18 5
0.259 0.049 9.18 5
0.038 0.174 9.468 6
0.038 0.174 9.468 5
0.038 0.174 9.468 4
0.038 0.174 9.468 5
0.201 0.087 9.803 5
0.201 0.087 9.803 5
0.201 0.087 9.803 6
0.201 0.087 9.803 5
0.249 0.107 10.358 4
0.249 0.107 10.358 5
0.249 0.107 10.358 5
0.249 0.107 10.358 5
0.307 0.193 9.142 5
0.307 0.193 9.142 6
0.307 0.193 9.142 4
0.307 0.193 9.142 5
0.058 -0.026 9.199 5
0.058 -0.026 9.199 5
0.058 -0.026 9.199 5
0.058 -0.026 9.199 6
0.22 0.03 10.176 5
0.22 0.03 10.176 4
0.22 0.03 10.176 5
0.22 0.03 10.176 5
0.106 0.26 9.544 5
0.106 0.26 9.544 6
0.106 0.26 9.544 5
0.106 0.26 9.544 4
0.038 0.078 9.525 5
0.038 0.078 9.525 5
0.038 0.078 9.525 5
0.201 -0.094 9.707 6
0.201 -0.094 9.707 5
0.201 -0.094 9.707 4
0.201 -0.094 9.707 5
0.24 0.26 9.372 6
0.24 0.26 9.372 4
0.24 0.26 9.372 5
0.24 0.26 9.372 6
0.364 0.135 9.439 4
0.364 0.135 9.439 5
0.364 0.135 9.439 5
0.364 0.135 9.439 5
-0.095 -0.161 9.918 5
-0.095 -0.161 9.918 6
-0.095 -0.161 9.918 5
-0.095 -0.161 9.918 4
0.029 0.126 9.65 5
0.029 0.126 9.65 5
0.029 0.126 9.65 5
0.029 0.126 9.65 6
0.163 0.289 9.151 5
0.163 0.289 9.151 4
0.163 0.289 9.151 5
0.163 0.289 9.151 5
0.297 -0.026 9.937 5
0.297 -0.026 9.937 6
0.297 -0.026 9.937 5
0.297 -0.026 9.937 4
0.134 -0.065 9.937 5
0.134 -0.065 9.937 5
0.134 -0.065 9.937 5
0.134 -0.065 9.937 5
0.278 0.365 9.238 6
0.278 0.365 9.238 4
0.278 0.365 9.238 5
0.278 0.365 9.238 5
-0.248 0.078 9.238 5
-0.248 0.078 9.238 5
-0.248 0.078 9.238 6
-0.248 0.078 9.238 5
0.268 -0.046 9.841 4
0.268 -0.046 9.841 5
0.268 -0.046 9.841 5
0.268 -0.046 9.841 5
0.393 0.26 10.291 6
0.393 0.26 10.291 5
0.393 0.26 10.291 4
0.393 0.26 10.291 5
0.019 0.04 9.084 5
0.019 0.04 9.084 5
0.019 0.04 9.084 6
-0.056 -0.065 9.429 5
-0.056 -0.065 9.429 4
-0.056 -0.065 9.429 5
-0.056 -0.065 9.429 5
0.259 0.212 9.755 5
0.259 0.212 9.755 5
0.259 0.212 9.755 6
0.259 0.212 9.755 4
0.364 0.164 9.717 5
0.364 0.164 9.717 5
0.364 0.164 9.717 5
0.364 0.164 9.717 5
-0.056 0.03 9.697 6
-0.056 0.03 9.697 5
-0.056 0.03 9.697 4
-0.056 0.03 9.697 5
0.019 -0.132 9.87 5
0.019 -0.132 9.87 5
0.019 -0.132 9.87 6
0.019 -0.132 9.87 5
0.297 0.164 9.372 4
0.297 0.164 9.372 5
0.297 0.164 9.372 5
0.297 0.164 9.372 5
0.307 0.308 9.4 6
0.307 0.308 9.4 5
0.307 0.308 9.4 4
0.307 0.308 9.4 5
-0.152 -0.084 9.803 5
-0.152 -0.084 9.803 5
-0.152 -0.084 9.803 5
-0.152 -0.084 9.803 6
0.115 0.03 9.764 4
0.115 0.03 9.764 6
0.115 0.03 9.764 4
0.115 0.03 9.764 5
0.249 0.25 9.429 5
0.249 0.25 9.429 6
0.249 0.25 9.429 5
0.249 0.25 9.429 4
0.24 0.059 9.468 5
0.24 0.059 9.468 5
0.24 0.059 9.468 5
0.24 0.059 9.468 6
0.067 0.03 9.803 5
0.067 0.03 9.803 4
0.067 0.03 9.803 5
0.067 0.03 9.803 5
0.01 0.03 9.812 5
0.01 0.03 9.812 6
0.01 0.03 9.812 5
0.096 0.116 8.96 4
0.096 0.116 8.96 5
0.096 0.116 8.96 5
0.096 0.116 8.96 5
0.125 0.107 9.64 5
0.125 0.107 9.64 6
0.125 0.107 9.64 4
0.125 0.107 9.64 5
0.345 0.107 10.282 5
0.345 0.107 10.282 5
0.345 0.107 10.282 5
0.345 0.107 10.282 6
0.297 0.164 9.238 5
0.297 0.164 9.238 4
0.297 0.164 9.238 5
0.297 0.164 9.238 5
0.01 -0.017 9.238 5
0.01 -0.017 9.238 6
0.01 -0.017 9.238 5
0.01 -0.017 9.238 4
0.134 0.107 9.611 5
0.134 0.107 9.611 5
0.134 0.107 9.611 6
0.134 0.107 9.611 5
0.153 0.25 9.975 5
0.153 0.25 9.975 4
0.153 0.25 9.975 5
0.153 0.25 9.975 5
0.192 0.049 9.908 5
0.192 0.049 9.908 5
0.192 0.049 9.908 6
0.192 0.049 9.908 4
0.24 0.02 9.391 5
0.24 0.02 9.391 5
0.24 0.02 9.391 5
0.24 0.02 9.391 5
0.374 0.126 9.19 6
0.374 0.126 9.19 5
0.374 0.126 9.19 4
0.374 0.126 9.19 5
0.115 0.107 9.659 5
0.115 0.107 9.659 5
0.115 0.107 9.659 6
0.115 0.107 9.659 5
0.086 0.202 9.381 4
0.086 0.202 9.381 5
0.086 0.202 9.381 5
0.086 0.202 9.381 5
0.297 0.02 10.215 5
0.297 0.02 10.215 6
0.297 0.02 10.215 4
0.048 0.011 9.42 5
0.048 0.011 9.42 5
0.048 0.011 9.42 5
0.048 0.011 9.42 5
0.115 0.059 9.362 6
0.115 0.059 9.362 5
0.115 0.059 9.362 4
0.115 0.059 9.362 5
0.613 0.423 9.391 5
0.613 0.423 9.391 5
0.613 0.423 9.391 6
0.613 0.423 9.391 5
0.182 -0.074 9.86 4
0.182 -0.074 9.86 5
0.182 -0.074 9.86 5
0.182 -0.074 9.86 5
-0.162 0.078 9.324 6
-0.162 0.078 9.324 5
-0.162 0.078 9.324 4
-0.162 0.078 9.324 5
0.096 0.155 10.033 5
0.096 0.155 10.033 5
0.096 0.155 10.033 5
0.096 0.155 10.033 6
0.393 -0.017 9.353 4
0.393 -0.017 9.353 5
0.393 -0.017 9.353 5
0.393 -0.017 9.353 5
0.192 -0.036 9.496 5
0.192 -0.036 9.496 6
0.192 -0.036 9.496 5
0.192 -0.036 9.496 4
0.211 0.327 9.286 5
0.211 0.327 9.286 5
0.211 0.327 9.286 5
0.211 0.327 9.286 6
0.086 -0.026 9.659 5
0.086 -0.026 9.659 4
0.086 -0.026 9.659 5
0.086 -0.026 9.659 5
0.24 0.222 9.247 5
0.24 0.222 9.247 6
0.24 0.222 9.247 5
0.24 0.222 9.247 4
0.364 0.212 10.071 5
0.364 0.212 10.071 5
0.364 0.212 10.071 5
0.067 -0.141 9.678 5
0.067 -0.141 9.678 6
0.067 -0.141 9.678 4
0.067 -0.141 9.678 5
0.0 -0.026 9.305 6
0.0 -0.026 9.305 4
0.0 -0.026 9.305 5
0.0 -0.026 9.305 6
0.355 0.222 9.276 5
0.355 0.222 9.276 4
0.355 0.222 9.276 5
0.355 0.222 9.276 5
0.173 0.145 9.238 5
0.173 0.145 9.238 6
0.173 0.145 9.238 5
0.173 0.145 9.238 4
0.23 0.059 10.253 5
0.23 0.059 10.253 5
0.23 0.059 10.253 5
0.23 0.059 10.253 6
0.201 0.03 9.841 5
0.201 0.03 9.841 4
0.201 0.03 9.841 5
0.201 0.03 9.841 5
0.048 0.269 8.807 5
0.048 0.269 8.807 5
0.048 0.269 8.807 6
0.048 0.269 8.807 4
0.345 0.126 9.582 5
0.345 0.126 9.582 5
0.345 0.126 9.582 5
0.345 0.126 9.582 5
0.182 0.011 10.186 6
0.182 0.011 10.186 5
0.182 0.011 10.186 4
0.182 0.011 10.186 5
0.0 0.011 9.228 5
0.0 0.011 9.228 5
0.0 0.011 9.228 6
0.0 0.011 9.228 5
0.067 0.164 9.429 4
0.067 0.164 9.429 5
0.067 0.164 9.429 5
0.067 0.164 9.429 5
0.441 0.222 9.745 6
0.441 0.222 9.745 5
0.441 0.222 9.745 4
0.441 0.222 9.745 5
0.297 0.145 9.764 5
0.297 0.145 9.764 5
0.297 0.145 9.764 5
0.038 0.107 9.228 6
0.038 0.107 9.228 4
0.038 0.107 9.228 5
0.038 0.107 9.228 5
-0.018 -0.103 9.295 5
-0.018 -0.103 9.295 5
-0.018 -0.103 9.295 6
-0.018 -0.103 9.295 5
0.192 0.059 9.745 4
0.192 0.059 9.745 5
0.192 0.059 9.745 5
0.192 0.059 9.745 5
0.326 0.317 9.774 6
0.326 0.317 9.774 5
0.326 0.317 9.774 4
0.326 0.317 9.774 5
-0.008 -0.084 9.812 5
-0.008 -0.084 9.812 5
-0.008 -0.084 9.812 6
-0.008 -0.084 9.812 5
0.268 0.135 9.573 4
0.268 0.135 9.573 5
0.268 0.135 9.573 5
0.268 0.135 9.573 5
0.249 0.346 9.084 5
0.249 0.346 9.084 6
0.249 0.346 9.084 4
0.249 0.346 9.084 5
-0.095 -0.094 9.468 5
-0.095 -0.094 9.468 5
-0.095 -0.094 9.468 5
-0.095 -0.094 9.468 6
0.402 0.222 10.435 5
0.402 0.222 10.435 5
0.402 0.222 10.435 4
0.402 0.222 10.435 5
0.106 -0.055 9.4 5
0.106 -0.055 9.4 6
0.106 -0.055 9.4 5
0.106 -0.055 9.4 4
0.029 0.03 8.931 5
0.029 0.03 8.931 5
0.029 0.03 8.931 5
0.029 0.03 8.931 6
0.134 0.097 10.262 5
0.134 0.097 10.262 4
0.134 0.097 10.262 5
0.134 0.097 10.262 5
0.412 0.336 9.468 5
0.412 0.336 9.468 5
0.412 0.336 9.468 6
-0.152 -0.122 9.65 4
-0.152 -0.122 9.65 5
-0.152 -0.122 9.65 5
-0.152 -0.122 9.65 5
0.038 0.174 9.535 5
0.038 0.174 9.535 6
0.038 0.174 9.535 5
0.038 0.174 9.535 4
0.268 0.126 9.793 5
0.268 0.126 9.793 5
0.268 0.126 9.793 5
0.268 0.126 9.793 6
0.163 0.164 8.95 5
0.163 0.164 8.95 4
0.163 0.164 8.95 5
0.163 0.164 8.95 5
0.125 -0.065 10.272 5
0.125 -0.065 10.272 6
0.125 -0.065 10.272 5
0.125 -0.065 10.272 4
0.01 0.04 9.621 5
0.01 0.04 9.621 5
0.01 0.04 9.621 6
0.01 0.04 9.621 4
0.096 0.231 9.362 6
0.096 0.231 9.362 4
0.096 0.231 9.362 5
0.096 0.231 9.362 5
0.393 0.02 9.554 5
0.393 0.02 9.554 5
0.393 0.02 9.554 6
0.393 0.02 9.554 5
0.067 0.135 10.109 4
0.067 0.135 10.109 5
0.067 0.135 10.109 5
0.067 0.135 10.109 5
0.019 0.078 9.18 6
0.019 0.078 9.18 5
0.019 0.078 9.18 4
0.019 0.078 9.18 5
-0.162 0.03 9.353 5
-0.162 0.03 9.353 5
-0.162 0.03 9.353 6
-0.162 0.03 9.353 5
0.268 0.049 9.908 4
0.268 0.049 9.908 5
0.268 0.049 9.908 5
0.268 0.049 9.908 5
0.297 0.269 9.851 5
0.297 0.269 9.851 6
0.297 0.269 9.851 4
0.125 -0.007 9.63 5
0.125 -0.007 9.63 5
0.125 -0.007 9.63 5
0.125 -0.007 9.63 5
0.038 0.03 9.324 6
0.038 0.03 9.324 5
0.038 0.03 9.324 4
0.038 0.03 9.324 5
0.029 0.174 9.429 5
0.029 0.174 9.429 5
0.029 0.174 9.429 6
0.029 0.174 9.429 5
0.23 0.212 9.209 4
0.23 0.212 9.209 5
0.23 0.212 9.209 5
0.23 0.212 9.209 5
0.086 -0.103 10.626 6
0.086 -0.103 10.626 5
0.086 -0.103 10.626 4
0.086 -0.103 10.626 5
0.019 0.097 9.582 5
0.019 0.097 9.582 5
0.019 0.097 9.582 5
0.019 0.097 9.582 6
0.192 0.174 8.941 4
0.192 0.174 8.941 5
0.192 0.174 8.941 5
0.192 0.174 8.941 5
0.517 0.164 9.688 5
0.517 0.164 9.688 6
0.517 0.164 9.688 5
0.517 0.164 9.688 4
-0.123 0.02 9.554 5
-0.123 0.02 9.554 5
-0.123 0.02 9.554 5
-0.123 0.02 9.554 6
-0.047 0.02 10.109 5
-0.047 0.02 10.109 4
-0.047 0.02 10.109 5
-0.047 0.02 10.109 5
0.144 0.135 9.439 5
0.144 0.135 9.439 6
0.144 0.135 9.439 5
0.144 0.135 9.439 4
0.173 0.155 9.161 5
0.173 0.155 9.161 5
0.173 0.155 9.161 5
0.201 0.202 9.966 5
0.201 0.202 9.966 6
0.201 0.202 9.966 4
0.201 0.202 9.966 5
0.182 -0.017 9.784 6
0.182 -0.017 9.784 4
0.182 -0.017 9.784 5
0.182 -0.017 9.784 6
0.096 0.155 9.151 5
0.096 0.155 9.151 4
0.096 0.155 9.151 5
0.096 0.155 9.151 5
0.019 -0.007 9.468 5
0.019 -0.007 9.468 6
0.019 -0.007 9.468 5
0.019 -0.007 9.468 4
0.249 0.087 9.841 5
0.249 0.087 9.841 5
0.249 0.087 9.841 5
0.249 0.087 9.841 6
0.259 0.222 9.793 5
0.259 0.222 9.793 4
0.259 0.222 9.793 5
0.259 0.222 9.793 5
0.125 0.03 9.046 5
0.125 0.03 9.046 5
0.125 0.03 9.046 6
0.125 0.03 9.046 4
0.019 0.078 9.314 5
0.019 0.078 9.314 5
0.019 0.078 9.314 5
0.019 0.078 9.314 5
0.297 -0.007 9.994 6
0.297 -0.007 9.994 5
0.297 -0.007 9.994 4
0.297 -0.007 9.994 5
0.326 0.394 9.707 5
0.326 0.394 9.707 5
0.326 0.394 9.707 6
0.326 0.394 9.707 5
0.029 -0.18 9.803 4
0.029 -0.18 9.803 5
0.029 -0.18 9.803 5
0.029 -0.18 9.803 5
-0.018 0.059 9.343 6
-0.018 0.059 9.343 5
-0.018 0.059 9.343 4
-0.018 0.059 9.343 5
0.441 0.269 9.372 5
0.441 0.269 9.372 5
0.441 0.269 9.372 5
0.144 0.26 9.209 6
0.144 0.26 9.209 5
0.144 0.26 9.209 4
0.144 0.26 9.209 5
0.058 -0.208 10.885 5
0.058 -0.208 10.885 5
0.058 -0.208 10.885 6
0.058 -0.208 10.885 5
0.307 0.269 9.487 4
0.307 0.269 9.487 5
0.307 0.269 9.487 5
0.307 0.269 9.487 5
0.23 0.212 8.663 6
0.23 0.212 8.663 5
0.23 0.212 8.663 4
0.23 0.212 8.663 5
0.211 -0.103 9.812 5
0.211 -0.103 9.812 5
0.211 -0.103 9.812 6
0.211 -0.103 9.812 5
0.192 0.212 9.937 4
0.192 0.212 9.937 5
0.192 0.212 9.937 5
0.192 0.212 9.937 5
-0.104 0.03 9.592 5
-0.104 0.03 9.592 6
-0.104 0.03 9.592 5
-0.104 0.03 9.592 4
0.163 0.183 9.496 5
0.163 0.183 9.496 5
0.163 0.183 9.496 5
0.163 0.183 9.496 6
0.297 -0.103 9.669 5
0.297 -0.103 9.669 5
0.297 -0.103 9.669 4
0.297 -0.103 9.669 5
0.45 0.336 9.535 5
0.45 0.336 9.535 6
0.45 0.336 9.535 5
0.45 0.336 9.535 4
-0.056 -0.094 9.468 5
-0.056 -0.094 9.468 5
-0.056 -0.094 9.468 5
-0.056 -0.094 9.468 5
0.096 0.26 9.353 6
0.096 0.26 9.353 4
0.096 0.26 9.353 5
0.125 -0.094 9.736 5
0.125 -0.094 9.736 5
0.125 -0.094 9.736 5
0.125 -0.094 9.736 6
0.422 0.375 9.717 5
0.422 0.375 9.717 4
0.422 0.375 9.717 5
0.422 0.375 9.717 5
0.067 -0.007 9.851 5
0.067 -0.007 9.851 6
0.067 -0.007 9.851 5
0.067 -0.007 9.851 4
-0.037 0.011 9.544 5
-0.037 0.011 9.544 5
-0.037 0.011 9.544 5
-0.037 0.011 9.544 6
0.46 0.279 8.912 5
0.46 0.279 8.912 4
0.46 0.279 8.912 5
0.46 0.279 8.912 5
0.115 0.126 9.525 5
0.115 0.126 9.525 5
0.115 0.126 9.525 6
0.115 0.126 9.525 4
0.029 0.049 10.713 5
0.029 0.049 10.713 5
0.029 0.049 10.713 6
0.029 0.049 10.713 4
0.268 0.097 9.42 6
0.268 0.097 9.42 5
0.268 0.097 9.42 4
0.268 0.097 9.42 5
0.24 0.164 8.931 5
0.24 0.164 8.931 5
0.24 0.164 8.931 6
0.24 0.164 8.931 5
0.22 0.04 9.899 4
0.22 0.04 9.899 5
0.22 0.04 9.899 5
0.22 0.04 9.899 5
-0.047 0.03 9.755 6
-0.047 0.03 9.755 5
-0.047 0.03 9.755 4
-0.047 0.03 9.755 5
0.249 0.097 9.659 5
0.249 0.097 9.659 5
0.249 0.097 9.659 5
0.249 0.097 9.659 6
0.077 0.183 9.506 4
0.077 0.183 9.506 5
0.077 0.183 9.506 5
0.364 0.212 9.314 5
0.364 0.212 9.314 5
0.364 0.212 9.314 6
0.364 0.212 9.314 5
0.22 0.126 9.535 4
0.22 0.126 9.535 5
0.22 0.126 9.535 5
0.22 0.126 9.535 5
0.096 0.155 9.927 6
0.096 0.155 9.927 5
0.096 0.155 9.927 4
0.096 0.155 9.927 5
-0.085 -0.074 9.295 5
-0.085 -0.074 9.295 5
-0.085 -0.074 9.295 6
-0.085 -0.074 9.295 5
0.278 0.02 9.688 4
0.278 0.02 9.688 5
0.278 0.02 9.688 5
0.278 0.02 9.688 5
0.345 0.145 9.64 5
0.345 0.145 9.64 6
0.345 0.145 9.64 4
0.345 0.145 9.64 5
0.058 0.25 9.554 5
0.058 0.25 9.554 5
0.058 0.25 9.554 5
0.058 0.25 9.554 6
0.115 -0.208 9.803 5
0.115 -0.208 9.803 4
0.115 -0.208 9.803 5
0.115 -0.208 9.803 5
0.115 0.25 9.266 5
0.115 0.25 9.266 6
0.115 0.25 9.266 5
0.115 0.25 9.266 4
0.029 0.078 9.305 5
0.029 0.078 9.305 5
0.029 0.078 9.305 5
0.029 0.078 9.305 6
0.307 0.174 9.918 5
0.307 0.174 9.918 4
0.307 0.174 9.918 5
0.307 0.174 9.918 5
0.201 -0.151 9.851 5
0.201 -0.151 9.851 5
0.201 -0.151 9.851 6
0.201 -0.151 9.851 4
0.259 0.174 9.075 5
0.259 0.174 9.075 5
0.259 0.174 9.075 5
-0.037 0.145 9.18 5
-0.037 0.145 9.18 6
-0.037 0.145 9.18 5
-0.037 0.145 9.18 4
0.316 0.049 10.282 6
0.316 0.049 10.282 4
0.316 0.049 10.282 5
0.316 0.049 10.282 6
0.134 0.183 9.812 5
0.134 0.183 9.812 4
0.134 0.183 9.812 5
0.134 0.183 9.812 5
0.019 0.078 9.343 5
0.019 0.078 9.343 6
0.019 0.078 9.343 5
0.019 0.078 9.343 4
0.106 0.078 9.276 5
0.106 0.078 9.276 5
0.106 0.078 9.276 5
0.106 0.078 9.276 5
0.565 0.001 9.678 6
0.565 0.001 9.678 4
0.565 0.001 9.678 5
0.565 0.001 9.678 5
-0.028 0.327 9.113 5
-0.028 0.327 9.113 5
-0.028 0.327 9.113 6
-0.028 0.327 9.113 5
-0.133 -0.161 10.157 4
-0.133 -0.161 10.157 5
-0.133 -0.161 10.157 5
-0.133 -0.161 10.157 5
0.163 0.231 9.793 6
0.163 0.231 9.793 5
0.163 0.231 9.793 4
0.163 0.231 9.793 5
0.355 0.183 9.171 5
0.355 0.183 9.171 5
0.355 0.183 9.171 6
0.355 0.183 9.171 5
0.144 0.107 9.343 4
0.144 0.107 9.343 5
0.144 0.107 9.343 5
0.144 0.107 9.343 5
0.077 -0.017 10.454 6
0.077 -0.017 10.454 5
0.077 -0.017 10.454 4
0.029 0.116 8.931 5
0.029 0.116 8.931 5
0.029 0.116 8.931 5
0.029 0.116 8.931 5
0.259 0.202 9.42 6
0.259 0.202 9.42 5
0.259 0.202 9.42 4
0.259 0.202 9.42 5
0.422 0.193 9.745 5
0.422 0.193 9.745 5
0.422 0.193 9.745 6
0.422 0.193 9.745 5
-0.028 0.155 9.659 4
-0.028 0.155 9.659 5
-0.028 0.155 9.659 5
-0.028 0.155 9.659 5
0.067 -0.007 9.324 6
0.067 -0.007 9.324 5
0.067 -0.007 9.324 4
0.067 -0.007 9.324 5
0.115 0.231 8.922 5
0.115 0.231 8.922 5
0.115 0.231 8.922 5
0.115 0.231 8.922 6
0.24 -0.026 9.994 4
0.24 -0.026 9.994 5
0.24 -0.026 9.994 5
0.24 -0.026 9.994 5
0.345 0.25 10.272 5
0.345 0.25 10.272 6
0.345 0.25 10.272 5
0.345 0.25 10.272 4
0.153 0.116 9.362 5
0.153 0.116 9.362 5
0.153 0.116 9.362 5
0.153 0.116 9.362 6
0.0 -0.007 9.247 5
0.0 -0.007 9.247 5
0.0 -0.007 9.247 4
0.0 -0.007 9.247 5
0.364 0.116 9.697 5
0.364 0.116 9.697 6
0.364 0.116 9.697 5
0.364 0.116 9.697 4
0.125 0.241 9.726 5
0.125 0.241 9.726 5
0.125 0.241 9.726 5
-0.028 -0.017 9.678 5
-0.028 -0.017 9.678 6
-0.028 -0.017 9.678 4
-0.028 -0.017 9.678 5
0.287 0.001 10.109 5
0.287 0.001 10.109 5
0.287 0.001 10.109 5
0.287 0.001 10.109 6
0.374 0.365 9.094 5
0.374 0.365 9.094 4
0.374 0.365 9.094 5
0.374 0.365 9.094 5
