x y z t
0.125 0.078 9.065 5
0.125 0.078 9.065 5
0.125 0.078 9.065 5
0.125 0.078 9.065 5
0.153 -0.103 10.598 5
0.153 -0.103 10.598 5
0.153 -0.103 10.598 5
0.153 -0.103 10.598 5
-0.21 -0.026 8.395 5
-0.21 -0.026 8.395 5
-0.21 -0.026 8.395 5
-0.21 -0.026 8.395 5
0.038 0.135 8.749 5
0.038 0.135 8.749 5
0.038 0.135 8.749 5
-0.248 0.02 10.617 5
-0.248 0.02 10.617 5
-0.248 0.02 10.617 5
-0.248 0.02 10.617 5
-0.411 0.04 8.998 5
-0.411 0.04 8.998 5
-0.411 0.04 8.998 5
-0.411 0.04 8.998 5
0.45 -0.055 9.994 5
0.45 -0.055 9.994 5
0.45 -0.055 9.994 5
0.45 -0.055 9.994 5
0.173 0.011 9.774 5
0.173 0.011 9.774 5
0.173 0.011 9.774 5
0.173 0.011 9.774 5
-0.296 -0.036 9.448 5
-0.296 -0.036 9.448 5
-0.296 -0.036 9.448 5
-0.296 -0.036 9.448 5
0.201 -0.17 9.745 5
0.201 -0.17 9.745 5
0.201 -0.17 9.745 5
0.201 -0.17 9.745 5
0.048 0.03 9.41 5
0.048 0.03 9.41 5
0.048 0.03 9.41 5
0.048 0.03 9.41 5
-0.238 0.097 8.941 5
-0.238 0.097 8.941 5
-0.238 0.097 8.941 5
-0.238 0.097 8.941 5
-0.277 0.145 10.511 5
-0.277 0.145 10.511 5
-0.277 0.145 10.511 5
-0.277 0.145 10.511 5
0.211 -0.007 10.531 5
0.211 -0.007 10.531 5
0.211 -0.007 10.531 5
0.211 -0.007 10.531 5
-0.114 -0.017 7.906 5
-0.114 -0.017 7.906 5
-0.114 -0.017 7.906 5
-0.114 -0.017 7.906 5
-0.018 0.107 9.611 5
-0.018 0.107 9.611 5
-0.018 0.107 9.611 5
-0.018 0.107 9.611 5
0.201 -0.084 10.607 5
0.201 -0.084 10.607 5
0.201 -0.084 10.607 5
-0.382 -0.046 10.607 5
-0.382 -0.046 9.171 5
-0.382 -0.046 9.171 5
-0.382 -0.046 9.171 5
0.077 -0.017 8.73 5
0.077 -0.017 8.73 5
0.077 -0.017 8.73 5
0.077 -0.017 8.73 5
-0.114 0.164 9.602 5
-0.114 0.164 9.602 5
-0.114 0.164 9.602 5
-0.114 0.164 9.602 5
0.029 -0.017 10.406 5
0.029 -0.017 10.406 5
0.029 -0.017 10.406 5
0.029 -0.017 10.406 5
-0.085 0.049 9.324 5
-0.085 0.049 9.324 5
-0.085 0.049 9.324 5
-0.085 0.049 9.324 5
0.077 0.011 8.893 5
0.077 0.011 8.893 5
0.077 0.011 8.893 5
0.077 0.011 8.893 5
-0.047 -0.189 10.962 5
-0.047 -0.189 10.962 5
-0.047 -0.189 10.962 5
-0.047 -0.189 10.962 5
-0.133 0.164 8.299 5
-0.133 0.164 8.299 5
-0.133 0.164 8.299 5
-0.133 0.164 8.299 5
0.173 0.097 9.573 5
0.173 0.097 9.573 5
0.173 0.097 9.573 5
0.173 0.097 9.573 5
-0.229 -0.113 8.385 5
-0.229 -0.113 8.385 5
-0.229 -0.113 8.385 5
-0.229 -0.113 8.385 5
-0.037 0.097 11.201 5
-0.037 0.097 11.201 5
-0.037 0.097 11.201 5
-0.037 0.097 11.201 5
-0.075 0.174 9.19 5
-0.075 0.174 9.19 5
-0.075 0.174 9.19 5
-0.075 0.174 9.19 5
0.01 -0.189 10.1 5
0.01 -0.189 10.1 5
0.01 -0.189 10.1 5
0.01 -0.189 10.1 5
0.058 0.04 9.621 5
0.058 0.04 9.621 5
0.058 0.04 9.621 5
-0.296 0.097 8.452 5
-0.296 0.097 8.452 5
-0.296 0.097 8.452 5
-0.296 0.097 8.452 5
0.182 -0.074 9.602 5
0.182 -0.074 9.602 5
0.182 -0.074 9.602 5
0.182 -0.074 9.602 5
0.144 -0.199 9.266 5
0.144 -0.199 9.266 5
0.144 -0.199 9.266 5
0.144 -0.199 9.266 5
-0.229 0.308 9.966 5
-0.229 0.308 9.966 5
-0.229 0.308 9.966 5
-0.229 0.308 9.966 5
-0.114 -0.113 10.751 5
-0.114 -0.113 10.751 5
-0.114 -0.113 10.751 5
-0.114 -0.113 10.751 5
0.086 0.107 8.385 5
0.086 0.107 8.385 5
0.086 0.107 8.385 5
0.086 0.107 8.385 5
0.038 0.126 9.324 5
0.038 0.126 9.324 5
0.038 0.126 9.324 5
0.038 0.126 9.324 5
0.096 -0.285 10.569 5
0.096 -0.285 10.569 5
0.096 -0.285 10.569 5
0.096 -0.285 10.569 5
-0.037 0.087 8.347 5
-0.037 0.087 8.347 5
-0.037 0.087 8.347 5
-0.037 0.087 8.347 5
-0.028 -0.007 9.879 5
-0.028 -0.007 9.879 5
-0.028 -0.007 9.879 5
-0.028 -0.007 9.879 5
-0.324 0.126 9.697 5
-0.324 0.126 9.697 5
-0.324 0.126 9.697 5
-0.324 0.126 9.697 5
0.019 0.097 9.994 5
0.019 0.097 9.994 5
0.019 0.097 9.994 5
0.019 0.097 9.994 5
0.23 0.078 10.071 5
0.23 0.078 10.071 5
0.23 0.078 10.071 5
-0.133 0.059 8.395 5
-0.133 0.059 8.395 5
-0.133 0.059 8.395 5
-0.133 0.059 8.395 5
0.115 0.001 10.578 5
0.115 0.001 10.578 5
0.115 0.001 10.578 5
0.115 0.001 10.578 5
-0.123 0.001 8.424 5
-0.123 0.001 8.424 5
-0.123 0.001 8.424 5
-0.123 0.001 8.424 5
0.125 -0.084 9.86 5
0.125 -0.084 9.86 5
0.125 -0.084 9.86 5
0.125 -0.084 9.86 5
-0.143 0.212 9.046 5
-0.143 0.212 9.046 5
-0.143 0.212 9.046 5
-0.143 0.212 9.046 5
-0.238 0.231 9.429 5
-0.238 0.231 9.429 5
-0.238 0.231 9.429 5
-0.238 0.231 9.429 5
0.163 -0.094 10.923 5
0.163 -0.094 10.923 5
0.163 -0.094 10.923 5
0.163 -0.094 10.923 5
-0.267 0.107 8.135 5
-0.267 0.107 8.135 5
-0.267 0.107 8.135 5
-0.267 0.107 8.135 5
0.345 0.03 9.87 5
0.345 0.03 9.87 5
0.345 0.03 9.87 5
0.345 0.03 9.87 5
0.058 -0.036 10.77 5
0.058 -0.036 10.77 5
0.058 -0.036 10.77 5
0.058 -0.036 10.77 5
-0.21 -0.017 8.883 5
-0.21 -0.017 8.883 5
-0.21 -0.017 8.883 5
-0.21 -0.017 8.883 5
0.01 0.164 9.238 5
0.01 0.164 9.238 5
0.01 0.164 9.238 5
0.01 0.164 9.238 5
0.048 -0.026 9.697 5
0.048 -0.026 9.697 5
0.048 -0.026 9.697 5
-0.229 0.135 10.387 5
-0.229 0.135 10.387 5
-0.229 0.135 10.387 5
-0.229 0.135 10.387 5
0.067 0.03 9.142 5
0.067 0.03 9.142 5
0.067 0.03 9.142 5
0.067 0.03 9.142 5
0.192 0.078 9.017 5
0.192 0.078 9.017 5
0.192 0.078 9.017 5
0.192 0.078 9.017 5
-0.248 0.097 9.927 5
-0.248 0.097 9.927 5
-0.248 0.097 9.927 5
-0.248 0.097 9.927 5
0.096 -0.094 10.186 5
0.096 -0.094 10.186 5
0.096 -0.094 10.186 5
0.096 -0.094 10.186 5
-0.008 0.001 8.108 5
-0.008 0.001 8.108 5
-0.008 0.001 8.108 5
-0.008 0.001 8.108 5
0.144 -0.036 9.927 5
0.144 -0.036 9.927 5
0.144 -0.036 9.927 5
0.144 -0.036 9.927 5
-0.066 0.164 10.186 5
-0.066 0.164 10.186 5
-0.066 0.164 10.186 5
-0.066 0.164 10.186 5
-0.363 0.164 9.257 5
-0.363 0.164 9.257 5
-0.363 0.164 9.257 5
-0.363 0.164 9.257 5
0.115 -0.036 10.301 5
0.115 -0.036 10.301 5
0.115 -0.036 10.301 5
0.115 -0.036 10.301 5
0.345 0.145 8.711 5
0.345 0.145 8.711 5
0.345 0.145 8.711 5
0.345 0.145 8.711 5
-0.315 -0.026 9.717 5
-0.315 -0.026 9.717 5
-0.315 -0.026 9.717 5
-0.315 -0.026 9.717 5
0.192 -0.007 9.784 5
0.192 -0.007 9.784 5
0.192 -0.007 9.784 5
-0.305 0.097 8.041 5
-0.305 0.097 8.041 5
-0.305 0.097 8.041 5
-0.305 0.097 8.041 5
0.106 -0.074 11.067 5
0.106 -0.074 11.067 5
0.106 -0.074 11.067 5
0.106 -0.074 11.067 5
-0.104 0.212 8.979 5
-0.104 0.212 8.979 5
-0.104 0.212 8.979 5
-0.104 0.212 8.979 5
0.307 0.068 10.492 5
0.307 0.068 10.492 5
0.307 0.068 10.492 5
0.307 0.068 10.492 5
-0.123 -0.026 9.123 5
-0.123 -0.026 9.123 5
-0.123 -0.026 9.123 5
-0.123 -0.026 9.123 5
0.019 -0.094 11.029 5
0.019 -0.094 11.029 5
0.019 -0.094 11.029 5
0.019 -0.094 11.029 5
-0.2 0.078 7.849 5
-0.2 0.078 7.849 5
-0.2 0.078 7.849 5
-0.2 0.078 7.849 5
0.192 0.078 9.755 5
0.192 0.078 9.755 5
0.192 0.078 9.755 5
0.192 0.078 9.755 5
-0.085 0.116 9.544 5
-0.085 0.116 9.544 5
-0.085 0.116 9.544 5
-0.085 0.116 9.544 5
0.086 -0.046 11.076 5
0.086 -0.046 11.076 5
0.086 -0.046 11.076 5
0.086 -0.046 11.076 5
-0.066 0.116 8.778 5
-0.066 0.116 8.778 5
-0.066 0.116 8.778 5
-0.066 0.116 8.778 5
0.077 0.049 9.669 5
0.077 0.049 9.669 5
0.077 0.049 9.669 5
0.077 0.049 9.669 5
-0.143 0.107 9.104 5
-0.143 0.107 9.104 5
-0.143 0.107 9.104 5
0.067 -0.18 10.483 5
0.067 -0.18 10.483 5
0.067 -0.18 10.483 5
0.067 -0.18 10.483 5
0.211 0.222 8.701 5
0.211 0.222 8.701 5
0.211 0.222 8.701 5
0.211 0.222 8.701 5
-0.162 0.135 9.084 5
-0.162 0.135 9.084 5
-0.162 0.135 9.084 5
-0.162 0.135 9.084 5
-0.219 0.078 9.429 5
-0.219 0.078 9.429 5
-0.219 0.078 9.429 5
-0.219 0.078 9.429 5
-0.219 -0.122 11.795 5
-0.219 -0.122 11.795 5
-0.219 -0.122 11.795 5
-0.219 -0.122 11.795 5
0.24 0.202 8.5 5
0.24 0.202 8.5 5
0.24 0.202 8.5 5
0.24 0.202 8.5 5
-0.171 0.087 8.855 5
-0.171 0.087 8.855 5
-0.171 0.087 8.855 5
-0.171 0.087 8.855 5
0.259 -0.055 10.406 5
0.259 -0.055 10.406 5
0.259 -0.055 10.406 5
0.259 -0.055 10.406 5
0.019 0.049 8.922 5
0.019 0.049 8.922 5
0.019 0.049 8.922 5
0.019 0.049 8.922 5
-0.114 0.03 9.4 5
-0.114 0.03 9.4 5
-0.114 0.03 9.4 5
-0.114 0.03 9.4 5
-0.238 0.135 9.448 5
-0.238 0.135 9.448 5
-0.238 0.135 9.448 5
-0.238 0.135 9.448 5
-0.085 0.107 10.09 5
-0.085 0.107 10.09 5
-0.085 0.107 10.09 5
-0.085 0.107 10.09 5
0.096 -0.074 10.119 5
0.096 -0.074 10.119 5
0.096 -0.074 10.119 5
0.096 -0.074 10.119 5
0.01 0.03 9.075 5
0.01 0.03 9.075 5
0.01 0.03 9.075 5
0.077 0.087 9.228 5
0.077 0.087 9.228 5
0.077 0.087 9.228 5
0.077 0.087 9.228 5
-0.143 0.04 10.138 5
-0.143 0.04 10.138 5
-0.143 0.04 10.138 5
-0.143 0.04 10.138 5
0.048 0.011 9.247 5
0.048 0.011 9.247 5
0.048 0.011 9.247 5
0.048 0.011 9.247 5
-0.171 0.011 9.18 5
-0.171 0.011 9.18 5
-0.171 0.011 9.18 5
-0.171 0.011 9.18 5
-0.181 0.116 10.473 5
-0.181 0.116 10.473 5
-0.181 0.116 10.473 5
-0.181 0.116 10.473 5
-0.267 0.059 9.372 5
-0.267 0.059 9.372 5
-0.267 0.059 9.372 5
-0.267 0.059 9.372 5
0.364 0.107 10.033 5
0.364 0.107 10.033 5
0.364 0.107 10.033 5
0.364 0.107 10.033 5
-0.056 0.02 9.276 5
-0.056 0.02 9.276 5
-0.056 0.02 9.276 5
-0.056 0.02 9.276 5
0.019 -0.208 10.847 5
0.019 -0.208 10.847 5
0.019 -0.208 10.847 5
0.019 -0.208 10.847 5
-0.008 0.202 8.567 5
-0.008 0.202 8.567 5
-0.008 0.202 8.567 5
-0.008 0.202 8.567 5
-0.324 -0.036 8.491 5
-0.324 -0.036 8.491 5
-0.324 -0.036 8.491 5
-0.324 -0.036 8.491 5
-0.008 0.078 10.502 5
-0.008 0.078 10.502 5
-0.008 0.078 10.502 5
-0.008 0.078 10.502 5
0.01 0.059 9.19 5
0.01 0.059 9.19 5
0.01 0.059 9.19 5
-0.143 0.087 9.573 5
-0.143 0.087 9.573 5
-0.143 0.087 9.573 5
-0.143 0.087 9.573 5
-0.018 0.03 9.774 5
-0.018 0.03 9.774 5
-0.018 0.03 9.774 5
-0.018 0.03 9.774 5
-0.257 -0.026 9.563 5
-0.257 -0.026 9.563 5
-0.257 -0.026 9.563 5
-0.257 -0.026 9.563 5
0.125 -0.017 10.205 5
0.125 -0.017 10.205 5
0.125 -0.017 10.205 5
0.125 -0.017 10.205 5
-0.248 0.164 8.51 5
-0.248 0.164 8.51 5
-0.248 0.164 8.51 5
-0.248 0.164 8.51 5
-0.095 0.087 8.96 5
-0.095 0.087 8.96 5
-0.095 0.087 8.96 5
-0.095 0.087 8.96 5
0.201 -0.007 11.172 5
0.201 -0.007 11.172 5
0.201 -0.007 11.172 5
0.201 -0.007 11.172 5
-0.171 0.068 9.075 5
-0.171 0.068 9.075 5
-0.171 0.068 9.075 5
-0.171 0.068 9.075 5
0.029 0.068 10.215 5
0.029 0.068 10.215 5
0.029 0.068 10.215 5
0.029 0.068 10.215 5
-0.344 0.164 8.902 5
-0.344 0.164 8.902 5
-0.344 0.164 8.902 5
-0.344 0.164 8.902 5
-0.114 -0.189 10.837 5
-0.114 -0.189 10.837 5
-0.114 -0.189 10.837 5
-0.114 -0.189 10.837 5
0.278 0.135 7.533 5
0.278 0.135 7.533 5
0.278 0.135 7.533 5
0.278 0.135 7.533 5
-0.085 0.011 10.397 5
-0.085 0.011 10.397 5
-0.085 0.011 10.397 5
-0.286 0.059 10.272 5
-0.286 0.059 10.272 5
-0.286 0.059 10.272 5
-0.286 0.059 10.272 5
-0.286 -0.026 9.199 5
-0.286 -0.026 9.199 5
-0.286 -0.026 9.199 5
-0.286 -0.026 9.199 5
-0.085 0.164 9.046 5
-0.085 0.164 9.046 5
-0.085 0.164 9.046 5
-0.085 0.164 9.046 5
0.115 0.049 9.257 5
0.115 0.049 9.257 5
0.115 0.049 9.257 5
0.115 0.049 9.257 5
-0.114 -0.103 10.32 5
-0.114 -0.103 10.32 5
-0.114 -0.103 10.32 5
-0.114 -0.103 10.32 5
-0.008 0.174 9.075 5
-0.008 0.174 9.075 5
-0.008 0.174 9.075 5
-0.008 0.174 9.075 5
-0.171 -0.046 9.257 5
-0.171 -0.046 9.257 5
-0.171 -0.046 9.257 5
-0.171 -0.046 9.257 5
-0.219 0.202 9.4 5
-0.219 0.202 9.4 5
-0.219 0.202 9.4 5
-0.219 0.202 9.4 5
-0.315 0.107 10.157 5
-0.315 0.107 10.157 5
-0.315 0.107 10.157 5
-0.315 0.107 10.157 5
-0.037 0.001 10.598 5
-0.037 0.001 10.598 5
-0.037 0.001 10.598 5
-0.037 0.001 10.598 5
0.106 0.03 8.184 5
0.106 0.03 8.184 5
0.106 0.03 8.184 5
0.106 0.03 8.184 5
-0.2 0.068 9.582 5
-0.2 0.068 9.582 5
-0.2 0.068 9.582 5
-0.2 0.068 9.582 5
0.038 -0.074 10.339 5
0.038 -0.074 10.339 5
0.038 -0.074 10.339 5
-0.171 0.116 8.223 5
-0.171 0.116 8.223 5
-0.171 0.116 8.223 5
-0.171 0.116 8.223 5
-0.028 -0.094 10.186 5
-0.028 -0.094 10.186 5
-0.028 -0.094 10.186 5
-0.028 -0.094 10.186 5
-0.257 0.145 9.851 5
-0.257 0.145 9.851 5
-0.257 0.145 9.851 5
-0.257 0.145 9.851 5
0.211 0.097 10.703 5
0.211 0.097 10.703 5
0.211 0.097 10.703 5
0.211 0.097 10.703 5
-0.162 0.001 8.519 5
-0.162 0.001 8.519 5
-0.162 0.001 8.519 5
-0.162 0.001 8.519 5
0.096 -0.046 9.554 5
0.096 -0.046 9.554 5
0.096 -0.046 9.554 5
0.096 -0.046 9.554 5
-0.018 -0.017 10.626 5
-0.018 -0.017 10.626 5
-0.018 -0.017 10.626 5
-0.018 -0.017 10.626 5
-0.315 0.135 8.433 5
-0.315 0.135 8.433 5
-0.315 0.135 8.433 5
-0.315 0.135 8.433 5
0.019 -0.046 9.851 5
0.019 -0.046 9.851 5
0.019 -0.046 9.851 5
0.019 -0.046 9.851 5
-0.085 0.126 8.721 5
-0.085 0.126 8.721 5
-0.085 0.126 8.721 5
-0.085 0.126 8.721 5
0.058 0.097 10.674 5
0.058 0.097 10.674 5
0.058 0.097 10.674 5
0.058 0.097 10.674 5
-0.229 -0.065 9.803 5
-0.229 -0.065 9.803 5
-0.229 -0.065 9.803 5
-0.229 -0.065 9.803 5
0.125 0.097 9.065 5
0.125 0.097 9.065 5
0.125 0.097 9.065 5
0.038 0.001 9.946 5
0.038 0.001 9.946 5
0.038 0.001 9.946 5
0.038 0.001 9.946 5
-0.392 -0.074 9.343 5
-0.392 -0.074 9.343 5
-0.392 -0.074 9.343 5
-0.392 -0.074 9.343 5
0.422 0.202 9.87 5
0.422 0.202 9.87 5
0.422 0.202 9.87 5
0.422 0.202 9.87 5
-0.2 0.03 9.525 5
-0.2 0.03 9.525 5
-0.2 0.03 9.525 5
-0.2 0.03 9.525 5
-0.324 -0.141 8.883 5
-0.324 -0.141 8.883 5
-0.324 -0.141 8.883 5
-0.324 -0.141 8.883 5
0.192 0.174 10.885 5
0.192 0.174 10.885 5
0.192 0.174 10.885 5
0.192 0.174 10.885 5
-0.047 0.145 8.826 5
-0.047 0.145 8.826 5
-0.047 0.145 8.826 5
-0.047 0.145 8.826 5
-0.162 0.011 9.266 5
-0.162 0.011 9.266 5
-0.162 0.011 9.266 5
-0.162 0.011 9.266 5
0.278 -0.094 10.588 5
0.278 -0.094 10.588 5
0.278 -0.094 10.588 5
0.278 -0.094 10.588 5
-0.018 0.126 8.922 5
-0.018 0.126 8.922 5
-0.018 0.126 8.922 5
-0.018 0.126 8.922 5
-0.257 0.087 8.625 5
-0.257 0.087 8.625 5
-0.257 0.087 8.625 5
-0.257 0.087 8.625 5
-0.104 0.174 9.468 5
-0.104 0.174 9.468 5
-0.104 0.174 9.468 5
-0.104 0.174 9.468 5
-0.114 -0.046 11.124 5
-0.114 -0.046 11.124 5
-0.114 -0.046 11.124 5
0.086 0.04 8.567 5
0.086 0.04 8.567 5
0.086 0.04 8.567 5
0.086 0.04 8.567 5
0.22 0.068 9.717 5
0.22 0.068 9.717 5
0.22 0.068 9.717 5
0.22 0.068 9.717 5
-0.181 0.116 9.439 5
-0.181 0.116 9.439 5
-0.181 0.116 9.439 5
-0.181 0.116 9.439 5
0.153 -0.218 10.387 5
0.153 -0.218 10.387 5
0.153 -0.218 10.387 5
0.153 -0.218 10.387 5
-0.219 0.174 7.715 5
-0.219 0.174 7.715 5
-0.219 0.174 7.715 5
-0.219 0.174 7.715 5
0.182 0.04 10.578 5
0.182 0.04 10.578 5
0.182 0.04 10.578 5
0.182 0.04 10.578 5
-0.516 0.107 9.544 5
-0.516 0.107 9.544 5
-0.516 0.107 9.544 5
-0.516 0.107 9.544 5
0.355 0.02 10.693 5
0.355 0.02 10.693 5
0.355 0.02 10.693 5
0.355 0.02 10.693 5
-0.133 0.001 8.778 5
-0.133 0.001 8.778 5
-0.133 0.001 8.778 5
-0.133 0.001 8.778 5
0.067 -0.055 9.544 5
0.067 -0.055 9.544 5
0.067 -0.055 9.544 5
0.067 -0.055 9.544 5
-0.056 0.04 10.329 5
-0.056 0.04 10.329 5
-0.056 0.04 10.329 5
-0.056 0.04 10.329 5
-0.248 0.068 8.002 5
-0.248 0.068 8.002 5
-0.248 0.068 8.002 5
-0.248 0.068 8.002 5
0.134 -0.103 9.841 5
0.134 -0.103 9.841 5
0.134 -0.103 9.841 5
-0.21 0.116 9.65 5
-0.21 0.116 9.65 5
-0.21 0.116 9.65 5
-0.21 0.116 9.65 5
-0.277 0.212 10.387 5
-0.277 0.212 10.387 5
-0.277 0.212 10.387 5
-0.277 0.212 10.387 5
-0.037 -0.161 8.845 5
-0.037 -0.161 8.845 5
-0.037 -0.161 8.845 5
-0.037 -0.161 8.845 5
0.01 0.145 9.918 5
0.01 0.145 9.918 5
0.01 0.145 9.918 5
0.01 0.145 9.918 5
0.048 -0.055 10.32 5
0.048 -0.055 10.32 5
0.048 -0.055 10.32 5
0.048 -0.055 10.32 5
-0.324 0.059 9.142 5
-0.324 0.059 9.142 5
-0.324 0.059 9.142 5
-0.324 0.059 9.142 5
-0.133 -0.046 7.954 5
-0.133 -0.046 7.954 5
-0.133 -0.046 7.954 5
-0.133 -0.046 7.954 5
-0.267 0.107 9.554 5
-0.267 0.107 9.554 5
-0.267 0.107 9.554 5
-0.267 0.107 9.554 5
-0.056 -0.046 11.546 5
-0.056 -0.046 11.546 5
-0.056 -0.046 11.546 5
-0.056 -0.046 11.546 5
-0.075 0.155 9.324 5
-0.075 0.155 9.324 5
-0.075 0.155 9.324 5
-0.075 0.155 9.324 5
-0.143 0.049 8.97 5
-0.143 0.049 8.97 5
-0.143 0.049 8.97 5
-0.143 0.049 8.97 5
0.096 -0.007 10.444 5
0.096 -0.007 10.444 5
0.096 -0.007 10.444 5
0.096 -0.007 10.444 5
-0.143 -0.046 9.199 5
-0.143 -0.046 9.199 5
-0.143 -0.046 9.199 5
-0.334 0.202 8.462 5
-0.334 0.202 8.462 5
-0.334 0.202 8.462 5
-0.334 0.202 8.462 5
-0.229 0.02 9.65 5
-0.229 0.02 9.65 5
-0.229 0.02 9.65 5
-0.229 0.02 9.65 5
-0.305 -0.026 9.678 5
-0.305 -0.026 9.678 5
-0.305 -0.026 9.678 5
-0.305 -0.026 9.678 5
0.201 0.04 10.483 5
0.201 0.04 10.483 5
0.201 0.04 10.483 5
0.201 0.04 10.483 5
-0.257 0.097 8.51 5
-0.257 0.097 8.51 5
-0.257 0.097 8.51 5
-0.257 0.097 8.51 5
0.0 0.059 9.87 5
0.0 0.059 9.87 5
0.0 0.059 9.87 5
0.0 0.059 9.87 5
-0.152 -0.122 10.483 5
-0.152 -0.122 10.483 5
-0.152 -0.122 10.483 5
-0.152 -0.122 10.483 5
-0.238 0.02 8.385 5
-0.238 0.02 8.385 5
-0.238 0.02 8.385 5
-0.238 0.02 8.385 5
-0.085 0.202 8.73 5
-0.085 0.202 8.73 5
-0.085 0.202 8.73 5
-0.085 0.202 8.73 5
-0.277 -0.055 9.525 5
-0.277 -0.055 9.525 5
-0.277 -0.055 9.525 5
-0.277 -0.055 9.525 5
-0.382 0.02 10.32 5
-0.382 0.02 10.32 5
-0.382 0.02 10.32 5
-0.382 0.02 10.32 5
0.144 0.049 9.831 5
0.144 0.049 9.831 5
0.144 0.049 9.831 5
0.144 0.049 9.831 5
-0.238 0.135 9.094 5
-0.238 0.135 9.094 5
-0.238 0.135 9.094 5
-0.238 0.135 9.094 5
-0.219 -0.065 8.979 5
-0.219 -0.065 8.979 5
-0.219 -0.065 8.979 5
-0.008 -0.074 10.722 5
-0.008 -0.074 10.722 5
-0.008 -0.074 10.722 5
-0.008 -0.074 10.722 5
-0.305 0.068 8.615 5
-0.305 0.068 8.615 5
-0.305 0.068 8.615 5
-0.305 0.068 8.615 5
0.096 0.059 9.831 5
0.096 0.059 9.831 5
0.096 0.059 9.831 5
0.096 0.059 9.831 5
-0.344 0.145 10.301 5
-0.344 0.145 10.301 5
-0.344 0.145 10.301 5
-0.344 0.145 10.301 5
-0.114 0.04 9.592 5
-0.114 0.04 9.592 5
-0.114 0.04 9.592 5
-0.114 0.04 9.592 5
-0.171 0.087 8.97 5
-0.171 0.087 8.97 5
-0.171 0.087 8.97 5
-0.171 0.087 8.97 5
0.173 -0.026 10.454 5
0.173 -0.026 10.454 5
0.173 -0.026 10.454 5
0.173 -0.026 10.454 5
-0.449 0.097 8.395 5
-0.449 0.097 8.395 5
-0.449 0.097 8.395 5
-0.449 0.097 8.395 5
0.067 -0.084 9.774 5
0.067 -0.084 9.774 5
0.067 -0.084 9.774 5
0.067 -0.084 9.774 5
-0.181 0.25 9.142 5
-0.181 0.25 9.142 5
-0.181 0.25 9.142 5
-0.181 0.25 9.142 5
-0.267 0.116 9.87 5
-0.267 0.116 9.87 5
-0.267 0.116 9.87 5
-0.267 0.116 9.87 5
-0.028 -0.074 10.08 5
-0.028 -0.074 10.08 5
-0.028 -0.074 10.08 5
-0.028 -0.074 10.08 5
-0.219 -0.007 9.065 5
-0.219 -0.007 9.065 5
-0.219 -0.007 9.065 5
-0.037 0.193 9.956 5
-0.037 0.193 9.956 5
-0.037 0.193 9.956 5
-0.037 0.193 9.956 5
-0.123 -0.189 9.506 5
-0.123 -0.189 9.506 5
-0.123 -0.189 9.506 5
-0.123 -0.189 9.506 5
0.01 0.193 9.094 5
0.01 0.193 9.094 5
0.01 0.193 9.094 5
0.01 0.193 9.094 5
0.106 0.02 9.678 5
0.106 0.02 9.678 5
0.106 0.02 9.678 5
0.106 0.02 9.678 5
-0.277 0.03 10.119 5
-0.277 0.03 10.119 5
-0.277 0.03 10.119 5
-0.277 0.03 10.119 5
-0.229 0.202 9.793 5
-0.229 0.202 9.793 5
-0.229 0.202 9.793 5
-0.229 0.202 9.793 5
0.029 0.011 8.902 5
0.029 0.011 8.902 5
0.029 0.011 8.902 5
0.029 0.011 8.902 5
-0.008 0.068 9.697 5
-0.008 0.068 9.697 5
-0.008 0.068 9.697 5
-0.008 0.068 9.697 5
0.086 -0.036 10.119 5
0.086 -0.036 10.119 5
0.086 -0.036 10.119 5
0.086 -0.036 10.119 5
0.029 0.107 9.209 5
0.029 0.107 9.209 5
0.029 0.107 9.209 5
0.029 0.107 9.209 5
-0.008 0.078 9.008 5
-0.008 0.078 9.008 5
-0.008 0.078 9.008 5
-0.008 0.078 9.008 5
-0.219 0.126 10.176 5
-0.219 0.126 10.176 5
-0.219 0.126 10.176 5
-0.219 0.126 10.176 5
-0.382 0.097 9.592 5
-0.382 0.097 9.592 5
-0.382 0.097 9.592 5
0.192 0.087 9.678 5
0.192 0.087 9.678 5
0.192 0.087 9.678 5
0.192 0.087 9.678 5
0.029 0.02 9.286 5
0.029 0.02 9.286 5
0.029 0.02 9.286 5
0.029 0.02 9.286 5
0.335 0.126 9.889 5
0.335 0.126 9.889 5
0.335 0.126 9.889 5
0.335 0.126 9.889 5
0.058 0.087 9.659 5
0.058 0.087 9.659 5
0.058 0.087 9.659 5
0.058 0.087 9.659 5
-0.008 0.116 9.41 5
-0.008 0.116 9.41 5
-0.008 0.116 9.41 5
-0.008 0.116 9.41 5
-0.123 0.049 9.314 5
-0.123 0.049 9.314 5
-0.123 0.049 9.314 5
-0.123 0.049 9.314 5
-0.133 0.001 10.435 5
-0.133 0.001 10.435 5
-0.133 0.001 10.435 5
-0.133 0.001 10.435 5
-0.114 0.164 10.023 5
-0.114 0.164 10.023 5
-0.114 0.164 10.023 5
-0.114 0.164 10.023 5
0.364 -0.026 9.314 5
0.364 -0.026 9.314 5
0.364 -0.026 9.314 5
0.364 -0.026 9.314 5
0.029 0.116 9.113 5
0.029 0.116 9.113 5
0.029 0.116 9.113 5
0.029 0.116 9.113 5
-0.008 0.059 9.717 5
-0.008 0.059 9.717 5
-0.008 0.059 9.717 5
-0.008 0.059 9.717 5
