Dátum;RMS X [mm/s];RMS Y [mm/s];RMS Z [mm/s]
02.04.2023 13:03:50;0,192;0,104;0,102
02.04.2023 14:03:50;0,286;0,057;0,137
02.04.2023 15:03:51;0,221;0,067;0,111
02.04.2023 16:03:52;0,317;0,112;0,131
02.04.2023 17:03:50;0,218;0,106;0,103
02.04.2023 18:03:50;0,227;0,09;0,111
02.04.2023 19:03:49;0,279;0,047;0,146
02.04.2023 20:03:51;0,333;0,098;0,146
02.04.2023 21:03:51;0,264;0,059;0,149
02.04.2023 22:03:52;0,249;0,064;0,164
02.04.2023 23:03:52;0,296;0,088;0,171
03.04.2023 00:03:48;0,171;0,092;0,136
03.04.2023 01:03:51;0,272;0,063;0,183
03.04.2023 02:03:49;0,184;0,093;0,148
03.04.2023 03:03:49;0,246;0,059;0,167
03.04.2023 04:03:49;0,235;0,06;0,172
03.04.2023 05:03:51;0,257;0,082;0,169
03.04.2023 06:03:49;0,244;0,07;0,159
03.04.2023 07:03:50;0,17;0,106;0,138
03.04.2023 08:03:50;0,23;0,059;0,169
03.04.2023 09:03:51;0,279;0,102;0,167
03.04.2023 10:03:51;0,228;0,059;0,173
03.04.2023 11:03:52;0,326;0,098;0,13
03.04.2023 12:03:50;0,303;0,059;0,147
03.04.2023 13:03:53;0,279;0,064;0,153
03.04.2023 14:03:53;0,322;0,061;0,15
03.04.2023 15:03:50;0,297;0,057;0,145
03.04.2023 16:03:51;0,31;0,055;0,158
03.04.2023 17:03:49;0,235;0,108;0,128
03.04.2023 18:03:50;0,277;0,066;0,175
03.04.2023 19:03:54;0,281;0,062;0,175
03.04.2023 20:03:50;0,327;0,087;0,149
03.04.2023 21:03:50;0,313;0,091;0,155
03.04.2023 22:03:50;0,256;0,057;0,185
03.04.2023 23:03:54;0,28;0,07;0,169
04.04.2023 00:03:49;0,249;0,04;0,174
04.04.2023 01:03:49;0,257;0,056;0,189
04.04.2023 02:03:49;0,171;0,102;0,146
04.04.2023 03:03:49;0,275;0,101;0,162
04.04.2023 04:03:53;0,257;0,063;0,172
04.04.2023 05:03:52;0,265;0,067;0,173
04.04.2023 06:03:50;0,274;0,069;0,169
04.04.2023 07:03:49;0,259;0,058;0,176
04.04.2023 08:03:50;0,261;0,073;0,186
04.04.2023 09:03:51;0,256;0,057;0,172
04.04.2023 10:03:51;0,264;0,068;0,17
04.04.2023 11:03:51;0,264;0,062;0,175
04.04.2023 12:03:50;0,273;0,067;0,179
04.04.2023 13:03:51;0,268;0,051;0,187
04.04.2023 14:03:53;0,29;0,055;0,194
04.04.2023 15:03:49;0,307;0,073;0,17
04.04.2023 16:03:50;0,281;0,064;0,172
04.04.2023 17:03:50;0,26;0,057;0,196
04.04.2023 18:03:49;0,199;0,088;0,145
04.04.2023 19:03:52;0,293;0,067;0,175
04.04.2023 20:03:52;0,28;0,064;0,165
04.04.2023 21:03:51;0,176;0,084;0,144
04.04.2023 22:03:50;0,275;0,054;0,177
04.04.2023 23:03:51;0,282;0,069;0,16
05.04.2023 00:03:49;0,192;0,085;0,164
05.04.2023 01:03:50;0,269;0,069;0,168
05.04.2023 02:03:48;0,252;0,059;0,181
05.04.2023 03:03:50;0,256;0,058;0,173
05.04.2023 04:04:02;0,261;0,075;0,173
05.04.2023 05:03:49;0,182;0,088;0,153
05.04.2023 06:03:50;0,271;0,064;0,176
05.04.2023 07:03:52;0,264;0,065;0,177
05.04.2023 08:03:49;0,174;0,099;0,154
05.04.2023 09:03:51;0,237;0,055;0,167
05.04.2023 10:03:53;0,238;0,053;0,167
05.04.2023 11:03:54;0,284;0,077;0,175
05.04.2023 12:03:50;0,297;0,07;0,166
05.04.2023 13:03:51;0,336;0,086;0,168
05.04.2023 14:03:53;0,309;0,059;0,166
05.04.2023 15:03:53;0,237;0,083;0,144
05.04.2023 16:03:53;0,304;0,053;0,166
05.04.2023 17:03:50;0,343;0,071;0,154
05.04.2023 18:03:51;0,289;0,068;0,166
05.04.2023 19:03:50;0,324;0,063;0,164
05.04.2023 20:03:51;0,311;0,068;0,165
05.04.2023 21:03:51;0,288;0,098;0,175
05.04.2023 22:03:53;0,263;0,062;0,168
05.04.2023 23:03:52;0,258;0,057;0,182
06.04.2023 00:03:49;0,274;0,065;0,173
06.04.2023 01:03:50;0,282;0,064;0,179
06.04.2023 02:03:49;0,294;0,072;0,182
06.04.2023 03:03:51;0,248;0,09;0,164
06.04.2023 04:03:50;0,187;0,093;0,143
06.04.2023 05:03:49;0,284;0,12;0,172
06.04.2023 06:03:53;0,287;0,069;0,172
06.04.2023 07:03:52;0,267;0,053;0,173
06.04.2023 08:03:52;0,173;0,084;0,144
06.04.2023 09:03:53;0,293;0,095;0,158
06.04.2023 10:03:50;0,313;0,127;0,168
06.04.2023 11:03:48;0,292;0,064;0,172
06.04.2023 12:03:53;0,317;0,06;0,183
06.04.2023 13:03:49;0,307;0,055;0,162
06.04.2023 14:03:48;0,337;0,066;0,163
06.04.2023 15:03:50;0,333;0,056;0,157
06.04.2023 16:03:51;0,264;0,079;0,136
06.04.2023 17:03:52;0,275;0,067;0,137
06.04.2023 18:03:53;0,364;0,074;0,161
06.04.2023 19:03:52;0,348;0,058;0,155
06.04.2023 20:03:53;0,314;0,057;0,178
06.04.2023 21:03:50;0,342;0,092;0,154
06.04.2023 22:03:52;0,278;0,055;0,177
06.04.2023 23:03:50;0,295;0,066;0,153
07.04.2023 00:03:50;0,208;0,085;0,161
07.04.2023 01:03:51;0,193;0,083;0,172
07.04.2023 02:03:49;0,266;0,068;0,189
07.04.2023 03:03:51;0,281;0,068;0,164
07.04.2023 04:03:50;0,282;0,071;0,168
07.04.2023 05:03:51;0,292;0,071;0,168
07.04.2023 06:03:52;0,275;0,058;0,188
07.04.2023 07:03:50;0,296;0,07;0,166
07.04.2023 08:03:50;0,191;0,092;0,135
07.04.2023 09:03:52;0,279;0,067;0,177
07.04.2023 10:03:48;0,31;0,099;0,17
07.04.2023 11:03:49;0,298;0,081;0,168
07.04.2023 12:03:53;0,275;0,068;0,165
07.04.2023 13:03:50;0,291;0,072;0,183
07.04.2023 14:03:51;0,277;0,059;0,166
07.04.2023 15:03:52;0,282;0,069;0,185
07.04.2023 16:03:51;0,286;0,08;0,17
07.04.2023 17:03:52;0,284;0,073;0,174
07.04.2023 18:03:52;0,288;0,07;0,17
07.04.2023 19:03:52;0,277;0,063;0,169
07.04.2023 20:03:52;0,26;0,067;0,175
07.04.2023 21:03:51;0,268;0,079;0,164
07.04.2023 22:03:52;0,275;0,07;0,163
07.04.2023 23:03:50;0,26;0,064;0,167
08.04.2023 00:03:49;0,277;0,064;0,177
08.04.2023 01:03:48;0,285;0,11;0,174
08.04.2023 02:03:48;0,265;0,07;0,171
08.04.2023 03:03:48;0,283;0,058;0,171
08.04.2023 04:03:51;0,291;0,069;0,177
08.04.2023 05:03:50;0,286;0,07;0,164
08.04.2023 06:03:49;0,245;0,065;0,176
08.04.2023 07:03:53;0,267;0,068;0,173
08.04.2023 08:03:53;0,274;0,069;0,172
08.04.2023 09:03:52;0,322;0,085;0,161
08.04.2023 10:03:51;0,209;0,098;0,151
08.04.2023 11:03:51;0,28;0,068;0,167
08.04.2023 12:03:51;0,277;0,062;0,171
08.04.2023 13:03:49;0,285;0,068;0,168
08.04.2023 14:03:50;0,271;0,058;0,177
08.04.2023 15:03:51;0,318;0,075;0,17
08.04.2023 16:03:51;0,285;0,074;0,172
08.04.2023 17:03:53;0,232;0,087;0,148
08.04.2023 18:03:49;0,308;0,071;0,179
08.04.2023 19:03:51;0,313;0,075;0,152
08.04.2023 20:03:53;0,215;0,078;0,146
08.04.2023 21:03:50;0,282;0,07;0,17
08.04.2023 22:03:52;0,278;0,061;0,159
08.04.2023 23:03:50;0,189;0,103;0,135
09.04.2023 00:03:53;0,282;0,078;0,164
09.04.2023 01:03:51;0,283;0,065;0,176
09.04.2023 02:03:49;0,291;0,072;0,173
09.04.2023 03:03:50;0,276;0,071;0,175
09.04.2023 04:03:51;0,288;0,068;0,168
09.04.2023 05:03:49;0,297;0,083;0,165
09.04.2023 06:03:52;0,284;0,073;0,143
09.04.2023 07:03:50;0,281;0,071;0,174
09.04.2023 08:03:51;0,269;0,065;0,172
09.04.2023 09:03:52;0,205;0,109;0,15
09.04.2023 10:03:50;0,204;0,109;0,16
09.04.2023 11:03:48;0,305;0,074;0,164
09.04.2023 12:03:52;0,357;0,083;0,14
09.04.2023 13:03:50;0,318;0,07;0,149
09.04.2023 14:03:51;0,306;0,066;0,144
09.04.2023 15:03:53;0,259;0,084;0,119
09.04.2023 16:03:53;0,311;0,069;0,152
09.04.2023 17:04:01;0,336;0,069;0,146
09.04.2023 18:03:50;0,294;0,067;0,136
09.04.2023 19:03:51;0,382;0,081;0,141
09.04.2023 20:03:54;0,224;0,084;0,141
09.04.2023 21:03:52;0,203;0,097;0,13
09.04.2023 22:03:50;0,292;0,063;0,16
09.04.2023 23:03:51;0,285;0,068;0,166
10.04.2023 00:03:48;0,28;0,102;0,169
10.04.2023 01:03:57;0,269;0,06;0,152
10.04.2023 02:03:52;0,285;0,078;0,153
10.04.2023 03:03:50;0,292;0,076;0,164
10.04.2023 04:03:48;0,212;0,087;0,144
10.04.2023 05:03:49;0,27;0,062;0,175
10.04.2023 06:03:49;0,27;0,075;0,167
10.04.2023 07:03:52;0,192;0,101;0,14
10.04.2023 08:03:51;0,299;0,077;0,167
10.04.2023 09:03:52;0,291;0,06;0,157
10.04.2023 10:03:51;0,281;0,061;0,145
10.04.2023 11:03:49;0,32;0,064;0,131
10.04.2023 12:03:50;0,334;0,073;0,144
10.04.2023 13:03:49;0,342;0,076;0,126
10.04.2023 14:03:54;0,344;0,064;0,137
10.04.2023 15:03:50;0,344;0,069;0,137
10.04.2023 16:03:51;0,296;0,09;0,12
10.04.2023 17:03:50;0,353;0,059;0,129
10.04.2023 18:03:53;0,347;0,072;0,118
10.04.2023 19:03:51;0,333;0,075;0,141
10.04.2023 20:03:53;0,255;0,104;0,102
10.04.2023 21:03:52;0,291;0,062;0,125
10.04.2023 22:03:53;0,235;0,104;0,106
10.04.2023 23:03:50;0,324;0,076;0,12
11.04.2023 00:03:48;0,244;0,091;0,098
11.04.2023 01:03:49;0,312;0,071;0,132
11.04.2023 02:03:51;0,299;0,065;0,138
11.04.2023 03:03:49;0,294;0,063;0,144
11.04.2023 04:03:51;0,228;0,09;0,125
11.04.2023 05:03:52;0,299;0,065;0,138
11.04.2023 06:03:51;0,296;0,066;0,143
11.04.2023 07:03:52;0,325;0,073;0,14
11.04.2023 08:03:49;0,175;0,171;0,163
11.04.2023 09:03:49;0,144;0,175;0,169
11.04.2023 10:03:50;0,099;0,189;0,174
11.04.2023 11:03:53;0,156;0,186;0,161
11.04.2023 12:03:52;0,11;0,181;0,157
11.04.2023 13:03:50;0,147;0,184;0,159
11.04.2023 14:03:54;0,136;0,181;0,169
11.04.2023 15:03:48;0,897;1,386;1,313
11.04.2023 16:03:51;0,95;1,365;1,089
11.04.2023 17:03:50;0,963;1,326;1,075
11.04.2023 18:03:49;1,016;1,285;1,277
11.04.2023 19:03:51;0,967;1,257;1,094
11.04.2023 20:03:51;0,991;1,322;1,333
11.04.2023 21:03:51;0,983;1,376;1,109
11.04.2023 22:03:53;1,088;1,518;1,279
11.04.2023 23:03:53;0,955;1,44;1,219
12.04.2023 00:03:51;0,977;1,239;1,265
12.04.2023 01:03:50;0,92;1,441;1,148
12.04.2023 02:03:49;1,061;1,329;1,137
12.04.2023 03:03:52;1,007;1,557;1,042
12.04.2023 04:03:52;1,001;1,38;1,152
12.04.2023 05:03:51;0,947;1,304;1,185
12.04.2023 06:03:50;1,021;1,418;1,207
12.04.2023 07:03:49;1,004;1,389;1,188
12.04.2023 08:03:50;0,997;1,354;1,111
12.04.2023 09:03:48;0,989;1,335;1,104
12.04.2023 10:03:51;0,915;1,431;1,057
12.04.2023 11:03:51;1,015;1,458;1,077
12.04.2023 12:03:50;0,97;1,409;1,126
12.04.2023 13:03:49;0,937;1,278;1,187
12.04.2023 14:03:52;1,063;1,521;1,231
12.04.2023 15:03:51;0,992;1,275;1,222
12.04.2023 16:03:50;0,966;1,306;1,176
12.04.2023 17:03:50;0,908;1,392;1,279
12.04.2023 18:03:51;1,007;1,321;1,074
12.04.2023 19:03:53;0,985;1,208;1,123
12.04.2023 20:03:52;1,152;1,369;1,209
12.04.2023 21:03:53;1,032;1,351;1,196
12.04.2023 22:03:50;1,072;1,559;1,147
12.04.2023 23:03:52;0,973;1,223;1,206
13.04.2023 00:03:51;1,049;1,46;1,009
13.04.2023 01:03:52;1,065;1,293;1,177
13.04.2023 02:03:48;0,93;1,214;1,158
13.04.2023 03:03:50;1,102;1,427;1,193
13.04.2023 04:03:49;0,984;1,408;1,022
13.04.2023 05:03:51;0,988;1,387;1,18
13.04.2023 06:03:50;1,068;1,454;1,234
13.04.2023 07:03:52;0,955;1,191;1,105
13.04.2023 08:03:53;1,128;1,281;1,145
13.04.2023 09:03:51;1,068;1,37;1,213
13.04.2023 10:03:52;0,94;1,207;1,188
13.04.2023 11:03:51;0,98;1,339;1,33
13.04.2023 12:03:51;1,092;1,557;1,262
13.04.2023 13:03:50;1,084;1,366;1,234
13.04.2023 14:03:53;0,936;1,174;1,161
13.04.2023 15:03:50;0,939;1,256;1,136
13.04.2023 16:03:50;1,101;1,381;1,229
13.04.2023 17:03:53;0,975;1,226;1,24
13.04.2023 18:03:53;0,968;1,404;1,31
13.04.2023 19:03:49;0,941;1,14;1,082
13.04.2023 20:03:50;1;1,247;1,274
13.04.2023 21:03:52;1,021;1,331;0,954
13.04.2023 22:03:53;0,983;1,307;1,2
13.04.2023 23:03:51;0,996;1,279;1,024
14.04.2023 00:03:50;0,985;1,469;1,226
14.04.2023 01:03:51;0,993;1,382;1,043
14.04.2023 02:03:52;1,092;1,381;1,406
14.04.2023 03:03:51;1,069;1,302;1,039
14.04.2023 04:03:51;1,079;1,382;1,156
14.04.2023 05:03:49;0,999;1,282;1,168
14.04.2023 06:03:52;0,971;1,194;1,316
14.04.2023 07:03:52;0,972;1,348;1,247
14.04.2023 08:03:49;0,9;1,193;1,212
14.04.2023 10:04:02;1,039;1,299;1,309
14.04.2023 11:03:52;0,917;1,239;1,242
14.04.2023 12:03:50;0,969;1,321;1,066
14.04.2023 13:03:51;1,017;1,326;1,172
14.04.2023 14:03:51;0,983;1,32;1,3
14.04.2023 15:03:49;0,959;1,253;1,122
14.04.2023 16:03:51;1,105;1,329;1,198
14.04.2023 17:03:49;1,119;1,53;1,228
14.04.2023 18:03:54;0,966;1,36;1,414
14.04.2023 19:03:50;1,044;1,442;1,462
14.04.2023 20:03:50;1,051;1,385;1,476
14.04.2023 21:03:50;0,95;1,266;1,331
14.04.2023 22:03:51;1,017;1,312;1,098
14.04.2023 23:03:50;1,001;1,348;1,236
15.04.2023 00:03:49;1,062;1,461;1,107
15.04.2023 01:03:52;0,925;1,168;1,196
15.04.2023 02:03:52;0,882;1,162;1,148
15.04.2023 03:03:49;1,023;1,37;1,508
15.04.2023 04:03:50;0,987;1,278;1,308
15.04.2023 05:03:51;0,927;1,313;1,275
15.04.2023 06:03:51;1,159;1,53;1,305
15.04.2023 07:03:52;1,009;1,319;1,327
15.04.2023 08:03:52;1,022;1,331;1,456
15.04.2023 09:03:50;1,025;1,381;1,221
15.04.2023 10:03:49;0,943;1,19;1,382
15.04.2023 11:03:50;1,045;1,303;1,026
15.04.2023 12:03:49;1,015;1,336;1,28
15.04.2023 13:03:51;1,102;1,285;1,166
15.04.2023 14:03:51;0,923;1,244;1,284
15.04.2023 15:03:50;0,984;1,319;1,083
15.04.2023 16:03:52;0,991;1,202;1,142
15.04.2023 17:03:51;1,056;1,282;1,301
15.04.2023 18:03:53;0,931;1,284;1,272
15.04.2023 19:03:52;0,96;1,235;1,285
15.04.2023 20:03:51;1,104;1,381;1,34
15.04.2023 21:03:52;0,946;1,246;1,565
15.04.2023 22:03:51;0,843;1,293;1,149
15.04.2023 23:03:50;1,027;1,239;1,274
16.04.2023 00:03:52;0,912;1,351;1,385
16.04.2023 01:03:52;0,888;1,256;1,309
16.04.2023 02:03:50;0,979;1,254;1,211
16.04.2023 03:03:49;0,959;1,258;1,116
16.04.2023 04:03:52;0,98;1,199;1,262
16.04.2023 05:03:49;0,946;1,153;1,218
16.04.2023 06:03:51;1,023;1,175;1,083
16.04.2023 07:03:52;1,013;1,304;1,263
16.04.2023 08:03:49;1,021;1,346;1,344
16.04.2023 09:03:51;0,974;1,321;1,27
16.04.2023 10:03:49;0,987;1,345;1,408
16.04.2023 11:03:49;1,061;1,39;1,27
16.04.2023 12:03:51;0,969;1,28;1,295
16.04.2023 13:03:52;1,035;1,444;1,281
16.04.2023 14:03:53;0,986;1,282;1,344
16.04.2023 15:03:50;1,005;1,31;1,239
16.04.2023 16:03:49;0,999;1,334;1,233
16.04.2023 17:03:52;1,025;1,29;1,296
16.04.2023 18:03:49;0,95;1,285;1,373
16.04.2023 19:03:51;0,933;1,263;1,299
16.04.2023 20:03:51;0,897;1,173;1,173
16.04.2023 21:03:49;0,877;1,3;1,21
16.04.2023 22:03:50;0,925;1,182;1,148
16.04.2023 23:03:52;0,986;1,372;1,287
17.04.2023 00:03:47;0,942;1,393;1,074
17.04.2023 01:03:49;0,986;1,399;1,456
17.04.2023 02:03:49;1,021;1,216;1,207
17.04.2023 03:03:49;0,96;1,259;1,247
17.04.2023 04:03:51;0,953;1,247;1,102
17.04.2023 05:03:50;0,997;1,355;1,259
17.04.2023 06:03:48;1,11;1,391;1,163
17.04.2023 07:03:49;1;1,322;1,245
17.04.2023 08:03:51;0,995;1,252;1,168
17.04.2023 09:03:50;0,955;1,228;1,039
17.04.2023 10:03:49;0,923;1,249;1,136
17.04.2023 11:03:49;1,025;1,257;1,139
17.04.2023 12:03:52;0,913;1,232;1,339
17.04.2023 13:03:51;0,941;1,164;1,15
17.04.2023 14:03:51;0,918;1,163;1,176
17.04.2023 15:03:51;1,059;1,501;1,225
17.04.2023 16:03:49;1,021;1,256;1,027
17.04.2023 17:03:54;0,961;1,174;1,142
17.04.2023 18:03:51;1,004;1,26;1,394
17.04.2023 19:03:53;0,99;1,314;1,169
17.04.2023 20:03:54;1,114;1,368;1,369
17.04.2023 21:03:50;0,886;1,179;1,425
17.04.2023 22:03:52;0,954;1,248;1,403
17.04.2023 23:03:53;0,969;1,278;1,183
18.04.2023 00:03:49;0,951;1,24;1,425
18.04.2023 01:03:50;1,003;1,216;1,155
18.04.2023 02:03:49;0,965;1,45;1,456
18.04.2023 03:03:49;0,96;1,296;1,088
18.04.2023 04:03:52;1,113;1,444;1,25
18.04.2023 05:03:52;0,965;1,25;1,22
18.04.2023 06:03:48;1,013;1,429;1,2
18.04.2023 07:03:52;1,115;1,326;1,181
18.04.2023 08:03:51;0,979;1,3;1,217
18.04.2023 09:03:51;0,926;1,292;1,231
18.04.2023 10:03:51;0,952;1,235;1,236
18.04.2023 11:03:49;1,012;1,235;1,084
18.04.2023 12:03:50;1,024;1,315;1,071
18.04.2023 13:03:49;1,178;1,448;1,396
18.04.2023 14:03:53;1,063;1,389;1,069
18.04.2023 15:03:53;1,092;1,299;1,197
18.04.2023 16:03:53;1,09;1,522;1,203
18.04.2023 17:03:53;1,041;1,336;1,391
18.04.2023 18:03:53;0,977;1,19;1,158
18.04.2023 19:03:52;1,084;1,48;1,069
18.04.2023 20:03:52;1,032;1,314;1,112
18.04.2023 21:03:51;0,989;1,411;1,38
18.04.2023 22:03:51;1,011;1,525;1,13
18.04.2023 23:03:50;0,975;1,277;1,133
19.04.2023 00:03:52;0,952;1,393;1,084
19.04.2023 01:03:51;1,006;1,391;1,25
19.04.2023 02:03:51;1,072;1,371;1,107
19.04.2023 03:03:49;0,867;1,37;1,059
19.04.2023 04:03:51;0,944;1,689;1,007
19.04.2023 05:03:49;1,032;1,474;1,101
19.04.2023 06:03:50;0,956;1,482;1,116
19.04.2023 07:03:50;1,008;1,27;1,153
19.04.2023 08:03:48;1,544;1,093;1,566
19.04.2023 09:03:49;2,297;1,051;1,468
19.04.2023 10:03:51;2,162;1,05;1,426
19.04.2023 11:03:53;2,066;1,046;1,42
19.04.2023 12:03:51;2,203;1,066;1,35
19.04.2023 13:03:49;2,486;1,075;1,305
19.04.2023 14:03:52;2,554;1,065;1,259
19.04.2023 15:03:51;2,561;1,136;1,145
19.04.2023 16:03:50;1,014;1,252;1,104
19.04.2023 17:03:50;1,057;1,368;1,168
19.04.2023 18:03:50;0,966;1,235;1,159
19.04.2023 19:03:52;1,004;1,386;1,132
19.04.2023 20:03:50;1,069;1,283;1,29
19.04.2023 21:03:49;1,012;1,319;1,201
19.04.2023 22:03:51;0,97;1,394;1,16
19.04.2023 23:03:53;0,981;1,291;1,184
20.04.2023 00:03:52;0,91;1,406;1,018
20.04.2023 01:03:51;1,013;1,2;1,228
20.04.2023 02:03:50;0,977;1,239;1,096
20.04.2023 03:03:50;0,996;1,227;1,011
20.04.2023 04:03:51;0,862;1,295;1,147
20.04.2023 05:03:52;0,975;1,251;1,058
20.04.2023 06:03:50;1,044;1,351;1,112
20.04.2023 07:03:50;1,041;1,339;1,278
20.04.2023 08:03:51;0,972;1,341;1,104
20.04.2023 09:03:49;0,952;1,269;1,109
20.04.2023 10:03:50;0,896;1,334;1,136
20.04.2023 11:03:50;0,966;1,227;1,107
20.04.2023 12:03:52;0,967;1,262;1,059
20.04.2023 13:03:51;0,888;1,417;1,044
20.04.2023 14:03:53;1,029;1,355;1,198
20.04.2023 15:03:54;0,956;1,32;1,138
20.04.2023 16:03:50;0,911;1,196;1,197
20.04.2023 17:03:50;0,981;1,249;1,125
20.04.2023 18:03:50;0,944;1,261;1,249
20.04.2023 19:03:52;1,048;1,517;1,136
20.04.2023 20:03:52;1,026;1,272;0,98
20.04.2023 21:03:50;1,003;1,38;1,025
20.04.2023 22:03:53;0,972;1,388;1,301
20.04.2023 23:03:51;0,926;1,293;1,153
21.04.2023 00:03:50;0,945;1,249;1,038
21.04.2023 01:03:50;1,038;1,279;0,979
21.04.2023 02:03:50;0,958;1,279;0,967
21.04.2023 03:03:49;1,06;1,297;1,026
21.04.2023 04:03:52;0,98;1,409;1,017
21.04.2023 05:03:50;1,08;1,534;1,084
21.04.2023 06:03:50;1,017;1,473;1,108
21.04.2023 07:03:49;0,968;1,336;1,015
21.04.2023 08:03:51;0,94;1,205;1,085
21.04.2023 09:03:52;0,992;1,236;1,096
21.04.2023 10:03:52;0,996;1,226;1,137
21.04.2023 11:03:49;1,035;1,431;1,021
21.04.2023 12:03:51;0,921;1,335;1,09
21.04.2023 13:03:49;0,968;1,233;1,048
21.04.2023 14:03:54;1,003;1,296;1,146
21.04.2023 15:03:52;0,983;1,248;1,13
21.04.2023 16:03:52;0,921;1,195;1,144
21.04.2023 17:03:50;0,971;1,344;1,021
21.04.2023 18:03:51;0,944;1,249;1,067
21.04.2023 19:03:50;0,971;1,476;0,976
21.04.2023 20:03:54;0,949;1,324;1,105
21.04.2023 21:03:51;0,992;1,256;1,104
21.04.2023 23:03:54;0,89;1,157;1,038
22.04.2023 00:03:51;1,04;1,307;1,117
22.04.2023 01:03:51;0,907;1,311;1,104
22.04.2023 02:03:48;1,036;1,252;0,961
22.04.2023 03:03:51;0,947;1,318;0,989
22.04.2023 04:03:50;0,997;1,349;1,155
22.04.2023 05:03:52;0,931;1,273;1,2
22.04.2023 06:03:49;0,968;1,299;1,137
22.04.2023 07:03:51;1,041;1,355;1,097
22.04.2023 08:03:52;0,881;1,216;1,077
22.04.2023 09:03:50;0,904;1,145;1,156
22.04.2023 10:03:50;0,944;1,387;1,047
22.04.2023 11:03:49;1,076;1,441;1,187
22.04.2023 12:03:52;0,979;1,41;1,073
22.04.2023 13:03:49;0,965;1,348;0,998
22.04.2023 14:03:51;0,974;1,246;1,1
22.04.2023 15:03:49;1,002;1,304;1,046
22.04.2023 16:03:53;1,013;1,243;1,073
22.04.2023 17:03:51;0,963;1,344;1,013
22.04.2023 18:03:53;0,964;1,196;1,104
22.04.2023 19:03:53;1,013;1,275;1,21
22.04.2023 20:03:52;0,939;1,24;1,149
22.04.2023 21:03:54;1,037;1,31;1,085
22.04.2023 22:03:52;0,917;1,318;1,134
22.04.2023 23:03:52;1,062;1,33;1,116
23.04.2023 00:03:48;0,9;1,223;1,003
23.04.2023 01:03:48;0,849;1,271;1,056
23.04.2023 02:03:52;0,996;1,296;1,216
23.04.2023 03:03:48;1,04;1,414;1,133
23.04.2023 04:03:49;0,974;1,332;1,201
23.04.2023 05:03:52;0,993;1,297;1,108
23.04.2023 06:03:51;0,95;1,23;1,209
23.04.2023 07:03:50;0,956;1,224;1,148
23.04.2023 08:03:52;0,965;1,303;1,202
23.04.2023 09:03:49;0,969;1,28;1,136
23.04.2023 10:03:51;0,938;1,273;1,089
23.04.2023 11:03:49;0,941;1,323;1,236
23.04.2023 12:03:51;0,951;1,525;1,139
23.04.2023 13:03:51;0,99;1,4;1,176
23.04.2023 14:03:50;0,856;1,252;1,133
23.04.2023 15:03:49;0,95;1,329;1,114
23.04.2023 16:03:52;0,991;1,261;1,05
23.04.2023 17:03:53;0,953;1,224;1,25
23.04.2023 19:03:53;0,907;1,259;1,136
23.04.2023 20:03:51;1,074;1,401;1,227
23.04.2023 21:03:51;0,931;1,283;1,248
23.04.2023 22:03:53;0,978;1,348;1,242
23.04.2023 23:03:54;0,984;1,268;1,266
24.04.2023 00:03:51;1,001;1,334;1,355
24.04.2023 01:03:48;0,928;1,426;1,385
24.04.2023 02:03:50;0,943;1,211;1,348
24.04.2023 03:03:50;0,944;1,393;1,355
24.04.2023 04:03:49;1,018;1,219;1,174
24.04.2023 05:03:50;0,915;1,247;1,083
24.04.2023 06:03:53;1,099;1,383;1,108
24.04.2023 07:03:50;1,025;1,26;1,247
24.04.2023 08:03:52;0,998;1,324;1,105
24.04.2023 09:03:48;0,979;1,227;1,046
24.04.2023 10:03:50;0,995;1,358;1,183
24.04.2023 11:03:50;1;1,388;1,065
24.04.2023 12:03:49;0,999;1,366;1,278
24.04.2023 13:03:53;1,057;1,205;1,165
24.04.2023 14:03:53;0,99;1,313;1,105
24.04.2023 15:03:50;0,945;1,225;1,192
24.04.2023 16:03:50;0,957;1,229;1,226
24.04.2023 17:03:52;0,902;1,508;1,031
24.04.2023 18:03:53;0,981;1,465;1,081
24.04.2023 19:03:52;0,998;1,277;1,313
24.04.2023 20:03:54;0,93;1,316;1,132
24.04.2023 21:03:53;1,078;1,45;1,005
24.04.2023 22:03:50;1,094;1,31;1,113
24.04.2023 23:03:51;1,013;1,317;1,169
25.04.2023 00:03:48;1,021;1,288;1,192
25.04.2023 01:03:49;0,964;1,268;1,096
25.04.2023 02:03:49;0,973;1,185;1,076
25.04.2023 03:03:48;1,041;1,324;1,154
25.04.2023 04:03:50;1,005;1,453;1,155
25.04.2023 05:03:50;0,955;1,187;0,967
25.04.2023 06:03:49;1,102;1,316;1,11
25.04.2023 07:03:49;0,939;1,256;1,192
25.04.2023 08:03:49;0,905;1,373;1,227
25.04.2023 09:03:49;0,962;1,451;1,19
25.04.2023 10:03:51;0,998;1,366;1,253
25.04.2023 11:03:50;0,945;1,385;1,203
25.04.2023 12:03:51;0,949;1,275;1,29
25.04.2023 13:03:50;0,956;1,213;1,219
25.04.2023 14:03:53;1,149;1,482;1,039
25.04.2023 15:03:51;0,923;1,335;1,347
25.04.2023 16:03:52;1,082;1,38;1,247
25.04.2023 17:03:53;0,965;1,319;1,285
25.04.2023 18:03:51;0,974;1,339;1,279
25.04.2023 19:03:52;1,09;1,43;1,413
25.04.2023 20:03:52;0,968;1,358;1,266
25.04.2023 21:03:53;0,953;1,334;1,155
