Dátum;RMS X [mm/s];RMS Y [mm/s];RMS Z [mm/s]
24.12.2022 01:26:39;2,584;2,219;1,197
24.12.2022 02:26:41;2,677;2,322;1,209
24.12.2022 03:26:43;2,661;2,322;1,177
24.12.2022 04:26:42;2,606;2,273;1,145
24.12.2022 05:26:40;2,556;2,24;1,241
24.12.2022 06:26:41;2,714;2,296;1,186
24.12.2022 07:26:43;2,564;2,24;1,239
24.12.2022 08:26:39;2,544;2,283;1,191
24.12.2022 09:26:40;2,614;2,275;1,181
24.12.2022 10:26:39;2,612;2,298;1,293
24.12.2022 11:26:42;2,502;2,265;1,201
24.12.2022 12:26:41;2,647;2,281;1,206
24.12.2022 13:26:41;2,579;2,274;1,23
24.12.2022 14:26:43;2,602;2,281;1,281
24.12.2022 15:26:43;2,55;2,245;1,203
24.12.2022 16:26:41;2,605;2,417;1,22
24.12.2022 17:26:41;2,596;2,407;1,242
24.12.2022 18:26:45;2,656;2,255;1,223
24.12.2022 19:26:42;2,577;2,263;1,178
24.12.2022 20:26:39;2,644;2,367;1,286
24.12.2022 21:26:40;2,671;2,416;1,278
24.12.2022 22:26:40;2,578;2,304;1,206
24.12.2022 23:26:40;2,602;2,352;1,205
25.12.2022 00:26:40;2,624;2,374;1,229
25.12.2022 01:26:40;2,668;2,318;1,335
25.12.2022 02:26:43;2,779;2,269;1,22
25.12.2022 03:26:42;2,64;2,265;1,234
25.12.2022 04:26:44;2,612;2,317;1,194
25.12.2022 05:26:41;2,63;2,245;1,192
25.12.2022 06:26:42;2,625;2,273;1,185
25.12.2022 07:26:39;2,631;2,304;1,231
25.12.2022 08:26:41;2,66;2,395;1,255
25.12.2022 09:26:43;2,675;2,331;1,164
25.12.2022 10:26:40;2,628;2,323;1,244
25.12.2022 11:26:41;2,468;2,239;1,295
25.12.2022 12:26:44;2,589;2,359;1,235
25.12.2022 13:26:42;2,624;2,344;1,253
25.12.2022 14:26:44;2,526;2,305;1,279
25.12.2022 15:26:44;2,594;2,308;1,325
25.12.2022 16:26:44;2,613;2,298;1,198
25.12.2022 17:26:41;2,565;2,429;1,237
25.12.2022 18:26:39;2,592;2,359;1,179
25.12.2022 19:26:50;2,58;2,231;1,216
25.12.2022 20:26:40;2,551;2,53;1,243
25.12.2022 21:26:42;2,629;2,294;1,204
25.12.2022 22:26:40;2,59;2,285;1,227
25.12.2022 23:26:42;2,579;2,277;1,251
26.12.2022 00:26:40;2,64;2,255;1,265
26.12.2022 01:26:42;2,523;2,423;1,301
26.12.2022 02:26:39;2,577;2,186;1,226
26.12.2022 03:26:42;2,599;2,354;1,208
26.12.2022 04:26:41;2,549;2,336;1,227
26.12.2022 05:26:39;2,583;2,223;1,224
26.12.2022 06:26:41;2,594;2,468;1,157
26.12.2022 07:26:40;2,571;2,275;1,222
26.12.2022 08:26:38;2,67;2,3;1,261
26.12.2022 09:26:40;2,635;2,271;1,24
26.12.2022 10:26:40;2,688;2,351;1,235
26.12.2022 11:26:40;2,61;2,28;1,215
26.12.2022 12:26:39;2,522;2,228;1,297
26.12.2022 13:26:43;2,609;2,472;1,29
26.12.2022 14:26:39;2,49;2,22;1,222
26.12.2022 15:26:39;2,594;2,424;1,214
26.12.2022 16:26:42;2,652;2,364;1,241
26.12.2022 17:26:39;2,546;2,27;1,234
26.12.2022 18:26:44;2,612;2,352;1,277
26.12.2022 19:26:44;2,63;2,327;1,287
26.12.2022 20:26:40;2,592;2,311;1,289
26.12.2022 21:26:41;2,668;2,315;1,223
26.12.2022 22:26:40;2,544;2,299;1,206
26.12.2022 23:26:41;2,643;2,303;1,257
27.12.2022 00:26:41;2,573;2,242;1,167
27.12.2022 01:26:41;2,562;2,395;1,239
27.12.2022 02:26:38;2,532;2,271;1,193
27.12.2022 03:26:40;2,613;2,318;1,294
27.12.2022 04:26:40;2,548;2,279;1,243
27.12.2022 05:26:40;2,642;2,287;1,209
27.12.2022 06:26:39;2,549;2,245;1,219
27.12.2022 07:26:42;2,587;2,235;1,258
27.12.2022 08:26:41;2,582;2,395;1,311
27.12.2022 09:26:42;2,649;2,254;1,26
27.12.2022 10:26:42;2,551;2,294;1,281
27.12.2022 11:26:42;2,611;2,307;1,259
27.12.2022 12:26:42;2,663;2,374;1,238
27.12.2022 13:26:44;2,582;2,221;1,273
27.12.2022 14:26:38;2,599;2,224;1,222
27.12.2022 15:26:43;2,604;2,257;1,245
27.12.2022 16:26:40;2,6;2,304;1,199
27.12.2022 17:26:39;2,704;2,32;1,283
27.12.2022 18:26:42;2,603;2,229;1,202
27.12.2022 19:26:41;2,627;2,295;1,139
27.12.2022 20:26:40;2,736;2,289;1,261
27.12.2022 21:26:40;2,629;2,239;1,243
27.12.2022 22:26:40;2,727;2,329;1,238
27.12.2022 23:26:39;2,747;2,314;1,286
28.12.2022 00:26:43;2,641;2,265;1,227
28.12.2022 01:26:38;2,71;2,328;1,257
28.12.2022 02:26:44;2,711;2,237;1,296
28.12.2022 03:26:40;2,7;2,272;1,23
28.12.2022 04:26:39;2,744;2,259;1,201
28.12.2022 05:26:43;2,733;2,305;1,23
28.12.2022 06:26:41;2,607;2,322;1,181
28.12.2022 07:26:42;2,627;2,25;1,23
28.12.2022 08:26:39;2,731;2,266;1,205
28.12.2022 09:26:40;2,73;2,355;1,23
28.12.2022 10:26:41;2,806;2,358;1,286
28.12.2022 11:26:40;2,634;2,275;1,208
28.12.2022 12:26:41;2,696;2,345;1,18
28.12.2022 13:26:42;2,711;2,344;1,243
28.12.2022 14:26:40;2,687;2,307;1,243
28.12.2022 15:26:41;2,709;2,425;1,177
28.12.2022 16:26:44;2,693;2,373;1,172
28.12.2022 17:26:39;2,726;2,282;1,246
28.12.2022 18:26:42;2,71;2,304;1,294
28.12.2022 19:26:42;2,64;2,269;1,234
28.12.2022 20:26:39;2,656;2,259;1,229
28.12.2022 21:26:42;2,739;2,276;1,199
28.12.2022 22:26:39;2,707;2,319;1,191
28.12.2022 23:26:39;2,705;2,263;1,209
29.12.2022 00:26:40;2,742;2,331;1,25
29.12.2022 01:26:41;2,608;2,309;1,258
29.12.2022 02:26:41;2,725;2,318;1,208
29.12.2022 03:26:39;2,7;2,282;1,198
29.12.2022 04:26:41;2,682;2,27;1,255
29.12.2022 05:26:39;2,657;2,254;1,165
29.12.2022 06:26:43;2,657;2,283;1,253
29.12.2022 07:26:40;2,684;2,315;1,231
29.12.2022 08:26:42;2,739;2,286;1,16
29.12.2022 09:26:40;2,657;2,391;1,294
29.12.2022 10:26:42;2,681;2,349;1,279
29.12.2022 11:26:44;2,702;2,272;1,158
29.12.2022 12:26:43;2,749;2,287;1,241
29.12.2022 13:26:43;2,661;2,26;1,25
29.12.2022 14:26:42;2,739;2,32;1,256
29.12.2022 15:26:45;2,669;2,462;1,279
29.12.2022 16:26:41;2,748;2,271;1,181
29.12.2022 17:26:42;2,822;2,33;1,209
29.12.2022 18:26:40;2,703;2,231;1,186
29.12.2022 19:26:44;2,716;2,272;1,159
29.12.2022 20:26:38;2,729;2,346;1,191
29.12.2022 21:26:40;2,785;2,255;1,214
29.12.2022 22:26:40;2,632;2,235;1,246
29.12.2022 23:26:40;2,633;2,322;1,167
30.12.2022 00:26:41;2,692;2,233;1,221
30.12.2022 01:26:41;2,722;2,278;1,24
30.12.2022 02:26:44;2,675;2,278;1,201
30.12.2022 03:26:40;2,747;2,281;1,212
30.12.2022 04:26:42;2,685;2,27;1,17
30.12.2022 05:26:39;2,738;2,275;1,205
30.12.2022 06:26:43;2,637;2,259;1,213
30.12.2022 07:26:42;2,55;2,361;1,199
30.12.2022 08:26:40;2,756;2,334;1,231
30.12.2022 09:26:40;2,668;2,232;1,223
30.12.2022 10:26:40;2,728;2,339;1,227
30.12.2022 11:26:43;2,701;2,231;1,219
30.12.2022 12:26:43;2,769;2,391;1,252
30.12.2022 13:26:41;2,673;2,353;1,156
30.12.2022 14:26:41;2,703;2,296;1,214
30.12.2022 15:26:43;2,636;2,317;1,243
30.12.2022 16:26:45;2,699;2,359;1,21
30.12.2022 17:26:43;2,715;2,383;1,245
30.12.2022 18:26:43;2,648;2,251;1,186
30.12.2022 19:26:41;2,676;2,388;1,161
30.12.2022 20:26:40;2,677;2,256;1,19
30.12.2022 21:26:39;2,607;2,404;1,238
30.12.2022 22:26:43;2,607;2,284;1,268
30.12.2022 23:26:42;2,754;2,367;1,174
31.12.2022 00:26:38;2,636;2,338;1,158
31.12.2022 01:26:39;2,615;2,477;1,206
31.12.2022 02:26:39;2,622;2,329;1,184
31.12.2022 03:26:39;2,628;2,232;1,206
31.12.2022 04:26:41;2,704;2,366;1,192
31.12.2022 05:26:39;2,641;2,288;1,271
31.12.2022 06:26:41;2,812;2,383;1,244
31.12.2022 07:26:41;2,668;2,434;1,308
31.12.2022 08:26:39;2,649;2,247;1,197
31.12.2022 09:26:43;2,72;2,39;1,211
31.12.2022 10:26:41;2,705;2,298;1,23
31.12.2022 11:26:44;2,7;2,369;1,192
31.12.2022 12:26:40;2,69;2,367;1,222
31.12.2022 13:26:43;2,689;2,519;1,208
31.12.2022 14:26:43;2,63;2,279;1,272
31.12.2022 15:26:39;2,69;2,401;1,192
31.12.2022 16:26:40;2,68;2,39;1,265
31.12.2022 17:26:41;2,59;2,293;1,188
31.12.2022 18:26:43;2,671;2,36;1,167
31.12.2022 19:26:44;2,61;2,271;1,2
31.12.2022 20:26:43;2,682;2,346;1,266
31.12.2022 21:26:40;2,637;2,456;1,321
31.12.2022 22:26:39;2,672;2,532;1,284
31.12.2022 23:26:40;2,653;2,488;1,259
01.01.2023 00:26:40;2,604;2,334;1,209
01.01.2023 01:26:42;2,664;2,342;1,181
01.01.2023 02:26:41;2,692;2,297;1,208
01.01.2023 03:26:39;2,66;2,354;1,201
01.01.2023 04:26:42;2,711;2,339;1,211
01.01.2023 05:26:39;2,659;2,489;1,251
01.01.2023 06:26:43;2,611;2,339;1,238
01.01.2023 07:26:42;2,687;2,284;1,119
01.01.2023 08:26:41;2,656;2,321;1,225
01.01.2023 09:26:43;2,66;2,331;1,257
01.01.2023 10:26:43;2,682;2,288;1,247
01.01.2023 11:26:41;2,678;2,34;1,285
01.01.2023 12:26:43;2,591;2,262;1,16
01.01.2023 13:26:42;2,752;2,292;1,207
01.01.2023 14:26:42;2,661;2,27;1,27
01.01.2023 15:26:43;2,655;2,422;1,242
01.01.2023 16:26:43;2,713;2,29;1,272
01.01.2023 17:26:43;2,723;2,307;1,175
01.01.2023 18:26:43;2,694;2,445;1,228
01.01.2023 19:26:41;2,666;2,442;1,225
01.01.2023 20:26:41;2,639;2,236;1,267
01.01.2023 21:26:38;2,721;2,278;1,297
01.01.2023 22:26:40;2,669;2,407;1,227
01.01.2023 23:26:42;2,652;2,365;1,256
02.01.2023 00:26:39;2,669;2,323;1,273
02.01.2023 01:26:43;2,632;2,364;1,269
02.01.2023 02:26:40;2,652;2,238;1,215
02.01.2023 03:26:43;2,617;2,381;1,217
02.01.2023 04:26:41;2,75;2,382;1,232
02.01.2023 05:26:42;2,699;2,306;1,3
02.01.2023 06:26:39;2,668;2,327;1,242
02.01.2023 07:26:41;2,665;2,335;1,192
02.01.2023 08:26:39;2,638;2,327;1,164
02.01.2023 09:26:42;2,643;2,294;1,285
02.01.2023 10:26:44;2,641;2,291;1,229
02.01.2023 11:26:38;2,67;2,292;1,222
02.01.2023 12:26:40;2,656;2,323;1,204
02.01.2023 13:26:40;2,602;2,244;1,237
02.01.2023 14:26:41;2,656;2,23;1,263
02.01.2023 15:26:42;2,671;2,311;1,236
02.01.2023 16:26:44;2,683;2,261;1,287
02.01.2023 17:26:41;2,62;2,27;1,187
02.01.2023 18:26:42;2,668;2,323;1,194
02.01.2023 19:26:42;2,545;2,283;1,185
02.01.2023 20:26:40;2,654;2,264;1,199
02.01.2023 21:26:41;2,584;2,295;1,178
02.01.2023 22:26:39;2,654;2,359;1,226
02.01.2023 23:26:42;2,73;2,288;1,209
03.01.2023 00:26:41;2,702;2,313;1,257
03.01.2023 01:26:43;2,623;2,264;1,197
03.01.2023 02:26:40;2,75;2,355;1,215
03.01.2023 03:26:39;2,644;2,296;1,208
03.01.2023 04:26:41;2,625;2,262;1,157
03.01.2023 05:26:43;2,633;2,292;1,214
03.01.2023 06:26:42;2,614;2,235;1,232
03.01.2023 07:26:39;2,711;2,311;1,205
03.01.2023 08:26:40;2,591;2,211;1,222
03.01.2023 09:26:40;2,731;2,344;1,209
03.01.2023 10:26:42;2,519;2,247;1,157
03.01.2023 11:26:44;2,577;2,271;1,241
03.01.2023 12:26:42;2,614;2,239;1,205
03.01.2023 13:26:43;2,653;2,258;1,307
03.01.2023 14:27:03;2,714;2,291;1,266
03.01.2023 15:26:42;2,614;2,292;1,243
03.01.2023 16:26:44;2,675;2,361;1,244
03.01.2023 17:26:41;2,675;2,233;1,236
03.01.2023 18:26:44;2,581;2,302;1,214
03.01.2023 19:26:42;2,64;2,254;1,22
03.01.2023 20:26:41;2,678;2,234;1,262
03.01.2023 21:26:41;2,633;2,309;1,27
04.01.2023 00:27:00;2,618;2,355;1,217
04.01.2023 01:26:41;2,649;2,241;1,232
04.01.2023 02:26:42;2,591;2,242;1,236
04.01.2023 03:26:38;2,73;2,317;1,224
04.01.2023 04:26:43;2,622;2,268;1,199
04.01.2023 05:26:40;2,677;2,379;1,247
04.01.2023 06:26:41;2,619;2,224;1,135
04.01.2023 07:26:43;2,693;2,28;1,237
04.01.2023 08:26:42;2,606;2,264;1,168
04.01.2023 09:26:38;2,607;2,293;1,231
04.01.2023 10:26:38;2,771;2,269;1,196
04.01.2023 11:26:39;2,657;2,241;1,257
04.01.2023 12:26:38;2,654;2,234;1,286
04.01.2023 13:26:41;2,653;2,273;1,25
04.01.2023 14:26:41;2,647;2,294;1,173
04.01.2023 15:26:40;2,552;2,184;1,162
04.01.2023 16:26:42;2,608;2,349;1,216
04.01.2023 17:26:43;2,633;2,255;1,203
04.01.2023 18:26:44;2,707;2,409;1,176
04.01.2023 19:26:40;2,672;2,238;1,204
04.01.2023 20:26:39;2,612;2,259;1,236
04.01.2023 21:26:39;2,673;2,237;1,209
04.01.2023 22:26:39;2,638;2,247;1,274
04.01.2023 23:26:38;2,635;2,406;1,304
05.01.2023 00:26:40;2,738;2,279;1,176
05.01.2023 01:26:41;2,707;2,244;1,242
05.01.2023 02:26:41;2,562;2,303;1,173
05.01.2023 03:26:40;2,707;2,399;1,144
05.01.2023 04:26:38;2,684;2,235;1,193
05.01.2023 05:26:38;2,601;2,356;1,263
05.01.2023 06:26:43;2,613;2,264;1,307
05.01.2023 07:26:39;2,671;2,276;1,214
05.01.2023 08:26:39;2,577;2,228;1,188
05.01.2023 09:26:40;2,766;2,303;1,235
05.01.2023 10:26:43;2,647;2,289;1,267
05.01.2023 11:26:40;2,62;2,366;1,245
05.01.2023 12:26:40;2,662;2,303;1,191
05.01.2023 13:26:40;2,625;2,364;1,292
05.01.2023 14:26:40;2,743;2,342;1,226
05.01.2023 15:26:42;2,68;2,283;1,197
05.01.2023 16:26:40;2,636;2,294;1,271
05.01.2023 17:26:41;2,641;2,378;1,238
05.01.2023 18:26:42;2,73;2,36;1,347
05.01.2023 19:26:42;2,63;2,319;1,189
05.01.2023 20:26:41;2,593;2,31;1,21
05.01.2023 21:26:38;2,742;2,296;1,24
05.01.2023 22:26:39;2,625;2,29;1,292
05.01.2023 23:26:38;2,684;2,264;1,246
06.01.2023 00:26:40;2,616;2,323;1,229
06.01.2023 01:26:39;2,601;2,28;1,222
06.01.2023 02:26:42;2,651;2,267;1,227
06.01.2023 03:26:43;2,569;2,346;1,184
06.01.2023 04:26:39;2,609;2,256;1,348
06.01.2023 05:26:39;2,646;2,304;1,248
06.01.2023 06:26:40;2,578;2,292;1,238
06.01.2023 07:26:38;2,682;2,316;1,246
06.01.2023 08:26:41;2,66;2,33;1,259
06.01.2023 09:26:42;2,606;2,242;1,233
06.01.2023 10:26:39;2,671;2,286;1,202
06.01.2023 11:26:39;2,635;2,259;1,204
06.01.2023 12:26:40;2,608;2,29;1,239
06.01.2023 13:26:41;2,594;2,401;1,322
06.01.2023 14:26:42;2,61;2,248;1,217
06.01.2023 15:26:41;2,64;2,235;1,231
06.01.2023 16:26:42;2,646;2,306;1,167
06.01.2023 17:26:43;2,626;2,277;1,268
06.01.2023 18:26:44;2,703;2,262;1,271
06.01.2023 19:26:43;2,627;2,369;1,269
06.01.2023 20:26:41;2,635;2,315;1,173
06.01.2023 21:26:42;2,611;2,256;1,18
06.01.2023 22:26:39;2,615;2,207;1,257
06.01.2023 23:26:40;2,636;2,273;1,2
07.01.2023 00:26:41;2,585;2,295;1,194
07.01.2023 01:26:42;2,652;2,283;1,291
07.01.2023 02:26:40;2,648;2,269;1,291
07.01.2023 03:26:41;2,676;2,289;1,244
07.01.2023 04:26:39;2,667;2,227;1,238
07.01.2023 05:26:41;2,613;2,238;1,181
07.01.2023 06:26:38;2,668;2,373;1,244
07.01.2023 07:26:38;2,584;2,391;1,295
07.01.2023 08:26:38;2,655;2,246;1,226
07.01.2023 09:26:41;2,661;2,323;1,269
07.01.2023 10:26:42;2,625;2,312;1,226
07.01.2023 11:26:43;2,661;2,401;1,259
07.01.2023 12:26:44;2,617;2,357;1,255
07.01.2023 13:26:43;2,56;2,287;1,284
07.01.2023 14:26:40;2,628;2,27;1,303
07.01.2023 15:26:40;2,652;2,321;1,251
07.01.2023 16:26:39;2,698;2,337;1,275
07.01.2023 17:26:39;2,674;2,322;1,258
07.01.2023 18:26:42;2,652;2,363;1,278
07.01.2023 19:26:41;2,592;2,28;1,241
07.01.2023 20:26:40;2,73;2,346;1,188
07.01.2023 21:26:41;2,587;2,237;1,305
07.01.2023 22:26:38;2,563;2,425;1,257
07.01.2023 23:26:39;2,637;2,336;1,242
08.01.2023 00:26:39;2,545;2,322;1,15
08.01.2023 01:26:40;2,592;2,403;1,226
08.01.2023 02:26:41;2,59;2,319;1,251
08.01.2023 03:26:40;2,625;2,296;1,21
08.01.2023 04:26:38;2,611;2,31;1,197
08.01.2023 05:26:39;2,578;2,387;1,231
08.01.2023 06:26:43;2,612;2,28;1,272
08.01.2023 07:26:42;2,734;2,365;1,197
08.01.2023 08:26:42;2,653;2,345;1,208
08.01.2023 09:26:39;2,584;2,347;1,156
08.01.2023 10:26:42;2,672;2,381;1,249
08.01.2023 11:26:40;2,614;2,34;1,267
08.01.2023 12:26:40;2,635;2,34;1,181
08.01.2023 13:26:38;2,6;2,272;1,251
08.01.2023 14:26:43;2,594;2,287;1,183
08.01.2023 15:26:41;2,602;2,446;1,243
08.01.2023 16:26:44;2,731;2,271;1,224
08.01.2023 17:26:43;2,639;2,279;1,175
08.01.2023 18:26:42;2,57;2,376;1,196
08.01.2023 19:26:43;2,615;2,298;1,241
08.01.2023 20:26:41;2,636;2,311;1,198
08.01.2023 21:26:40;2,611;2,284;1,19
08.01.2023 22:26:40;2,625;2,232;1,255
08.01.2023 23:26:40;2,598;2,252;1,207
09.01.2023 00:26:39;2,693;2,225;1,173
09.01.2023 01:26:41;2,68;2,371;1,284
09.01.2023 02:26:41;2,599;2,236;1,279
09.01.2023 03:26:40;2,564;2,255;1,181
09.01.2023 04:26:41;2,723;2,361;1,262
09.01.2023 05:26:41;2,612;2,33;1,213
09.01.2023 06:26:40;2,657;2,352;1,286
09.01.2023 07:26:39;2,626;2,324;1,293
09.01.2023 08:26:40;2,631;2,344;1,199
09.01.2023 09:26:42;0,139;0,193;0,164
09.01.2023 10:26:39;0,125;0,187;0,181
09.01.2023 11:26:41;0,102;0,195;0,153
09.01.2023 12:26:43;0,13;0,217;0,172
09.01.2023 13:26:44;0,127;0,188;0,176
09.01.2023 14:26:40;0,108;0,174;0,14
09.01.2023 15:26:42;0,104;0,186;0,152
09.01.2023 16:26:42;0,123;0,195;0,153
09.01.2023 17:26:44;0,121;0,213;0,14
09.01.2023 18:26:42;0,115;0,188;0,149
09.01.2023 19:26:44;0,121;0,196;0,15
09.01.2023 20:26:41;0,111;0,206;0,157
09.01.2023 21:26:41;0,133;0,206;0,165
09.01.2023 22:26:39;0,13;0,205;0,162
09.01.2023 23:26:42;0,126;0,208;0,194
10.01.2023 00:26:42;0,147;0,188;0,18
10.01.2023 01:26:42;0,136;0,203;0,156
10.01.2023 02:26:42;0,137;0,192;0,174
10.01.2023 03:26:43;0,132;0,196;0,178
10.01.2023 04:26:43;0,125;0,208;0,168
10.01.2023 05:26:40;0,133;0,204;0,169
10.01.2023 07:26:40;0,152;0,194;0,183
10.01.2023 08:26:43;0,077;0,098;0,085
10.01.2023 09:26:43;0,046;0,048;0,052
10.01.2023 10:26:38;0,093;0,079;0,088
10.01.2023 11:26:42;0,076;0,078;0,084
10.01.2023 12:26:42;0,087;0,074;0,1
10.01.2023 13:26:42;0,053;0,049;0,074
10.01.2023 14:26:39;0,091;0,084;0,092
10.01.2023 15:26:44;0,056;0,05;0,057
10.01.2023 16:26:42;0,097;0,075;0,081
10.01.2023 17:26:41;0,058;0,052;0,061
10.01.2023 18:26:41;0,056;0,043;0,051
10.01.2023 19:26:46;0,073;0,084;0,095
10.01.2023 20:27:00;0,1;0,082;0,098
10.01.2023 21:26:42;0,099;0,082;0,077
10.01.2023 22:26:40;0,074;0,074;0,078
10.01.2023 23:26:40;0,107;0,084;0,089
11.01.2023 00:26:42;0,055;0,055;0,058
11.01.2023 01:26:40;0,115;0,076;0,099
11.01.2023 02:26:41;0,097;0,073;0,081
11.01.2023 03:26:41;0,05;0,045;0,058
11.01.2023 04:26:42;0,081;0,094;0,083
11.01.2023 05:26:41;0,106;0,072;0,083
11.01.2023 06:26:42;0,051;0,044;0,058
11.01.2023 07:26:43;0,113;0,09;0,089
11.01.2023 08:26:39;0,047;0,044;0,068
11.01.2023 09:26:44;0,096;0,082;0,088
11.01.2023 10:26:41;0,092;0,079;0,103
11.01.2023 11:26:44;0,051;0,055;0,07
11.01.2023 12:26:41;0,116;0,089;0,083
11.01.2023 13:26:42;0,061;0,053;0,047
11.01.2023 14:26:40;0,047;0,044;0,061
11.01.2023 15:26:40;0,105;0,085;0,086
11.01.2023 16:26:40;0,056;0,056;0,049
11.01.2023 17:26:41;0,067;0,052;0,048
11.01.2023 18:26:44;0,087;0,081;0,087
11.01.2023 19:26:43;0,045;0,055;0,083
11.01.2023 20:26:51;0,043;0,046;0,055
11.01.2023 21:26:43;0,056;0,05;0,052
11.01.2023 22:26:41;0,11;0,075;0,082
11.01.2023 23:26:39;0,052;0,048;0,05
12.01.2023 00:26:40;0,103;0,087;0,082
12.01.2023 01:26:39;0,064;0,052;0,059
12.01.2023 02:26:38;0,058;0,043;0,056
12.01.2023 03:26:39;0,056;0,047;0,059
12.01.2023 04:26:41;0,05;0,053;0,062
12.01.2023 05:26:40;0,052;0,046;0,051
12.01.2023 06:26:37;0,094;0,07;0,087
12.01.2023 07:26:40;0,088;0,089;0,08
12.01.2023 08:26:41;0,111;0,078;0,085
12.01.2023 09:26:40;0,045;0,049;0,087
12.01.2023 10:26:38;0,115;0,072;0,093
12.01.2023 11:26:43;0,067;0,043;0,06
12.01.2023 12:26:41;0,069;0,056;0,053
12.01.2023 13:26:40;0,098;0,082;0,086
12.01.2023 14:26:43;0,055;0,06;0,075
12.01.2023 15:26:40;0,114;0,079;0,103
12.01.2023 16:26:42;0,055;0,052;0,075
12.01.2023 17:26:40;0,064;0,047;0,048
12.01.2023 18:26:43;0,109;0,079;0,083
12.01.2023 19:26:39;0,052;0,043;0,053
12.01.2023 20:26:40;0,106;0,093;0,084
12.01.2023 21:26:43;0,058;0,046;0,048
12.01.2023 22:26:38;0,107;0,08;0,085
12.01.2023 23:26:38;0,104;0,077;0,086
13.01.2023 00:26:38;0,05;0,06;0,079
13.01.2023 01:26:39;0,114;0,085;0,084
13.01.2023 02:26:41;0,054;0,052;0,05
13.01.2023 03:26:40;0,118;0,085;0,084
13.01.2023 04:26:40;0,111;0,082;0,088
13.01.2023 05:26:41;0,121;0,074;0,089
13.01.2023 06:26:39;0,114;0,091;0,089
13.01.2023 07:26:42;0,047;0,047;0,076
13.01.2023 08:26:43;0,094;0,079;0,087
13.01.2023 09:26:39;0,052;0,048;0,064
13.01.2023 10:26:40;0,099;0,103;0,095
13.01.2023 11:26:41;0,056;0,043;0,051
13.01.2023 12:26:42;0,096;0,078;0,095
13.01.2023 13:26:41;0,121;0,078;0,1
13.01.2023 14:26:40;0,114;0,082;0,091
13.01.2023 15:26:39;0,108;0,08;0,085
13.01.2023 16:26:40;0,045;0,053;0,064
13.01.2023 17:26:40;0,074;0,058;0,05
13.01.2023 18:26:41;0,049;0,046;0,061
13.01.2023 19:26:40;0,104;0,096;0,084
13.01.2023 20:26:42;0,06;0,05;0,057
13.01.2023 21:26:43;0,11;0,073;0,087
13.01.2023 22:26:38;0,102;0,086;0,09
13.01.2023 23:26:40;0,093;0,085;0,098
14.01.2023 00:26:41;0,055;0,047;0,056
14.01.2023 01:26:38;0,047;0,043;0,063
14.01.2023 02:26:40;0,056;0,05;0,072
14.01.2023 03:26:40;0,11;0,082;0,087
14.01.2023 04:26:37;0,1;0,087;0,091
14.01.2023 05:26:38;0,052;0,049;0,056
14.01.2023 06:26:42;0,1;0,093;0,087
14.01.2023 07:26:39;0,118;0,08;0,1
14.01.2023 08:26:40;0,111;0,09;0,074
14.01.2023 09:26:40;0,098;0,099;0,083
14.01.2023 10:26:39;0,066;0,054;0,053
14.01.2023 11:26:42;0,064;0,047;0,059
14.01.2023 12:26:42;0,113;0,079;0,098
14.01.2023 13:26:41;0,106;0,091;0,085
14.01.2023 14:26:39;0,1;0,095;0,093
14.01.2023 15:26:40;0,114;0,091;0,096
14.01.2023 16:26:40;0,043;0,051;0,066
14.01.2023 17:26:42;0,108;0,081;0,093
14.01.2023 18:26:40;0,116;0,086;0,085
14.01.2023 19:26:39;0,108;0,079;0,101
14.01.2023 20:26:40;0,05;0,044;0,066
14.01.2023 21:26:40;0,05;0,045;0,06
14.01.2023 22:26:42;0,059;0,045;0,058
14.01.2023 23:26:41;0,11;0,106;0,085
15.01.2023 00:26:38;0,078;0,085;0,091
15.01.2023 01:26:38;0,087;0,071;0,099
15.01.2023 02:26:39;0,107;0,087;0,1
15.01.2023 03:26:38;0,039;0,045;0,063
15.01.2023 04:26:42;0,094;0,088;0,101
15.01.2023 05:26:41;0,06;0,059;0,045
15.01.2023 06:26:39;0,059;0,05;0,045
15.01.2023 07:26:40;0,104;0,08;0,099
15.01.2023 08:26:41;0,058;0,045;0,046
15.01.2023 09:26:42;0,104;0,086;0,094
15.01.2023 10:26:40;0,053;0,039;0,044
15.01.2023 11:26:41;0,074;0,086;0,099
15.01.2023 12:26:38;0,11;0,076;0,091
15.01.2023 13:26:38;0,108;0,079;0,082
15.01.2023 14:26:41;0,054;0,053;0,056
15.01.2023 15:26:42;0,121;0,081;0,094
15.01.2023 16:26:40;0,055;0,052;0,048
15.01.2023 17:26:40;0,053;0,053;0,067
15.01.2023 18:26:42;0,098;0,075;0,09
15.01.2023 19:26:42;0,1;0,089;0,094
15.01.2023 20:26:41;0,099;0,083;0,091
15.01.2023 21:26:44;0,052;0,045;0,044
15.01.2023 22:26:41;0,115;0,067;0,088
15.01.2023 23:26:38;0,044;0,043;0,061
16.01.2023 00:26:40;0,056;0,052;0,06
16.01.2023 01:26:40;0,062;0,043;0,051
16.01.2023 02:26:41;0,109;0,083;0,107
16.01.2023 03:26:39;0,099;0,096;0,085
16.01.2023 04:26:38;0,105;0,082;0,086
16.01.2023 05:26:38;0,051;0,055;0,055
16.01.2023 06:26:39;0,043;0,046;0,075
16.01.2023 07:26:39;0,096;0,071;0,093
16.01.2023 08:26:39;0,053;0,051;0,052
16.01.2023 09:26:39;0,097;0,074;0,09
