Dátum;RMS X [mm/s];RMS Y [mm/s];RMS Z [mm/s]
18.02.2023 02:26:42;2,693;2,2;1,249
18.02.2023 03:26:40;2,754;2,246;1,201
18.02.2023 04:26:42;2,553;2,305;1,265
18.02.2023 05:26:39;2,786;2,291;1,278
18.02.2023 06:26:39;2,687;2,271;1,273
18.02.2023 07:26:43;2,641;2,304;1,198
18.02.2023 08:26:43;2,666;2,264;1,17
18.02.2023 09:26:44;2,501;2,301;1,288
18.02.2023 10:26:41;2,65;2,204;1,217
18.02.2023 11:26:42;2,594;2,257;1,21
18.02.2023 12:26:40;2,629;2,337;1,29
18.02.2023 13:26:41;2,773;2,348;1,245
18.02.2023 14:26:41;2,593;2,246;1,24
18.02.2023 15:26:41;2,733;2,234;1,224
18.02.2023 16:26:42;2,765;2,248;1,254
18.02.2023 17:26:42;2,814;2,266;1,251
18.02.2023 18:26:42;2,683;2,226;1,208
18.02.2023 19:26:43;2,761;2,261;1,247
18.02.2023 20:26:40;2,725;2,31;1,232
18.02.2023 21:26:40;2,711;2,328;1,285
18.02.2023 22:26:40;2,818;2,296;1,175
18.02.2023 23:26:39;2,732;2,338;1,26
19.02.2023 00:26:40;2,74;2,271;1,264
19.02.2023 01:26:39;2,647;2,225;1,251
19.02.2023 02:26:39;2,66;2,245;1,222
19.02.2023 03:26:43;2,658;2,244;1,196
19.02.2023 04:26:42;2,644;2,265;1,223
19.02.2023 05:26:39;2,699;2,323;1,278
19.02.2023 06:26:40;2,743;2,269;1,332
19.02.2023 07:26:38;2,611;2,224;1,208
19.02.2023 08:26:40;2,722;2,23;1,255
19.02.2023 09:26:43;2,636;2,304;1,215
19.02.2023 10:26:40;2,731;2,243;1,227
19.02.2023 11:26:40;2,63;2,276;1,235
19.02.2023 12:26:42;2,653;2,273;1,234
19.02.2023 13:26:43;2,739;2,259;1,237
19.02.2023 14:26:41;2,725;2,301;1,231
19.02.2023 15:26:42;2,727;2,197;1,224
19.02.2023 16:26:40;2,672;2,354;1,222
19.02.2023 17:26:44;2,649;2,299;1,26
19.02.2023 18:26:44;2,726;2,307;1,164
19.02.2023 19:26:42;2,743;2,329;1,26
19.02.2023 20:26:41;2,74;2,272;1,274
19.02.2023 21:26:42;2,741;2,246;1,205
19.02.2023 22:26:39;2,641;2,249;1,222
19.02.2023 23:26:42;2,576;2,222;1,221
20.02.2023 00:26:40;2,634;2,237;1,103
20.02.2023 01:26:41;2,664;2,246;1,247
20.02.2023 02:26:41;2,595;2,345;1,204
20.02.2023 03:26:41;2,537;2,179;1,273
20.02.2023 04:26:40;2,629;2,183;1,187
20.02.2023 05:26:39;2,655;2,361;1,142
20.02.2023 06:26:40;2,529;2,25;1,25
20.02.2023 07:26:43;2,662;2,306;1,285
20.02.2023 08:26:40;2,627;2,27;1,198
20.02.2023 09:26:43;2,564;2,25;1,211
20.02.2023 10:26:38;2,627;2,305;1,228
20.02.2023 11:26:40;2,64;2,231;1,217
20.02.2023 12:26:41;2,694;2,328;1,223
20.02.2023 13:26:44;2,716;2,268;1,271
20.02.2023 14:26:40;2,659;2,288;1,196
20.02.2023 15:26:43;2,774;2,324;1,398
20.02.2023 16:26:43;2,684;2,378;1,257
20.02.2023 17:26:43;2,756;2,401;1,274
20.02.2023 18:26:41;2,634;2,162;1,213
20.02.2023 19:26:45;2,594;2,386;1,239
20.02.2023 20:26:41;2,668;2,263;1,222
20.02.2023 21:26:41;2,619;2,286;1,193
20.02.2023 22:26:39;2,681;2,404;1,179
20.02.2023 23:26:40;2,652;2,23;1,219
21.02.2023 00:26:39;2,673;2,336;1,252
21.02.2023 01:26:39;2,699;2,268;1,242
21.02.2023 02:26:38;2,637;2,327;1,296
21.02.2023 03:26:39;2,77;2,277;1,198
21.02.2023 04:26:43;2,679;2,28;1,151
21.02.2023 05:26:39;2,65;2,301;1,225
21.02.2023 06:26:42;2,686;2,23;1,273
21.02.2023 07:26:40;2,526;2,222;1,182
21.02.2023 08:26:41;2,666;2,333;1,186
21.02.2023 09:26:43;2,703;2,296;1,227
21.02.2023 10:26:43;2,544;2,293;1,22
21.02.2023 11:26:40;2,663;2,287;1,281
21.02.2023 12:26:40;2,624;2,261;1,227
21.02.2023 13:26:42;2,564;2,341;1,183
21.02.2023 14:26:42;2,748;2,33;1,189
21.02.2023 15:26:40;2,71;2,342;1,278
21.02.2023 16:26:41;2,564;2,225;1,279
21.02.2023 17:26:42;2,752;2,459;1,228
21.02.2023 18:26:42;2,605;2,209;1,334
21.02.2023 19:26:45;2,758;2,216;1,216
21.02.2023 20:26:43;2,669;2,326;1,126
21.02.2023 21:26:40;2,801;2,364;1,283
21.02.2023 22:26:40;2,678;2,309;1,211
21.02.2023 23:26:38;2,65;2,157;1,281
22.02.2023 00:26:40;2,749;2,302;1,202
22.02.2023 01:26:38;2,737;2,223;1,302
22.02.2023 02:26:41;2,82;2,298;1,21
22.02.2023 03:26:39;2,659;2,296;1,194
22.02.2023 04:26:40;2,702;2,246;1,21
22.02.2023 05:26:39;2,788;2,251;1,279
22.02.2023 06:26:38;2,631;2,235;1,282
22.02.2023 07:26:40;2,774;2,223;1,345
22.02.2023 08:26:40;2,647;2,285;1,241
22.02.2023 09:26:37;2,604;2,291;1,35
22.02.2023 10:26:39;2,705;2,287;1,283
22.02.2023 11:26:39;2,723;2,431;1,3
22.02.2023 12:26:38;2,713;2,278;1,242
22.02.2023 13:26:42;2,703;2,292;1,227
22.02.2023 14:26:38;2,747;2,272;1,207
22.02.2023 15:26:42;2,68;2,178;1,236
22.02.2023 16:26:39;2,876;2,325;1,201
22.02.2023 17:26:43;2,614;2,263;1,255
22.02.2023 18:26:43;2,754;2,241;1,234
22.02.2023 19:26:42;2,698;2,245;1,263
22.02.2023 20:26:43;2,766;2,263;1,275
22.02.2023 21:26:44;2,76;2,344;1,226
22.02.2023 22:26:42;2,642;2,26;1,202
22.02.2023 23:26:42;2,675;2,272;1,322
23.02.2023 00:26:42;2,766;2,29;1,271
23.02.2023 01:26:38;2,666;2,349;1,214
23.02.2023 02:26:39;2,66;2,197;1,201
23.02.2023 03:26:42;2,715;2,284;1,2
23.02.2023 04:26:42;2,609;2,329;1,254
23.02.2023 05:26:38;2,69;2,276;1,179
23.02.2023 06:26:40;2,668;2,296;1,201
23.02.2023 07:26:42;2,675;2,411;1,276
23.02.2023 08:26:38;2,667;2,266;1,273
23.02.2023 09:26:39;2,721;2,274;1,171
23.02.2023 10:26:42;2,659;2,314;1,29
23.02.2023 11:26:43;2,634;2,253;1,316
23.02.2023 12:26:40;2,731;2,246;1,226
23.02.2023 13:26:42;2,692;2,255;1,299
23.02.2023 14:26:42;2,639;2,278;1,2
23.02.2023 15:26:43;2,672;2,285;1,299
23.02.2023 16:26:41;2,778;2,294;1,261
23.02.2023 17:26:44;2,707;2,197;1,295
23.02.2023 18:26:42;2,676;2,279;1,283
23.02.2023 19:26:40;2,781;2,336;1,282
23.02.2023 20:26:41;2,603;2,243;1,278
23.02.2023 21:26:44;2,676;2,29;1,371
23.02.2023 22:26:40;2,72;2,252;1,24
23.02.2023 23:26:43;2,63;2,232;1,192
24.02.2023 00:26:38;2,713;2,262;1,18
24.02.2023 01:26:42;2,705;2,256;1,18
24.02.2023 02:26:43;2,726;2,238;1,212
24.02.2023 03:26:43;2,709;2,316;1,165
24.02.2023 04:26:40;2,748;2,226;1,217
24.02.2023 05:26:43;2,731;2,282;1,23
24.02.2023 06:26:41;2,614;2,315;1,139
24.02.2023 07:26:40;2,729;2,198;1,288
24.02.2023 08:26:41;2,631;2,311;1,23
24.02.2023 09:26:40;2,835;2,333;1,283
24.02.2023 10:26:39;2,768;2,295;1,252
24.02.2023 11:26:40;2,654;2,395;1,278
24.02.2023 12:26:41;2,698;2,214;1,205
24.02.2023 13:26:42;2,737;2,213;1,229
24.02.2023 14:26:42;2,678;2,313;1,247
24.02.2023 15:26:39;2,705;2,274;1,251
24.02.2023 16:26:44;2,685;2,274;1,248
24.02.2023 17:26:39;2,717;2,242;1,276
24.02.2023 18:26:41;2,685;2,272;1,311
24.02.2023 19:26:42;2,728;2,254;1,286
24.02.2023 20:26:40;2,72;2,355;1,284
24.02.2023 22:26:40;2,82;2,292;1,177
24.02.2023 23:26:39;2,676;2,275;1,276
25.02.2023 00:26:39;2,763;2,362;1,316
25.02.2023 01:26:39;2,656;2,337;1,344
25.02.2023 02:26:40;2,799;2,281;1,278
25.02.2023 03:26:38;2,855;2,312;1,225
25.02.2023 04:26:39;2,67;2,304;1,236
25.02.2023 05:26:42;2,819;2,303;1,225
25.02.2023 06:26:43;2,781;2,301;1,254
25.02.2023 07:26:40;2,69;2,27;1,342
25.02.2023 08:26:43;2,733;2,36;1,254
25.02.2023 09:26:43;2,577;2,291;1,221
25.02.2023 10:26:40;2,784;2,372;1,225
25.02.2023 11:26:40;2,811;2,279;1,204
25.02.2023 12:26:39;2,763;2,298;1,184
25.02.2023 13:26:48;2,693;2,323;1,276
25.02.2023 14:26:41;2,758;2,277;1,215
25.02.2023 15:26:41;2,707;2,309;1,261
25.02.2023 16:26:43;2,874;2,316;1,268
25.02.2023 17:26:41;2,713;2,274;1,26
25.02.2023 18:26:43;2,829;2,332;1,248
25.02.2023 19:26:41;2,618;2,261;1,311
25.02.2023 20:26:43;2,786;2,258;1,204
25.02.2023 21:26:43;2,64;2,239;1,22
25.02.2023 22:26:40;2,67;2,249;1,267
25.02.2023 23:26:42;2,836;2,303;1,262
26.02.2023 00:26:39;2,828;2,274;1,306
26.02.2023 01:26:42;2,745;2,29;1,196
26.02.2023 02:26:39;2,794;2,342;1,21
26.02.2023 03:26:43;2,632;2,275;1,308
26.02.2023 04:26:44;2,795;2,251;1,284
26.02.2023 05:26:39;2,782;2,213;1,205
26.02.2023 06:26:41;2,635;2,217;1,227
26.02.2023 07:26:40;2,749;2,271;1,185
26.02.2023 08:26:42;2,715;2,232;1,294
26.02.2023 09:26:42;2,795;2,236;1,278
26.02.2023 10:26:42;2,848;2,391;1,225
26.02.2023 11:26:41;2,724;2,353;1,187
26.02.2023 12:26:42;2,749;2,265;1,241
26.02.2023 13:26:41;2,856;2,294;1,272
26.02.2023 14:26:41;2,858;2,365;1,236
26.02.2023 15:26:42;2,834;2,265;1,188
26.02.2023 16:26:41;2,776;2,267;1,17
26.02.2023 17:26:42;2,714;2,265;1,256
26.02.2023 18:26:43;2,793;2,301;1,321
26.02.2023 19:26:40;2,695;2,288;1,192
26.02.2023 20:26:44;2,803;2,269;1,155
26.02.2023 21:26:45;2,707;2,26;1,229
26.02.2023 22:26:42;2,636;2,233;1,223
26.02.2023 23:26:41;2,735;2,181;1,136
27.02.2023 00:26:38;2,579;2,211;1,2
27.02.2023 01:26:38;2,897;2,275;1,216
27.02.2023 02:26:40;2,624;2,296;1,15
27.02.2023 03:26:43;2,711;2,25;1,174
27.02.2023 04:26:40;2,632;2,263;1,204
27.02.2023 05:26:40;2,884;2,315;1,231
27.02.2023 06:26:42;2,661;2,275;1,228
27.02.2023 07:26:41;2,571;2,254;1,331
27.02.2023 08:26:39;2,589;2,237;1,211
27.02.2023 09:26:39;2,683;2,292;1,219
27.02.2023 10:26:43;2,764;2,27;1,23
27.02.2023 11:26:41;2,886;2,275;1,372
27.02.2023 12:26:43;3,102;2,356;1,336
27.02.2023 13:26:44;2,942;2,351;1,294
27.02.2023 14:26:41;3,202;2,357;1,234
27.02.2023 15:26:40;3,176;2,4;1,421
27.02.2023 16:26:39;3,032;2,324;1,212
27.02.2023 17:26:42;3,094;2,301;1,41
27.02.2023 18:26:43;3,112;2,394;1,267
27.02.2023 19:26:44;3,018;2,327;1,291
27.02.2023 20:26:41;2,98;2,323;1,196
27.02.2023 21:26:41;3,013;2,307;1,275
27.02.2023 22:26:42;2,96;2,301;1,225
27.02.2023 23:26:39;3;2,315;1,309
28.02.2023 00:26:40;2,975;2,287;1,301
28.02.2023 01:26:40;2,811;2,28;1,227
28.02.2023 02:26:43;2,891;2,275;1,286
28.02.2023 03:26:41;2,855;2,274;1,281
28.02.2023 04:26:40;2,847;2,328;1,267
28.02.2023 05:26:40;2,891;2,308;1,266
28.02.2023 06:26:39;2,934;2,284;1,302
28.02.2023 07:26:42;2,837;2,28;1,204
28.02.2023 08:26:43;2,911;2,253;1,371
28.02.2023 09:26:40;3,031;2,319;1,255
28.02.2023 10:26:42;2,917;2,264;1,171
28.02.2023 11:26:40;2,975;2,269;1,188
28.02.2023 12:26:41;2,996;2,309;1,268
28.02.2023 13:26:44;3,017;2,352;1,27
28.02.2023 14:26:40;2,927;2,295;1,306
28.02.2023 15:26:43;2,969;2,364;1,262
28.02.2023 16:26:43;2,85;2,292;1,322
28.02.2023 17:26:42;2,797;2,287;1,275
28.02.2023 18:26:43;2,848;2,346;1,314
28.02.2023 19:26:44;2,954;2,317;1,248
28.02.2023 20:26:44;2,865;2,277;1,105
28.02.2023 21:26:40;2,881;2,275;1,204
28.02.2023 22:26:39;2,859;2,308;1,226
28.02.2023 23:26:39;2,865;2,327;1,216
01.03.2023 00:26:42;2,882;2,282;1,295
01.03.2023 01:26:38;2,786;2,269;1,294
01.03.2023 02:26:41;2,803;2,254;1,281
01.03.2023 03:26:41;2,813;2,312;1,257
01.03.2023 04:26:42;2,82;2,316;1,237
01.03.2023 05:26:40;2,872;2,247;1,254
01.03.2023 06:26:41;2,775;2,285;1,314
01.03.2023 07:26:39;2,913;2,325;1,248
01.03.2023 08:26:40;0,142;0,188;0,373
01.03.2023 09:26:43;0,149;0,137;0,285
01.03.2023 10:26:40;0,131;0,14;0,271
01.03.2023 11:26:43;0,133;0,143;0,254
01.03.2023 12:26:44;0,135;0,154;0,232
01.03.2023 13:26:45;0,137;0,145;0,241
01.03.2023 14:26:39;0,14;0,146;0,202
01.03.2023 15:26:43;0,102;0,118;0,209
01.03.2023 16:26:43;0,09;0,131;0,224
01.03.2023 17:26:40;0,093;0,147;0,283
01.03.2023 18:26:40;0,163;0,148;0,232
01.03.2023 19:26:44;0,143;0,135;0,211
01.03.2023 20:26:44;0,13;0,154;0,233
01.03.2023 21:26:41;0,151;0,18;0,251
01.03.2023 22:26:41;0,153;0,158;0,231
01.03.2023 23:26:39;0,144;0,149;0,218
02.03.2023 00:26:43;0,092;0,115;0,194
02.03.2023 01:26:39;0,1;0,125;0,188
02.03.2023 02:26:43;0,099;0,137;0,193
02.03.2023 03:26:43;0,128;0,138;0,215
02.03.2023 04:26:40;0,125;0,139;0,207
02.03.2023 05:26:41;0,137;0,147;0,208
02.03.2023 06:26:39;0,112;0,146;0,21
02.03.2023 07:26:39;0,048;0,036;0,049
02.03.2023 08:26:43;0,057;0,05;0,052
02.03.2023 09:26:40;0,082;0,077;0,095
02.03.2023 10:26:54;0,049;0,046;0,059
02.03.2023 11:26:42;0,052;0,05;0,056
02.03.2023 12:26:41;0,075;0,099;0,096
02.03.2023 13:26:43;0,059;0,039;0,056
02.03.2023 14:26:41;0,046;0,05;0,061
02.03.2023 15:26:41;0,1;0,074;0,092
02.03.2023 16:26:42;0,113;0,085;0,085
02.03.2023 17:26:45;0,101;0,088;0,099
02.03.2023 18:26:43;0,055;0,045;0,059
02.03.2023 19:26:42;0,059;0,052;0,048
02.03.2023 20:26:44;0,055;0,048;0,055
02.03.2023 21:26:41;0,101;0,077;0,091
02.03.2023 22:26:40;0,08;0,091;0,094
02.03.2023 23:26:42;0,09;0,082;0,087
03.03.2023 00:26:40;0,105;0,079;0,091
03.03.2023 01:26:41;0,072;0,075;0,091
03.03.2023 02:26:40;0,108;0,082;0,1
03.03.2023 03:26:39;0,096;0,072;0,088
03.03.2023 04:26:42;0,104;0,078;0,076
03.03.2023 05:26:41;0,096;0,077;0,095
03.03.2023 06:26:39;0,093;0,075;0,087
03.03.2023 07:26:41;0,076;0,091;0,095
03.03.2023 08:26:40;0,049;0,046;0,049
03.03.2023 09:26:40;0,107;0,085;0,095
03.03.2023 10:26:41;0,102;0,081;0,104
03.03.2023 11:26:43;0,043;0,054;0,063
03.03.2023 12:26:40;0,049;0,056;0,079
03.03.2023 13:26:42;0,133;0,093;0,089
03.03.2023 14:26:44;0,111;0,078;0,079
03.03.2023 15:26:42;0,106;0,084;0,091
03.03.2023 16:26:40;0,059;0,054;0,052
03.03.2023 17:26:42;0,041;0,047;0,07
03.03.2023 18:26:41;0,095;0,088;0,112
03.03.2023 19:26:44;0,07;0,062;0,045
03.03.2023 20:26:43;0,13;0,086;0,093
03.03.2023 21:26:44;0,06;0,059;0,057
03.03.2023 22:26:40;0,062;0,048;0,05
03.03.2023 23:26:39;0,11;0,076;0,091
04.03.2023 00:26:39;0,058;0,043;0,05
04.03.2023 01:26:41;0,078;0,058;0,051
04.03.2023 02:26:40;0,046;0,06;0,08
04.03.2023 03:26:39;0,108;0,078;0,087
04.03.2023 04:26:39;0,107;0,084;0,094
04.03.2023 05:26:38;0,05;0,04;0,05
04.03.2023 06:26:41;0,047;0,039;0,075
04.03.2023 07:26:40;0,058;0,054;0,061
04.03.2023 08:26:41;0,117;0,085;0,094
04.03.2023 09:26:43;0,126;0,077;0,101
04.03.2023 10:26:40;0,054;0,048;0,065
04.03.2023 11:26:42;0,049;0,04;0,051
04.03.2023 12:26:44;0,047;0,048;0,066
04.03.2023 13:26:40;0,07;0,059;0,053
04.03.2023 14:26:44;0,081;0,09;0,091
04.03.2023 15:26:42;0,114;0,097;0,111
04.03.2023 16:26:41;0,059;0,046;0,053
04.03.2023 17:26:41;0,109;0,083;0,094
04.03.2023 18:26:44;0,108;0,082;0,084
04.03.2023 19:26:42;0,097;0,09;0,082
04.03.2023 20:26:41;0,048;0,046;0,053
04.03.2023 21:26:43;0,111;0,081;0,087
04.03.2023 22:26:38;0,106;0,08;0,085
04.03.2023 23:26:42;0,056;0,054;0,099
05.03.2023 00:26:42;0,108;0,093;0,09
05.03.2023 01:26:41;0,052;0,042;0,064
05.03.2023 02:26:42;0,046;0,042;0,068
05.03.2023 03:26:40;0,1;0,078;0,092
05.03.2023 04:26:39;0,051;0,045;0,05
05.03.2023 05:26:42;0,047;0,051;0,061
05.03.2023 06:26:43;0,114;0,077;0,083
05.03.2023 07:26:41;0,091;0,086;0,094
05.03.2023 08:26:41;0,104;0,083;0,082
05.03.2023 09:26:43;0,106;0,098;0,09
05.03.2023 10:26:41;0,095;0,083;0,089
05.03.2023 11:26:39;0,049;0,046;0,06
05.03.2023 12:26:40;0,05;0,04;0,061
05.03.2023 13:26:41;0,044;0,054;0,07
05.03.2023 14:26:41;0,114;0,078;0,094
05.03.2023 15:26:42;0,045;0,043;0,055
05.03.2023 16:26:43;0,043;0,044;0,064
05.03.2023 17:26:43;0,079;0,069;0,087
05.03.2023 18:26:43;0,11;0,071;0,105
05.03.2023 19:26:40;0,048;0,052;0,061
05.03.2023 20:26:43;0,086;0,095;0,091
05.03.2023 21:26:41;0,051;0,044;0,055
05.03.2023 22:26:42;0,049;0,05;0,053
05.03.2023 23:26:42;0,052;0,049;0,044
06.03.2023 00:26:38;0,051;0,045;0,046
06.03.2023 01:26:40;0,094;0,071;0,102
06.03.2023 02:26:39;0,05;0,038;0,051
06.03.2023 03:26:39;0,052;0,041;0,06
06.03.2023 04:26:41;0,057;0,049;0,058
06.03.2023 05:26:40;0,107;0,071;0,082
06.03.2023 06:26:41;0,052;0,049;0,081
06.03.2023 07:26:42;0,051;0,042;0,064
06.03.2023 08:26:40;0,117;0,098;0,093
06.03.2023 09:26:43;0,049;0,052;0,08
06.03.2023 10:26:42;0,118;0,082;0,085
06.03.2023 11:26:41;0,058;0,055;0,059
06.03.2023 12:26:41;0,111;0,082;0,077
06.03.2023 13:26:43;0,096;0,082;0,087
06.03.2023 14:26:45;0,048;0,085;0,081
06.03.2023 15:26:40;0,051;0,045;0,056
06.03.2023 16:26:42;0,102;0,075;0,081
06.03.2023 17:26:41;0,106;0,077;0,093
06.03.2023 18:26:40;0,055;0,041;0,058
06.03.2023 19:26:42;0,096;0,086;0,095
06.03.2023 20:26:41;0,048;0,043;0,048
06.03.2023 21:26:42;0,125;0,077;0,102
06.03.2023 22:26:41;0,102;0,103;0,084
06.03.2023 23:26:39;0,052;0,057;0,078
07.03.2023 00:26:38;0,063;0,046;0,062
07.03.2023 01:26:38;0,101;0,084;0,084
07.03.2023 02:26:38;0,088;0,08;0,088
07.03.2023 03:26:40;0,064;0,039;0,046
07.03.2023 04:26:42;0,054;0,051;0,053
07.03.2023 05:26:40;0,063;0,047;0,055
07.03.2023 06:26:43;0,046;0,049;0,071
07.03.2023 07:26:42;0,068;0,046;0,046
07.03.2023 08:26:40;0,086;0,063;0,08
07.03.2023 09:26:41;0,047;0,048;0,062
07.03.2023 10:26:42;0,089;0,08;0,095
07.03.2023 11:26:41;0,111;0,082;0,086
07.03.2023 12:26:41;0,083;0,079;0,095
07.03.2023 13:26:42;0,049;0,042;0,059
07.03.2023 14:26:40;0,11;0,085;0,099
07.03.2023 15:26:43;0,109;0,077;0,094
07.03.2023 16:26:39;0,108;0,074;0,081
07.03.2023 17:26:39;0,108;0,077;0,081
07.03.2023 18:26:41;0,107;0,086;0,084
07.03.2023 19:26:42;0,108;0,079;0,094
07.03.2023 20:26:45;0,055;0,035;0,053
07.03.2023 21:26:40;0,057;0,048;0,05
08.03.2023 00:27:02;0,083;0,092;0,086
08.03.2023 01:26:38;0,048;0,046;0,05
08.03.2023 02:26:39;0,049;0,044;0,058
08.03.2023 03:26:40;0,058;0,052;0,056
08.03.2023 04:26:43;0,05;0,047;0,057
08.03.2023 05:26:41;0,097;0,074;0,076
08.03.2023 06:26:41;0,049;0,048;0,056
08.03.2023 07:26:41;0,132;0,086;0,094
08.03.2023 08:26:42;0,059;0,05;0,06
08.03.2023 09:26:43;0,051;0,048;0,053
08.03.2023 10:26:40;0,054;0,043;0,066
08.03.2023 11:26:42;0,1;0,079;0,088
08.03.2023 12:26:42;0,09;0,079;0,087
08.03.2023 13:26:41;0,104;0,086;0,103
08.03.2023 14:26:43;0,051;0,05;0,065
08.03.2023 15:26:41;0,043;0,053;0,045
08.03.2023 16:26:43;0,111;0,093;0,083
08.03.2023 17:26:41;0,054;0,048;0,059
08.03.2023 18:26:43;0,092;0,098;0,095
08.03.2023 19:26:42;0,057;0,057;0,059
08.03.2023 20:26:39;0,051;0,052;0,079
08.03.2023 21:26:53;0,111;0,098;0,094
08.03.2023 22:26:39;0,099;0,07;0,095
08.03.2023 23:26:42;0,062;0,056;0,055
09.03.2023 00:26:42;0,095;0,078;0,097
09.03.2023 01:26:38;0,102;0,088;0,082
09.03.2023 02:26:42;0,115;0,084;0,083
09.03.2023 03:26:39;0,087;0,077;0,093
09.03.2023 04:26:42;0,097;0,089;0,093
09.03.2023 05:26:40;0,11;0,078;0,099
09.03.2023 06:26:39;0,059;0,091;0,092
09.03.2023 07:26:41;0,049;0,05;0,066
09.03.2023 08:26:42;0,042;0,063;0,089
09.03.2023 09:26:40;0,054;0,045;0,053
09.03.2023 10:26:40;0,059;0,044;0,056
09.03.2023 11:26:39;0,106;0,083;0,085
09.03.2023 12:26:40;0,046;0,055;0,06
09.03.2023 13:26:42;0,097;0,087;0,082
09.03.2023 14:26:40;0,098;0,081;0,091
09.03.2023 15:26:41;0,049;0,044;0,06
09.03.2023 16:26:43;0,095;0,095;0,091
09.03.2023 17:26:44;0,046;0,045;0,049
09.03.2023 18:26:43;0,111;0,092;0,082
09.03.2023 19:26:41;0,116;0,087;0,09
09.03.2023 20:26:45;0,054;0,038;0,051
09.03.2023 21:26:43;0,092;0,083;0,095
09.03.2023 22:26:41;0,05;0,036;0,051
09.03.2023 23:26:42;0,054;0,046;0,053
10.03.2023 00:26:39;0,047;0,04;0,051
10.03.2023 01:26:39;0,055;0,051;0,052
10.03.2023 02:26:41;0,042;0,048;0,055
10.03.2023 03:26:40;0,048;0,039;0,063
10.03.2023 04:26:40;0,048;0,039;0,053
10.03.2023 05:26:39;0,105;0,084;0,104
10.03.2023 06:26:39;0,046;0,039;0,05
10.03.2023 07:26:42;0,106;0,085;0,078
10.03.2023 08:26:41;0,054;0,054;0,062
10.03.2023 09:26:40;0,07;0,091;0,091
10.03.2023 10:26:43;0,077;0,052;0,056
10.03.2023 11:26:41;0,069;0,049;0,049
10.03.2023 12:26:41;0,051;0,042;0,059
10.03.2023 13:26:43;0,118;0,089;0,089
10.03.2023 14:26:44;0,05;0,042;0,045
10.03.2023 15:26:40;0,111;0,078;0,102
10.03.2023 16:26:40;0,113;0,087;0,08
10.03.2023 17:26:43;0,109;0,076;0,073
10.03.2023 18:26:42;0,066;0,05;0,054
10.03.2023 19:26:40;0,107;0,076;0,085
10.03.2023 20:26:44;0,076;0,069;0,097
10.03.2023 21:26:41;0,054;0,049;0,051
10.03.2023 22:26:40;0,12;0,077;0,098
10.03.2023 23:26:42;0,049;0,037;0,067
11.03.2023 00:26:41;0,059;0,04;0,054
11.03.2023 01:26:42;0,063;0,08;0,104
11.03.2023 02:26:43;0,068;0,083;0,097
11.03.2023 03:26:41;0,102;0,073;0,1
11.03.2023 04:26:40;0,053;0,057;0,051
11.03.2023 05:26:39;0,06;0,056;0,055
11.03.2023 06:26:41;0,097;0,086;0,09
11.03.2023 07:26:40;0,051;0,06;0,057
11.03.2023 08:26:40;0,101;0,086;0,09
11.03.2023 09:26:40;0,046;0,06;0,057
11.03.2023 10:26:41;0,101;0,086;0,079
11.03.2023 11:26:41;0,103;0,088;0,082
11.03.2023 12:26:42;0,117;0,085;0,086
11.03.2023 13:26:43;0,061;0,063;0,051
11.03.2023 14:26:42;0,051;0,049;0,048
11.03.2023 15:26:43;0,06;0,056;0,055
11.03.2023 16:26:40;0,058;0,066;0,091
11.03.2023 17:26:43;0,065;0,054;0,063
11.03.2023 18:26:43;0,041;0,048;0,061
11.03.2023 19:26:42;0,056;0,056;0,059
11.03.2023 20:26:43;0,049;0,058;0,048
11.03.2023 21:26:40;0,053;0,051;0,053
11.03.2023 22:26:38;0,064;0,068;0,045
11.03.2023 23:26:43;0,056;0,062;0,055
12.03.2023 00:26:40;0,05;0,062;0,065
12.03.2023 01:26:38;0,068;0,062;0,06
12.03.2023 02:26:41;0,111;0,088;0,097
12.03.2023 03:26:42;0,049;0,064;0,058
12.03.2023 04:26:41;0,07;0,073;0,047
12.03.2023 05:26:41;0,062;0,06;0,052
12.03.2023 06:26:40;0,046;0,053;0,06
12.03.2023 07:26:42;0,054;0,064;0,055
12.03.2023 08:26:44;0,06;0,049;0,058
12.03.2023 09:26:43;0,063;0,068;0,045
12.03.2023 10:26:41;0,044;0,051;0,061
12.03.2023 11:26:43;0,058;0,067;0,081
12.03.2023 12:26:44;0,082;0,09;0,092
12.03.2023 13:26:40;0,104;0,08;0,087
12.03.2023 14:26:41;0,087;0,079;0,1
12.03.2023 15:26:41;0,12;0,088;0,102
12.03.2023 16:26:41;0,049;0,061;0,066
12.03.2023 17:26:43;0,057;0,059;0,052
12.03.2023 18:26:40;0,109;0,09;0,085
12.03.2023 19:26:39;0,085;0,083;0,09
12.03.2023 20:26:45;0,056;0,07;0,068
12.03.2023 21:26:44;0,046;0,054;0,062
12.03.2023 22:26:38;0,107;0,085;0,088
12.03.2023 23:26:40;0,055;0,053;0,05
13.03.2023 00:26:41;0,053;0,054;0,062
13.03.2023 01:26:42;0,051;0,053;0,048
13.03.2023 02:26:40;0,094;0,077;0,098
13.03.2023 03:26:39;0,089;0,091;0,093
13.03.2023 04:26:41;0,051;0,045;0,049
13.03.2023 05:26:40;0,099;0,095;0,086
13.03.2023 06:26:41;0,062;0,051;0,061
13.03.2023 07:26:43;0,101;0,082;0,084
13.03.2023 08:26:38;0,108;0,093;0,09
13.03.2023 09:26:41;0,097;0,082;0,084
13.03.2023 10:26:43;0,055;0,129;0,079
