name,x_std,x_skewness,x_kurtosis,x_rms,x_pp,x_crest,x_margin,x_impulse,x_shape,x_max,y_std,y_skewness,y_kurtosis,y_rms,y_pp,y_crest,y_margin,y_impulse,y_shape,y_max,z_std,z_skewness,z_kurtosis,z_rms,z_pp,z_crest,z_margin,z_impulse,z_shape,z_max
k3_3.tsv.part.0,1.3947087551502082,0.008743934051095097,-1.3869387626365832,1.3947087551502082,5.173242187500001,1.9255775950173146,2.3311800142036847,2.144576222320403,1.1137313956444943,2.6856199304917308,1.930355431534097,0.2941222298155541,-0.6554963765014841,1.930355431534097,8.238867187499999,2.162242631236678,2.967081320056367,2.5983650224993236,1.201699099334291,4.0649703799977,0.5610567460862141,0.027164281301342037,-1.3400811615867239,0.5610567460862141,2.2992187500000014,2.114637484603875,2.6467653677210645,2.3898642131538756,1.1301531494423298,1.1864316262637868
k3_3.tsv.part.1,1.4008035521378357,-0.00876986699473373,-1.384784268423769,1.4008035521378357,5.26904296875,1.9527254019902456,2.3621149786689655,2.174294791982185,1.1134667423110862,2.7353846794577192,1.952749126689797,0.2446284255456349,-0.6775821691447095,1.952749126689797,8.454418945312504,2.196161523669312,3.0067487514039013,2.634633950795647,1.199653997395302,4.165866447897521,0.5602570644642518,-0.00908460081959744,-1.3199623506629121,0.5602570644642518,2.4189697265624943,2.2740485626754707,2.8640077518647535,2.578596464564097,1.1339232182140906,1.2740517721737104
k3_3.tsv.part.2,1.4002094807411571,-0.008805268645974241,-1.3890979753558794,1.4002094807411571,5.316943359375003,1.9714501267745026,2.3856928761890175,2.194932986333396,1.1133596313311434,2.7604431583180147,1.958371385892198,0.2156830330985993,-0.6691432846476526,1.958371385892198,8.430468750000003,2.2162102916336073,3.0446842439977675,2.664933194342097,1.202473070539587,4.090305929744943,0.5523165570355091,-0.042699995331566126,-1.3028681461209086,0.5523165570355091,2.442919921875003,2.2836106767921196,2.884351106048378,2.5950492062694313,1.1363798709834383,1.2612759866153522
k3_3.tsv.part.3,1.4071602945628516,0.0010482964326040062,-1.3898331101604704,1.4071602945628516,5.364843749999999,1.950173228547265,2.3609548489747363,2.1715026191607087,1.113492169502459,2.7442063347311567,1.9728492840592244,0.19660907852689719,-0.6683727461604372,1.9728492840592244,8.478369140624999,2.213278938908124,3.052582749939008,2.665298747272486,1.204230836167156,4.111903370576746,0.5531585762831829,-0.07784684198577542,-1.2658277770622077,0.5531585762831829,2.4189697265624943,2.2454798522295873,2.8624105345936,2.5648689627385717,1.1422364623721097,1.1768632884306038
k3_3.tsv.part.4,1.4037974382646123,-0.005706831133584627,-1.3902677808045805,1.4037974382646123,5.26904296875,1.9422365338934355,2.350770774768916,2.1630883966533467,1.1137100754238147,2.726506670783545,1.9803779822417487,0.1864402461511503,-0.6914287903754279,1.9803779822417487,8.454418945312497,2.2172870113194114,3.082563289721897,2.6728811636604908,1.2054736937596433,4.063352567784924,0.5523214036104432,-0.11410546570593816,-1.2134758199401754,0.5523214036104432,2.323168945312503,2.1944843625169463,2.8498226961109414,2.529821094592733,1.1528088957039433,1.1111082620059742
k5_1.tsv.part.0,1.4928446266091155,-0.2686317471531546,-1.008860973545939,1.4928446266091155,6.035449218749996,2.1116306353216165,2.528097347141561,2.3641328948837605,1.1195769067461394,2.8831127714269273,2.3204138443554085,0.06670436241140157,-1.239847829833045,2.3204138443554085,9.891430664062497,2.222964748339943,2.63210143360919,2.4581714407706996,1.1058076573667681,4.733232486500457,0.2362826833812988,0.5659107829351627,0.39190216378394016,0.2362826833812988,1.8441650390624957,5.0745031414755255,7.637939360956035,6.4209367601213465,1.2653330939222387,1.1990172190946677
k5_1.tsv.part.1,1.492163983369329,-0.2713296720343436,-1.0273184893803637,1.492163983369329,5.891748046874994,2.0971238553023994,2.505135740348793,2.3440047572211045,1.1177235675873354,2.762495361328122,2.326557453994193,0.061521268292140815,-1.2413777472525542,2.326557453994193,9.723779296875001,2.161519797010862,2.5586628969303344,2.390018491073484,1.105712052408037,4.694879301183366,0.2310534529608404,0.5304819950476269,0.44241852881298005,0.2310534529608404,1.7723144531249986,4.912708984717235,7.362982254617542,6.231465346045173,1.268437712355934,1.1350983743106617
k5_1.tsv.part.2,1.5043838426014375,-0.2946654383736663,-1.0390077998900697,1.5043838426014375,5.939648437500004,2.1196511359656047,2.5217706015991164,2.3631788563173393,1.1148904724082322,2.7508795166015654,2.3277213521647235,0.07628373446423246,-1.2559369248831427,2.3277213521647235,9.867480468749996,2.12292912157713,2.495500861754527,2.339504010879306,1.1020170137104162,4.941587445427387,0.22925829100719752,0.5143682411803848,0.53859602429347,0.22925829100719752,1.8681152343750043,5.275100023100123,7.870174609494354,6.671423936961811,1.2647009360480492,1.2093604161879623
k5_1.tsv.part.3,1.50141754701169,-0.29553892153246897,-1.0462134333687751,1.50141754701169,6.011499023437501,2.145960138050603,2.551451576490394,2.3915918582063482,1.1144623871619896,2.789516816980697,2.3252304371661703,0.08517356255304669,-1.271455679117953,2.3252304371661703,9.651928710937504,2.103330673421027,2.4664695972631137,2.314293563518384,1.1002994406743614,4.761200209673714,0.225273681262589,0.5242194433501773,0.3440324913588064,0.225273681262589,1.7723144531249986,5.14276520111681,7.65571492802263,6.492210794132307,1.2623968896582036,1.1585296487247227
k5_1.tsv.part.4,1.5067712936575353,-0.3126297367774187,-1.0510294413379506,1.5067712936575353,5.963598632812506,2.13965518553597,2.5420627894587966,2.38312601124555,1.1137897486265256,2.7396276209214183,2.325217923259458,0.08269122876647056,-1.2780806383168166,2.325217923259458,9.747729492187503,2.158241016474858,2.5287227120533324,2.3734489887104,1.0997145224248632,4.729348797966451,0.22421089517455697,0.4840453741501435,0.24513110370848823,0.22421089517455697,1.6525634765624986,4.788319196928328,7.093843842223927,6.014348563558456,1.256045872509213,1.0735933335248162
k5_2.tsv.part.0,1.515814913501501,-0.3204028057715053,-1.0405776057232687,1.515814913501501,6.298901367187504,2.197637392150551,2.6119816636887627,2.448067513018462,1.1139542500334172,2.9676898336971522,2.327370406881638,0.08923802864735879,-1.2966283054974297,2.327370406881638,9.580078125,2.099345632376737,2.443644348256516,2.3006054947328805,1.0958679024798268,4.694123226390164,0.22068213250136484,0.51458111134561,0.45615755481471876,0.22068213250136484,1.676513671875,4.7635608819315065,7.183356886712738,6.043911079453191,1.268780063749817,1.0512327737247271
k5_2.tsv.part.1,1.5137167778949694,-0.33179075534190955,-1.033767006008979,1.5137167778949694,5.8677978515625,2.1382838830550948,2.5377324627361086,2.380498878952167,1.113275415774544,2.6310416618795984,2.32221525389252,0.1014435953445179,-1.279518215180702,2.32221525389252,9.556127929687499,2.0740483111239745,2.419628821831175,2.2754937511139643,1.0971266864467693,4.816386625402113,0.2302741906705963,0.5364913133034952,0.37676444807636633,0.2302741906705963,1.7244140625000028,5.0541732422181,7.511927019645085,6.378218960151682,1.261970782258446,1.1638456528607566
k5_2.tsv.part.2,1.507679020080856,-0.3178946250567346,-1.0403897573535805,1.507679020080856,5.891748046874994,2.1378717130112213,2.5350709315961133,2.3794266120578236,1.1129884911131402,2.668523717543655,2.3214445183486956,0.09077149791191064,-1.2774344956190251,2.3214445183486956,9.651928710937497,2.105291224421514,2.4551076578781776,2.309878390492415,1.0971776083506533,4.76461193847656,0.22700968729503854,0.4595261188190402,0.27062255925186784,0.22700968729503854,1.6525634765624986,4.511751592085188,6.755752517359551,5.709092334582748,1.2653826829912387,1.0242113180721508
k5_2.tsv.part.3,1.5117660845221306,-0.3107266422095455,-1.0456409830036353,1.5117660845221308,5.8677978515625,2.1000667672262217,2.4893872452695893,2.3367898334794406,1.1127216857804403,2.692988137637866,2.323726709738198,0.09225497610048497,-1.281967397554898,2.323726709738198,9.436376953124999,2.055568743062678,2.4018577383145003,2.2567391116144084,1.09786603791805,4.659796961167278,0.22472214770201906,0.496404103824864,0.2208994808579008,0.22472214770201906,1.5807128906250014,4.232451777278284,6.2928149960155935,5.333005162205372,1.260027389050327,0.9511256534352036
k5_2.tsv.part.4,1.5012979220384415,-0.3046893678349678,-1.0349117306429907,1.5012979220384415,5.963598632812499,2.141726853080615,2.5415651760459954,2.3850608014868673,1.1136157713371555,2.7482285587086412,2.323086600050905,0.08691068861554797,-1.27057566595068,2.323086600050905,9.436376953124999,2.0505467067645875,2.39791404404755,2.2528190920627518,1.098643149473691,4.672779375861673,0.22607681930562548,0.5465641543223086,0.3948657503326509,0.22607681930562548,1.6525634765624986,4.765406210852503,7.200347047805002,6.033713264811808,1.2661487809939318,1.0773478788488067
k5_3.tsv.part.0,1.501500153762855,-0.3026398837105466,-1.0032711045758294,1.501500153762855,5.963598632812506,2.1312877119883096,2.5387674282486543,2.3795104579352837,1.116466089749752,2.7634698055491755,2.329350377172126,0.09513484650214295,-1.2624129283176233,2.329350377172126,9.580078125,2.057390108295036,2.4057354315381407,2.260902122486149,1.0989175622895182,4.787695700252757,0.22102962301067147,0.4134409505353718,0.07752184190809919,0.22102962301067147,1.6525634765624986,4.5185460806603635,6.658820798053816,5.6609554559636575,1.2528267621730962,0.9987325367647073
k5_3.tsv.part.1,1.4939376254057934,-0.30202903124395003,-1.0080191667330733,1.4939376254057934,5.915698242187496,2.1549238747206503,2.567864259245752,2.406220211816434,1.1166149486966725,2.696376385857076,2.332829890225439,0.08304396169650743,-1.2580741513105145,2.332829890225439,9.651928710937504,2.0883934010101397,2.4462658929271486,2.296916504504573,1.0998485742167028,4.780062162511489,0.22661843167703127,0.4180977452604346,0.09267374221195546,0.22661843167703127,1.6286132812500043,4.419906983875445,6.531047901808635,5.538351189671155,1.2530470007346264,1.001632388844211
k5_3.tsv.part.2,1.500255915443813,-0.31542808674073497,-1.0013004630648783,1.500255915443813,6.011499023437501,2.1966361314205343,2.61619020440393,2.4523381984989565,1.1164062010184015,2.7159826731962315,2.3335175521104654,0.09607287572600912,-1.2635799420985092,2.3335175521104654,9.843530273437501,2.1179639068139324,2.474755389188421,2.3266159160359194,1.0985153753332197,4.9012243221507354,0.2230239107416572,0.4520882025877368,0.2299294715728193,0.2230239107416572,1.7962646484375,5.4678310639329,8.1713888066792,6.884786629373581,1.2591439912595788,1.2194570671530316
k5_3.tsv.part.3,1.498044234230979,-0.29850426554475956,-1.022193217933666,1.498044234230979,5.987548828125,2.1479303336700144,2.5566247626712477,2.3965378340049384,1.1157428136461698,2.7698541762408118,2.337367835562582,0.08183782207579515,-1.2643136281273313,2.337367835562582,9.556127929687506,2.085050071964687,2.439505507166705,2.292119421334641,1.0993114516309135,4.682598955939799,0.22594776069236114,0.45024587042072906,0.2740527007446176,0.22594776069236114,1.676513671875,4.789109683450128,7.156336378439588,6.0406624466461345,1.2613330756489114,1.082088608685659
k5_3.tsv.part.4,1.5033576254107273,-0.30728539639522673,-1.0155247545655146,1.5033576254107273,5.915698242187503,2.115747057906119,2.5157939147258475,2.3593821115299174,1.1151532044973824,2.7349737692440272,2.338865054462769,0.08685020462736057,-1.2634226195967322,2.338865054462769,9.747729492187503,2.095524568607003,2.449153773541159,2.302324954296869,1.0986866910500297,4.9011491842830885,0.22584351105934036,0.45090615245396287,0.16741562813499566,0.22584351105934036,1.8202148437499943,5.34735362722844,7.867094062738206,6.7002780120177,1.2530082128663123,1.20766511804917
