t,aX,aY,aZ
16.616,-0.461,-0.769,-2.983
16.637,-0.434,-0.154,-3.093
16.657,-0.489,0.352,-3.214
16.678,-0.324,0.412,-3.087
16.699,-0.264,0.406,-3.054
16.719,-0.341,-0.121,-2.862
16.74,-0.181,-0.357,-2.604
16.761,-0.187,-0.731,-2.516
16.781,-0.291,-0.764,-2.340
16.802,-0.192,-0.698,-2.115
16.823,-0.187,-0.253,-2.038
16.844,-0.291,0.132,-1.807
16.864,-0.121,0.187,-1.439
16.885,0.005,0.220,-1.296
16.906,-0.077,-0.225,-0.884
16.926,0.137,-0.401,-0.472
16.947,0.126,-0.731,-0.313
16.968,-0.033,-0.736,-0.104
16.988,-0.005,-0.736,-0.016
17.009,-0.066,-0.319,-0.044
17.03,-0.209,0.033,-0.374
17.05,-0.066,0.077,-0.527
17.071,0.022,0.181,-0.665
17.092,-0.104,-0.132,-0.813
17.113,0.077,-0.264,-0.643
17.133,0.082,-0.544,-0.571
17.154,-0.060,-0.626,-0.313
17.175,0.011,-0.676,-0.104
17.195,-0.005,-0.341,-0.038
17.216,-0.148,-0.044,-0.022
17.237,-0.027,-0.022,0.071
17.257,0.000,0.209,0.093
17.278,-0.121,0.154,0.352
17.299,-0.077,0.093,0.676
17.319,-0.121,0.154,0.879
17.34,-0.247,0.335,1.170
17.361,-0.220,0.346,1.187
17.382,-0.159,0.791,1.154
17.402,-0.253,1.066,0.775
17.423,-0.077,1.104,0.527
17.444,0.060,1.285,0.335
17.464,0.000,1.291,0.187
17.485,0.093,1.274,0.302
17.506,0.077,1.428,0.396
17.526,-0.016,1.648,0.621
17.547,-0.099,1.703,0.698
17.568,-0.110,2.010,0.720
17.588,-0.181,2.021,0.450
17.609,-0.104,2.016,0.247
17.63,0.088,1.780,0.077
17.651,0.066,1.505,-0.110
17.671,0.258,1.417,-0.033
17.692,0.401,1.390,0.049
17.713,0.357,1.604,0.302
17.733,0.401,1.664,0.456
17.754,0.472,2.021,0.571
17.775,0.396,2.104,0.527
17.795,0.483,2.115,0.489
17.816,0.637,1.912,0.439
17.837,0.599,1.609,0.341
17.857,0.731,1.500,0.368
17.878,0.862,1.285,0.385
17.899,0.802,1.236,0.352
17.92,0.829,1.219,0.330
17.94,0.939,1.230,0.302
17.961,0.857,1.099,0.060
17.982,0.972,1.049,-0.093
18.002,1.170,0.731,-0.220
18.023,1.121,0.472,-0.516
18.044,1.280,0.368,-0.599
18.064,1.461,0.319,-0.659
18.085,1.395,0.461,-0.720
18.106,1.428,0.489,-0.654
18.126,1.494,0.753,-0.555
18.147,1.406,0.818,-0.450
18.168,1.357,0.818,-0.379
18.189,1.456,0.626,-0.302
18.209,1.351,0.412,-0.434
18.23,1.417,0.297,-0.544
18.251,1.604,0.253,-0.681
18.271,1.522,0.560,-0.906
18.292,1.588,0.632,-0.906
18.313,1.719,1.126,-0.824
18.333,1.626,1.165,-0.560
18.354,1.604,1.137,-0.379
18.375,1.670,0.593,-0.192
18.395,1.544,0.077,-0.247
18.416,1.445,-0.159,-0.363
18.437,1.489,-0.494,-0.582
18.458,1.373,-0.472,-0.956
18.478,1.324,-0.505,-1.049
18.499,1.428,-0.417,-1.110
18.52,1.335,-0.544,-1.033
18.54,1.318,-0.643,-0.978
18.561,1.434,-0.945,-0.895
18.582,1.357,-0.972,-1.038
18.602,1.296,-1.027,-1.176
18.623,1.274,-0.632,-1.379
18.644,1.170,-0.187,-1.577
18.664,0.912,-0.060,-1.571
18.685,0.818,0.187,-1.445
18.706,0.698,-0.011,-1.132
18.727,0.571,-0.121,-0.994
18.747,0.643,-0.654,-0.742
18.768,0.626,-0.923,-0.720
18.789,0.582,-1.060,-0.764
18.809,0.588,-0.895,-0.824
18.83,0.544,-0.549,-0.901
18.851,0.352,-0.428,-0.912
18.871,0.291,-0.137,-0.764
18.892,0.209,-0.181,-0.593
18.913,0.044,-0.247,-0.560
18.933,0.060,-0.560,-0.417
18.954,0.022,-0.709,-0.505
18.975,-0.132,-0.797,-0.577
18.996,-0.165,-0.731,-0.670
19.016,-0.231,-0.533,-0.720
19.037,-0.483,-0.467,-0.742
19.058,-0.516,-0.357,-0.577
19.078,-0.577,-0.412,-0.423
19.099,-0.692,-0.483,-0.434
19.12,-0.582,-0.791,-0.319
19.14,-0.571,-0.884,-0.423
19.161,-0.648,-0.961,-0.538
19.182,-0.637,-0.829,-0.615
19.202,-0.698,-0.527,-0.698
19.223,-0.978,-0.385,-0.758
19.244,-1.022,-0.066,-0.588
19.265,-1.093,0.159,-0.417
19.285,-1.274,0.225,-0.417
19.306,-1.137,0.209,-0.159
19.327,-1.132,0.209,-0.110
19.347,-1.154,0.165,-0.165
19.368,-1.011,0.066,-0.148
19.389,-1.000,0.165,-0.275
19.409,-1.165,0.176,-0.357
19.43,-1.148,0.302,-0.379
19.451,-1.208,0.533,-0.412
19.471,-1.428,0.599,-0.467
19.492,-1.280,0.714,-0.401
19.513,-1.263,0.851,-0.439
19.534,-1.252,0.862,-0.489
19.554,-1.027,0.857,-0.566
19.575,-0.967,0.934,-0.731
19.596,-1.093,0.917,-0.807
19.616,-1.033,0.868,-0.956
19.637,-1.066,0.923,-1.115
19.658,-1.269,0.901,-1.170
19.678,-1.082,0.917,-1.324
19.699,-1.044,1.121,-1.527
19.72,-0.983,1.208,-1.593
19.74,-0.720,1.527,-1.818
19.761,-0.626,1.868,-2.010
19.782,-0.698,2.027,-2.082
19.803,-0.643,2.252,-2.098
19.823,-0.648,2.329,-1.956
19.844,-0.824,2.318,-1.928
19.865,-0.670,2.142,-1.571
19.885,-0.599,2.071,-1.313
19.906,-0.445,1.978,-1.252
19.927,-0.203,1.989,-1.093
19.947,-0.060,2.104,-1.044
19.968,-0.104,2.170,-1.060
19.989,-0.132,2.302,-0.934
20.009,-0.154,2.335,-0.714
20.03,-0.319,2.313,-0.670
20.051,-0.225,2.214,-0.346
20.072,-0.121,2.159,-0.198
20.092,0.044,2.098,-0.181
20.113,0.192,2.131,-0.220
20.134,0.313,2.225,-0.313
20.154,0.198,2.269,-0.390
20.175,0.088,2.236,-0.445
20.196,0.049,2.115,-0.423
20.216,-0.137,1.989,-0.456
20.237,-0.066,1.620,-0.494
20.258,0.033,1.445,-0.703
20.278,0.214,1.296,-0.824
20.299,0.368,1.198,-1.252
20.32,0.511,1.230,-1.412
20.341,0.445,1.241,-1.516
20.361,0.363,1.285,-1.187
20.382,0.346,1.346,-0.571
20.403,0.154,1.373,-0.401
20.423,0.170,1.384,0.450
20.444,0.258,1.324,0.906
20.465,0.269,1.252,1.011
20.485,0.297,0.928,1.060
20.506,0.363,0.753,1.005
20.527,0.132,0.593,0.923
20.547,-0.011,0.406,1.055
20.568,-0.055,0.374,1.340
20.589,-0.286,0.352,1.395
20.61,-0.308,0.192,1.615
20.63,-0.214,0.022,1.522
20.651,-0.269,-0.165,1.428
20.672,-0.297,-0.577,0.895
20.692,-0.231,-0.648,0.439
20.713,-0.516,-0.687,0.214
20.734,-0.659,-0.390,-0.060
20.754,-0.698,-0.044,-0.011
20.775,-0.934,0.330,0.000
20.796,-0.956,0.676,0.154
20.816,-0.846,0.687,0.159
20.837,-0.851,0.626,0.132
20.858,-0.824,0.115,-0.093
20.879,-0.692,-0.132,-0.192
20.899,-0.884,-0.379,-0.269
20.92,-0.983,-0.417,-0.099
20.941,-0.972,-0.247,0.231
20.961,-1.170,0.000,0.352
20.982,-1.208,0.253,0.753
21.003,-1.104,0.264,0.989
21.023,-1.170,0.187,1.055
21.044,-1.198,-0.225,1.099
21.065,-1.121,-0.401,1.104
21.085,-1.362,-0.593,1.049
21.106,-1.549,-0.505,0.879
21.127,-1.642,-0.319,0.769
21.148,-1.923,0.000,0.670
21.168,-1.950,0.302,0.406
21.189,-1.813,0.313,0.280
21.21,-1.626,0.236,0.181
21.23,-1.549,-0.225,0.005
21.251,-1.362,-0.434,0.033
21.272,-1.560,-0.709,0.011
21.292,-1.774,-0.725,0.033
21.313,-1.983,-0.621,0.154
21.334,-2.307,-0.335,0.165
21.354,-2.384,-0.071,0.187
21.375,-2.291,-0.033,0.286
21.396,-2.049,-0.011,0.286
21.417,-1.939,-0.209,0.181
21.437,-1.686,-0.308,0.198
21.458,-1.725,-0.396,0.143
21.479,-1.901,-0.319,0.033
21.499,-2.087,-0.247,0.148
21.52,-2.444,0.055,0.154
21.541,-2.593,0.313,0.275
21.561,-2.576,0.352,0.505
21.582,-2.384,0.456,0.577
21.603,-2.296,0.313,0.643
21.623,-1.950,0.225,0.709
21.644,-1.791,0.099,0.676
21.665,-1.879,0.022,0.456
21.686,-1.873,-0.022,0.324
21.706,-2.049,0.115,0.198
21.727,-2.170,0.192,-0.110
21.748,-2.065,0.165,-0.236
21.768,-1.868,0.209,-0.368
21.789,-1.835,0.093,-0.626
21.81,-1.494,0.016,-0.753
21.83,-1.368,0.066,-0.857
21.851,-1.456,0.253,-1.011
21.872,-1.401,0.258,-1.066
21.892,-1.478,0.786,-1.126
21.913,-1.577,1.181,-1.329
21.934,-1.340,1.230,-1.489
21.955,-1.049,1.461,-1.626
21.975,-1.055,1.340,-1.884
21.996,-0.659,1.258,-1.950
22.017,-0.555,1.104,-2.010
22.037,-0.670,1.077,-1.961
22.058,-0.632,1.038,-1.818
22.079,-0.703,1.379,-1.725
22.099,-0.824,1.681,-1.505
22.12,-0.582,1.719,-1.324
22.141,-0.302,1.945,-1.208
22.161,-0.341,1.890,-1.033
22.182,0.060,1.857,-0.862
22.203,0.176,1.730,-0.742
22.224,0.044,1.703,-0.577
22.244,0.110,1.697,-0.456
22.265,0.088,1.890,-0.390
22.286,-0.060,1.967,-0.467
22.306,0.203,1.989,-0.571
22.327,0.417,1.824,-0.670
22.348,0.341,1.483,-0.939
22.368,0.643,1.401,-1.022
22.389,0.665,1.121,-1.066
22.41,0.544,1.104,-1.022
22.43,0.544,1.104,-0.879
22.451,0.544,1.390,-0.747
22.472,0.434,1.522,-0.621
22.493,0.654,1.549,-0.566
22.513,0.857,1.406,-0.544
22.534,0.813,1.104,-0.681
22.555,1.011,1.016,-0.709
22.575,1.060,0.802,-0.725
22.596,1.000,0.868,-0.714
22.617,0.978,0.884,-0.604
22.637,1.011,1.192,-0.489
22.658,0.939,1.368,-0.379
22.679,1.049,1.406,-0.313
22.699,1.154,1.346,-0.225
22.72,1.104,1.132,-0.291
22.741,1.082,1.044,-0.302
22.762,1.016,0.835,-0.313
22.782,0.901,0.807,-0.417
22.803,0.747,0.775,-0.423
22.824,0.758,0.879,-0.417
22.844,0.670,0.906,-0.483
22.865,0.698,0.879,-0.472
22.886,0.758,0.758,-0.445
22.906,0.681,0.621,-0.505
22.927,0.560,0.544,-0.511
22.948,0.478,0.494,-0.500
22.968,0.357,0.599,-0.456
22.989,0.176,0.593,-0.341
23.01,0.137,0.824,-0.170
23.031,0.016,0.939,0.137
23.051,-0.066,0.934,0.324
23.072,-0.033,0.857,0.544
23.093,-0.148,0.709,0.676
23.113,-0.368,0.610,0.687
23.134,-0.698,0.461,0.676
23.155,-0.945,0.478,0.472
23.175,-1.412,0.439,0.363
23.196,-1.247,0.533,0.236
23.217,-1.313,0.527,0.082
23.237,-0.632,0.483,0.055
23.258,-0.027,0.335,0.066
23.279,0.049,0.236,0.082
23.3,-0.110,0.148,0.077
23.32,-0.599,0.203,0.093
23.341,-0.917,0.385,-0.022
23.362,-1.637,0.428,-0.071
23.382,-1.609,0.736,-0.060
23.403,-1.736,0.873,-0.005
23.424,-1.126,0.901,0.049
23.444,-0.428,0.829,0.242
23.465,-0.319,0.709,0.401
23.486,-0.104,0.637,0.417
23.506,-0.275,0.615,0.505
23.527,-0.472,0.742,0.385
23.548,-1.055,0.791,0.313
23.569,-1.033,1.082,0.253
23.589,-1.115,1.219,0.181
23.61,-0.549,1.263,0.126
23.631,0.099,1.154,0.209
23.651,0.291,1.011,0.148
23.672,0.522,0.928,0.066
23.693,0.450,0.846,-0.066
23.713,0.352,0.950,-0.423
23.734,-0.093,0.972,-0.604
23.755,-0.181,1.165,-0.895
23.775,-0.253,1.285,-1.165
23.796,-0.242,1.302,-1.280
23.817,-0.088,1.263,-1.252
23.838,-0.071,1.241,-1.192
23.858,-0.143,1.208,-1.230
23.879,-0.214,1.263,-1.005
23.9,-0.297,1.439,-0.879
23.92,-0.527,1.494,-0.901
23.941,-0.428,1.664,-0.681
23.962,-0.445,1.763,-0.604
23.982,-0.308,1.774,-0.632
24.003,-0.104,1.653,-0.516
24.024,-0.066,1.593,-0.566
24.044,-0.170,1.522,-0.615
24.065,-0.126,1.450,-0.681
24.086,-0.170,1.571,-0.807
24.107,-0.280,1.588,-0.868
24.127,-0.137,1.703,-0.928
24.148,-0.121,1.813,-1.033
24.169,-0.203,1.818,-1.077
24.189,-0.198,1.708,-1.165
24.21,-0.247,1.714,-1.258
24.231,-0.610,1.648,-1.302
24.251,-0.648,1.631,-1.280
24.272,-0.731,1.818,-1.236
24.293,-0.851,1.868,-1.236
24.313,-0.670,1.994,-1.121
24.334,-0.632,2.093,-1.055
24.355,-0.676,2.076,-1.038
24.376,-0.599,1.895,-0.906
24.396,-0.632,1.846,-0.758
24.417,-0.928,1.763,-0.742
24.438,-0.901,1.692,-0.439
24.458,-0.945,1.802,-0.154
24.479,-1.071,1.824,-0.104
24.5,-0.857,1.857,0.220
24.52,-0.818,1.895,0.357
24.541,-0.890,1.857,0.374
24.562,-0.813,1.664,0.478
24.582,-0.818,1.615,0.560
24.603,-1.088,1.538,0.544
24.624,-0.989,1.494,0.692
24.645,-0.994,1.582,0.786
24.665,-1.027,1.609,0.786
24.686,-0.851,1.681,0.818
24.707,-0.807,1.703,0.709
24.727,-1.104,1.686,0.632
24.748,-1.247,1.516,0.379
24.769,-1.412,1.395,0.198
24.789,-1.917,1.269,0.093
24.81,-1.945,1.154,0.011
24.831,-1.972,1.165,0.049
24.851,-1.934,1.159,0.016
24.872,-1.741,1.230,0.093
24.893,-1.642,1.263,0.104
24.914,-1.857,1.247,0.060
24.934,-2.049,1.137,-0.038
24.955,-2.192,1.038,-0.121
24.976,-2.664,0.945,-0.198
24.996,-2.829,0.786,-0.247
25.017,-2.900,0.725,-0.187
25.038,-3.021,0.670,-0.236
25.058,-3.016,0.560,-0.148
25.079,-2.972,0.478,-0.082
25.1,-3.148,0.396,-0.126
25.12,-3.241,0.203,-0.132
25.141,-3.279,0.137,-0.126
25.162,-3.543,0.071,-0.187
25.183,-3.724,0.038,-0.220
25.203,-3.829,0.088,-0.192
25.224,-4.098,0.126,-0.231
25.245,-3.988,0.214,-0.220
25.265,-3.834,0.269,-0.214
25.286,-3.318,0.308,-0.247
25.307,-2.889,0.286,-0.313
25.327,-2.505,0.297,-0.412
25.348,-2.422,0.302,-0.489
25.369,-2.571,0.291,-0.665
25.389,-2.664,0.335,-0.780
25.41,-3.126,0.357,-0.862
25.431,-3.159,0.302,-0.972
25.452,-3.054,0.264,-1.038
25.472,-2.620,0.214,-1.082
25.493,-2.142,0.066,-1.176
25.514,-1.653,0.049,-1.137
25.534,-1.225,0.044,-1.154
25.555,-1.143,0.093,-0.978
25.576,-1.033,0.198,-0.698
25.596,-1.434,0.319,-0.604
25.617,-1.549,0.396,-0.242
25.638,-1.533,0.423,0.022
25.658,-1.395,0.450,0.099
25.679,-1.093,0.363,0.198
25.7,-0.687,0.368,0.225
25.721,-0.313,0.374,0.198
25.741,-0.154,0.406,0.137
25.762,0.055,0.489,0.187
25.783,-0.165,0.588,0.165
25.803,-0.324,0.665,0.137
25.824,-0.390,0.725,0.137
25.845,-0.775,0.764,0.099
25.865,-0.879,0.725,-0.192
25.886,-0.818,0.731,-0.401
25.907,-0.720,0.703,-0.549
25.927,-0.582,0.681,-0.895
25.948,-0.302,0.703,-0.890
25.969,-0.269,0.720,-0.923
25.99,-0.302,0.714,-0.791
26.01,-0.242,0.709,-0.527
26.031,-0.483,0.698,-0.434
26.052,-0.549,0.626,-0.264
26.072,-0.461,0.626,-0.071
26.093,-0.330,0.632,-0.016
26.114,-0.192,0.681,0.082
26.134,0.110,0.758,0.341
26.155,0.319,0.862,0.428
26.176,0.335,0.939,0.670
26.196,0.445,0.967,0.956
26.217,0.231,1.000,1.060
26.238,0.104,0.994,1.137
26.259,0.071,0.994,1.219
26.279,0.126,1.055,1.181
26.3,0.220,1.088,1.022
26.321,0.489,1.099,0.983
26.341,0.731,1.137,0.912
26.362,0.742,1.066,0.813
26.383,0.857,1.022,0.873
26.403,0.687,0.994,0.862
26.424,0.549,1.011,0.873
26.445,0.500,1.027,0.950
26.465,0.483,1.214,0.956
26.486,0.456,1.368,0.967
26.507,0.615,1.390,1.016
26.528,0.632,1.522,1.033
26.548,0.533,1.434,1.022
26.569,0.516,1.379,1.005
26.59,0.275,1.307,0.994
26.61,0.110,1.236,0.835
26.631,0.077,1.187,0.725
26.652,0.137,1.302,0.626
26.672,0.132,1.401,0.374
26.693,0.445,1.373,0.242
26.714,0.654,1.527,0.115
26.734,0.593,1.544,-0.143
26.755,0.687,1.500,-0.313
26.776,0.423,1.609,-0.456
26.797,0.203,1.681,-0.769
26.817,0.044,1.659,-0.950
26.838,-0.038,1.835,-1.110
26.859,-0.143,1.868,-1.373
26.879,0.137,1.824,-1.423
26.9,0.341,1.862,-1.467
26.921,0.253,1.769,-1.450
26.941,0.396,1.708,-1.373
26.962,0.192,1.697,-1.313
26.983,-0.011,1.664,-1.302
27.003,-0.121,1.626,-1.296
27.024,-0.181,1.708,-1.296
27.045,-0.319,1.725,-1.412
27.066,-0.066,1.703,-1.445
27.086,0.121,1.791,-1.472
27.107,0.033,1.785,-1.555
27.128,0.302,1.774,-1.593
27.148,0.176,1.785,-1.615
27.169,-0.005,1.747,-1.785
27.19,-0.368,1.730,-1.906
27.21,-0.489,1.741,-2.010
27.231,-0.643,1.708,-2.291
27.252,0.077,1.703,-2.384
27.272,1.022,1.697,-2.433
27.293,1.159,1.626,-2.444
27.314,1.906,1.599,-2.329
27.335,1.725,1.511,-2.192
27.355,1.571,1.401,-2.032
27.376,0.769,1.373,-1.901
27.397,0.253,1.362,-1.774
27.417,0.038,1.373,-1.719
27.438,0.198,1.379,-1.675
27.459,0.807,1.417,-1.620
27.479,0.901,1.390,-1.785
27.5,1.522,1.379,-1.829
27.521,1.549,1.412,-1.873
27.541,1.472,1.500,-1.659
27.562,0.890,1.516,-1.274
27.583,0.472,1.637,-0.780
27.604,0.275,1.637,0.220
27.624,0.412,1.620,0.846
27.645,1.022,1.494,1.577
27.666,1.115,1.307,2.225
27.686,1.697,1.241,2.395
27.707,1.736,1.049,2.499
27.728,1.642,0.934,2.455
27.748,1.110,0.873,2.532
27.769,0.643,0.824,2.681
27.79,0.406,0.807,3.010
27.81,0.088,0.775,3.159
27.831,0.137,0.807,3.351
27.852,0.044,0.846,3.192
27.873,0.071,0.835,2.950
27.893,0.038,0.890,2.532
27.914,-0.082,0.884,1.741
27.935,-0.494,0.851,1.406
27.955,-0.769,0.747,0.989
27.976,-0.972,0.632,0.824
27.997,-1.176,0.566,0.835
28.017,-1.104,0.461,0.961
28.038,-1.198,0.445,0.978
28.059,-1.208,0.406,0.912
28.079,-1.126,0.494,0.769
28.1,-1.230,0.555,0.500
28.121,-1.181,0.527,0.439
28.142,-0.901,0.505,0.533
28.162,-0.945,0.412,0.983
28.183,-0.742,0.346,1.214
28.204,-0.615,0.225,1.901
28.224,-0.714,0.203,2.444
28.245,-0.912,0.148,2.565
28.266,-0.983,0.220,2.802
28.286,-1.143,0.302,2.576
28.307,-1.258,0.286,2.417
28.328,-1.115,0.308,2.016
28.348,-1.176,0.264,1.505
28.369,-1.033,0.203,1.291
28.39,-0.879,0.137,0.917
28.411,-0.945,0.137,0.478
28.431,-1.115,0.099,0.280
28.452,-1.225,0.214,-0.181
28.473,-1.368,0.352,-0.769
28.493,-1.582,0.374,-0.978
28.514,-1.555,0.500,-1.412
28.535,-1.626,0.560,-1.593
28.555,-1.714,0.560,-1.681
28.576,-1.714,0.593,-1.439
28.597,-1.785,0.610,-1.285
28.617,-1.923,0.593,-1.307
28.638,-1.829,0.599,-1.368
28.659,-1.840,0.615,-1.730
28.68,-1.703,0.599,-1.873
28.7,-1.478,0.599,-2.082
28.721,-1.434,0.604,-1.906
28.742,-1.412,0.588,-1.890
28.762,-1.461,0.588,-1.159
28.783,-1.538,0.588,-0.571
28.804,-1.857,0.582,-0.439
28.824,-1.906,0.544,-0.170
28.845,-1.961,0.522,-0.412
28.866,-1.928,0.483,-0.483
28.886,-1.697,0.423,-0.994
28.907,-1.626,0.467,-1.296
28.928,-1.538,0.461,-1.390
28.949,-1.384,0.599,-1.346
28.969,-1.373,0.802,-1.230
28.99,-1.357,0.868,-1.219
29.011,-1.088,1.038,-1.285
29.031,-1.005,1.159,-1.599
29.052,-0.813,1.181,-1.719
29.073,-0.577,1.203,-2.142
29.093,-0.522,1.307,-2.362
29.114,-0.615,1.329,-2.439
29.135,-0.544,1.489,-2.411
29.155,-0.560,1.708,-2.335
29.176,-0.560,1.780,-2.335
29.197,-0.209,1.873,-2.406
29.218,-0.088,1.901,-2.626
29.238,0.077,1.873,-2.725
29.259,0.104,1.747,-3.021
29.28,0.049,1.791,-2.999
29.3,-0.467,1.774,-3.021
29.321,-0.434,1.840,-2.488
29.342,-0.467,1.994,-1.862
29.362,-0.115,2.027,-1.692
29.383,0.544,2.005,-1.022
29.404,0.868,2.027,-0.676
29.424,1.066,1.972,-0.621
29.445,0.994,1.868,-0.450
29.466,0.846,2.000,-0.335
29.487,0.099,2.021,-0.357
29.507,-0.060,2.186,-0.264
29.528,-0.203,2.357,-0.335
29.549,-0.126,2.406,-0.412
29.569,0.379,2.346,-0.676
29.59,0.665,2.280,-0.654
29.611,0.928,2.186,-0.709
29.631,0.956,1.956,-0.203
29.652,0.895,1.956,0.533
29.673,0.258,1.917,0.753
29.693,0.044,1.989,1.736
29.714,-0.099,2.098,2.280
29.735,-0.077,2.131,2.417
29.756,0.291,2.082,2.538
29.776,0.538,2.005,2.598
29.797,0.731,1.906,2.571
29.818,0.692,1.752,2.889
29.838,0.632,1.730,3.219
29.859,0.038,1.703,3.312
29.88,-0.357,1.719,3.461
29.9,-0.599,1.725,3.279
29.921,-1.000,1.686,3.175
29.942,-0.994,1.522,2.527
29.962,-0.928,1.395,1.923
29.983,-0.769,1.280,1.642
30.004,-0.654,1.126,1.093
30.025,-0.538,1.137,0.890
30.045,-0.764,1.137,0.797
30.066,-0.950,1.192,0.714
30.087,-1.060,1.208,0.676
30.107,-1.263,1.198,0.626
30.128,-1.187,1.027,0.610
30.149,-1.049,0.879,0.797
30.169,-0.851,0.742,0.846
30.19,-0.659,0.527,1.340
30.211,-0.439,0.461,1.796
30.231,-0.423,0.406,1.972
30.252,-0.472,0.352,2.280
30.273,-0.467,0.308,2.444
30.294,-0.775,0.264,2.466
30.314,-0.873,0.121,2.543
30.335,-0.857,0.066,2.675
30.356,-0.884,0.005,2.686
30.376,-0.764,-0.022,2.582
30.397,-0.560,0.033,2.335
30.418,-0.500,0.093,2.142
30.438,-0.439,0.159,1.335
30.459,-0.335,0.187,0.753
30.48,-0.379,0.181,0.401
30.5,-0.330,0.077,-0.324
30.521,-0.181,0.038,-0.577
30.542,-0.154,0.011,-0.736
30.563,-0.104,-0.055,-0.873
30.583,0.060,0.000,-0.714
30.604,-0.082,0.049,-0.659
30.625,-0.187,0.115,-0.434
30.645,-0.192,0.176,-0.198
30.666,-0.478,0.214,-0.132
30.687,-0.527,0.115,-0.291
30.707,-0.423,0.044,-0.450
30.728,-0.324,-0.033,-0.610
30.749,-0.143,-0.220,-1.033
30.769,0.176,-0.220,-1.060
30.79,0.225,-0.203,-1.115
30.811,0.176,-0.121,-0.950
30.832,0.187,0.000,-0.621
30.852,-0.148,0.121,-0.478
30.873,-0.258,0.159,-0.335
30.894,-0.225,0.192,-0.335
30.914,-0.148,0.187,-0.396
30.935,-0.011,0.099,-0.791
30.956,0.280,0.121,-0.956
30.976,0.379,0.148,-1.104
30.997,0.352,0.242,-1.170
31.018,0.401,0.313,-1.099
31.038,0.264,0.379,-1.077
31.059,0.253,0.374,-1.208
31.08,0.379,0.363,-1.417
31.101,0.549,0.324,-1.593
31.121,0.599,0.264,-2.000
31.142,0.764,0.313,-2.120
31.163,0.615,0.396,-2.203
31.183,0.445,0.577,-2.109
31.204,0.313,0.692,-1.994
31.225,0.154,0.840,-1.917
31.245,0.137,0.901,-2.000
31.266,0.341,0.906,-2.126
31.287,0.648,0.912,-2.258
31.307,0.736,0.884,-2.444
31.328,0.956,0.912,-2.335
31.349,0.868,1.000,-2.230
31.37,0.692,1.126,-1.725
31.39,0.538,1.192,-1.346
31.411,0.324,1.329,-1.077
31.432,0.231,1.379,-0.961
31.452,0.357,1.412,-1.110
31.473,0.533,1.483,-1.263
31.494,0.555,1.599,-1.862
31.514,0.786,1.642,-2.285
31.535,0.824,1.857,-2.637
31.556,0.731,2.043,-3.120
31.576,0.758,2.087,-3.104
31.597,0.648,2.219,-3.021
31.618,0.505,2.214,-2.505
31.639,0.516,2.181,-2.021
31.659,0.417,2.214,-1.588
31.68,0.286,2.241,-0.928
31.701,0.335,2.236,-0.588
31.721,0.297,2.433,-0.319
31.742,0.192,2.571,-0.104
31.763,0.275,2.576,0.143
31.783,0.258,2.725,0.385
31.804,0.126,2.747,0.901
31.825,0.187,2.708,1.198
31.845,0.126,2.802,1.456
31.866,-0.011,2.862,1.335
31.887,0.088,2.845,1.099
31.908,0.121,3.043,0.829
31.928,-0.005,3.109,0.143
31.949,0.143,3.065,-0.137
31.97,0.088,3.082,-0.374
31.99,-0.093,2.939,-0.489
32.011,-0.115,2.845,-0.456
32.032,-0.203,2.785,-0.390
32.052,-0.357,2.725,-0.626
32.073,-0.126,2.670,-0.851
32.094,0.077,2.763,-1.132
32.114,-0.016,2.741,-1.516
32.135,0.198,2.708,-1.494
32.156,0.099,2.659,-1.362
32.177,-0.082,2.521,-0.753
32.197,-0.148,2.461,-0.357
32.218,-0.165,2.373,0.148
32.239,-0.313,2.296,0.505
32.259,0.027,2.269,0.632
32.28,0.308,2.236,0.764
32.301,0.247,2.120,1.016
32.321,0.516,2.082,1.269
32.342,0.522,1.846,1.664
32.363,0.390,1.555,2.104
32.383,0.341,1.494,2.186
32.404,0.335,1.258,2.225
32.425,0.214,1.115,1.626
32.446,0.450,1.071,1.187
32.466,0.643,1.000,0.478
32.487,0.588,0.895,-0.385
32.508,0.703,0.851,-0.670
32.528,0.621,0.692,-0.939
32.549,0.505,0.527,-0.956
32.57,0.302,0.472,-0.934
32.59,0.203,0.363,-0.829
32.611,0.099,0.308,-0.818
32.632,0.071,0.286,-0.802
32.652,0.093,0.291,-0.736
32.673,0.027,0.236,-0.566
32.694,-0.027,0.214,-0.428
32.715,-0.033,0.104,-0.005
32.735,-0.121,0.016,0.593
32.756,-0.093,-0.016,0.818
32.777,-0.011,0.011,1.379
32.797,-0.066,0.071,1.642
32.818,-0.088,0.071,1.653
32.839,-0.143,0.104,1.708
32.859,-0.253,0.011,1.566
32.88,-0.456,-0.049,1.483
32.901,-0.566,-0.231,1.423
32.921,-0.692,-0.335,1.198
32.942,-0.786,-0.406,1.055
32.963,-0.736,-0.390,0.736
32.984,-0.829,-0.324,0.203
33.004,-0.824,-0.335,-0.027
33.025,-0.802,-0.275,-0.522
33.046,-0.901,-0.297,-0.994
33.066,-1.044,-0.346,-1.176
33.087,-1.088,-0.379,-1.373
33.108,-1.219,-0.346,-1.500
33.128,-1.258,-0.374,-1.582
33.149,-1.115,-0.258,-1.577
33.17,-1.192,-0.159,-1.664
33.19,-1.082,-0.165,-1.747
33.211,-0.934,-0.181,-1.703
33.232,-1.005,-0.269,-1.659
