t,aX,aY,aZ
9279.054000000386,0.559,-0.348,0.070
9281.556000000386,0.726,0.030,0.184
9284.059000000387,1.195,-0.101,-0.301
9286.561000000387,1.210,-0.832,-0.196
9289.064000000388,1.396,-0.858,0.148
9291.566000000388,1.812,0.171,-0.368
9294.069000000389,1.812,0.171,-0.368
9296.57100000039,0.829,-0.009,0.712
9299.07400000039,0.655,0.882,0.215
9301.57600000039,0.490,0.469,-0.066
9304.07800000039,0.881,-0.280,0.188
9306.581000000391,1.590,0.168,-0.332
9309.083000000392,1.503,-0.328,-0.043
9311.586000000392,1.331,-0.634,-0.038
9314.088000000393,1.350,0.820,0.288
9316.591000000393,0.757,0.084,0.046
9319.093000000394,0.782,-0.095,0.305
9321.596000000394,1.188,0.171,0.163
9324.098000000395,1.034,-0.239,-0.338
9326.600000000395,1.131,-0.453,0.152
9329.103000000396,1.202,-0.098,0.195
9331.605000000396,0.949,-0.048,0.178
9334.108000000397,0.745,0.273,0.230
9336.610000000397,0.938,1.259,0.381
9339.113000000398,0.938,1.259,0.381
9341.615000000398,0.523,-0.254,0.015
9344.118000000399,0.712,-0.008,0.156
9346.6200000004,1.256,-0.027,-0.277
9349.1220000004,1.234,-0.828,-0.205
9351.6250000004,1.387,-0.927,0.154
9354.1270000004,1.847,0.230,-0.489
9356.630000000401,0.860,0.069,0.605
9359.132000000402,0.632,0.683,0.246
9361.635000000402,0.550,0.412,-0.083
9364.137000000403,0.906,-0.220,0.181
9366.640000000403,1.545,0.199,-0.322
9369.142000000404,1.461,-0.260,0.043
9371.644000000404,1.319,-0.629,-0.051
9374.147000000405,1.253,0.827,0.457
9376.649000000405,0.759,0.195,0.055
9379.152000000406,0.757,-0.148,0.308
9381.654000000406,0.757,-0.148,0.308
9384.157000000407,1.137,0.103,0.226
9386.659000000407,1.076,-0.274,-0.349
9389.161000000408,1.124,-0.578,0.109
9391.664000000408,1.187,-0.119,0.230
9394.166000000409,0.949,-0.022,0.163
9396.66900000041,0.756,0.284,0.093
9399.17100000041,0.934,1.194,0.473
9401.67400000041,0.445,-0.322,0.107
9404.17600000041,0.664,0.037,0.137
9406.679000000411,1.288,0.040,-0.281
9409.181000000412,1.259,-0.872,-0.219
9411.683000000412,1.452,-1.102,0.094
9414.186000000413,1.918,0.262,-0.438
9416.688000000413,0.823,0.102,0.632
9419.191000000414,0.620,0.753,0.254
9421.693000000414,0.620,0.412,-0.078
9424.196000000415,0.904,-0.169,0.175
9426.698000000415,0.904,-0.169,0.175
9429.201000000416,1.503,0.201,-0.310
9431.703000000416,1.431,-0.231,0.059
9434.205000000416,1.273,-0.586,-0.039
9436.708000000417,1.230,0.859,0.444
9439.210000000417,0.767,0.104,0.047
9441.713000000418,0.737,-0.233,0.300
9444.215000000419,1.103,0.124,0.306
9446.71800000042,1.077,-0.182,-0.349
9449.22000000042,1.109,-0.638,0.105
9451.72300000042,1.184,-0.195,0.223
9454.22500000042,0.956,0.012,0.144
9456.727000000421,0.758,0.323,0.129
9459.230000000422,0.959,1.254,0.461
9461.732000000422,0.444,-0.252,0.059
9464.235000000423,0.597,0.023,0.121
9466.737000000423,0.597,0.023,0.121
9469.240000000424,1.249,0.029,-0.241
9471.742000000424,1.265,-0.755,-0.180
9474.244000000424,1.477,-1.113,0.082
9476.747000000425,1.937,0.318,-0.429
9479.249000000425,0.759,0.039,0.726
9481.752000000426,0.562,0.659,0.262
9484.254000000426,0.617,0.437,0.007
9486.757000000427,0.969,-0.098,0.226
9489.259000000427,1.506,0.056,-0.328
9491.762000000428,1.467,-0.310,0.006
9494.264000000428,1.217,-0.485,-0.008
9496.766000000429,1.168,0.930,0.478
9499.26900000043,0.812,0.206,-0.024
9501.77100000043,0.780,-0.346,0.374
9504.27400000043,1.108,0.211,0.257
9506.776000000431,1.039,-0.177,-0.341
9509.279000000432,1.104,-0.673,0.059
9511.781000000432,1.104,-0.673,0.059
9514.284000000433,1.184,-0.258,0.232
9516.786000000433,1.038,-0.016,0.152
9519.288000000433,0.745,0.229,0.184
9521.791000000434,0.940,1.284,0.415
9524.293000000434,0.459,-0.188,-0.016
9526.796000000435,0.662,0.090,0.155
9529.298000000435,1.300,0.007,-0.310
9531.801000000436,1.264,-0.809,-0.145
9534.303000000436,1.454,-1.080,0.086
9536.806000000437,1.898,0.391,-0.466
9539.308000000437,0.793,0.011,0.741
9541.810000000438,0.594,0.590,0.233
9544.313000000438,0.655,0.412,-0.024
9546.815000000439,0.925,-0.095,0.253
9549.31800000044,1.484,0.148,-0.310
9551.82000000044,1.470,-0.320,-0.008
9554.32300000044,1.237,-0.497,0.016
9556.825000000441,1.237,-0.497,0.016
9559.327000000441,1.195,0.882,0.469
9561.830000000442,0.811,0.219,-0.020
9564.332000000442,0.793,-0.289,0.382
9566.835000000443,1.155,0.232,0.269
9569.337000000443,1.047,-0.289,-0.366
9571.840000000444,1.103,-0.707,0.133
9574.342000000444,1.156,-0.191,0.246
9576.845000000445,0.944,0.030,0.149
9579.347000000445,0.748,0.249,0.188
9581.849000000446,0.961,1.233,0.421
9584.352000000446,0.459,-0.191,0.007
9586.854000000447,0.652,0.179,0.140
9589.357000000447,1.309,0.065,-0.359
9591.859000000448,1.267,-0.903,-0.168
9594.362000000448,1.479,-1.098,0.040
9596.864000000449,1.918,0.378,-0.466
9599.36700000045,1.918,0.378,-0.466
9601.86900000045,0.767,0.023,0.695
9604.37100000045,0.586,0.612,0.234
9606.87400000045,0.680,0.469,0.012
9609.376000000451,0.929,-0.181,0.241
9611.879000000452,1.476,0.139,-0.280
9614.381000000452,1.461,-0.257,0.021
9616.884000000453,1.226,-0.419,0.012
9619.386000000453,1.159,0.847,0.484
9621.889000000454,0.831,0.148,-0.031
9624.391000000454,0.836,-0.289,0.373
9626.893000000455,1.162,0.289,0.269
9629.396000000455,1.043,-0.306,-0.400
9631.898000000456,1.087,-0.778,0.084
9634.401000000456,1.175,-0.212,0.225
9636.903000000457,0.968,0.074,0.170
9639.406000000457,0.704,0.249,0.175
9641.908000000458,0.704,0.249,0.175
9644.411000000458,0.980,1.228,0.339
9646.913000000459,0.480,-0.156,0.008
9649.41500000046,0.660,0.062,0.129
9651.91800000046,1.304,0.047,-0.320
9654.42000000046,1.257,-0.844,-0.180
9656.92300000046,1.480,-1.064,0.086
9659.425000000461,1.941,0.384,-0.435
9661.928000000462,0.788,-0.049,0.610
9664.430000000462,0.562,0.632,0.241
9666.932000000463,0.663,0.540,-0.004
9669.435000000463,0.961,-0.168,0.199
9671.937000000464,1.517,0.019,-0.296
9674.440000000464,1.509,-0.289,0.007
9676.942000000465,1.184,-0.388,0.023
9679.445000000465,1.104,0.862,0.508
9681.947000000466,0.855,0.180,-0.056
9684.450000000466,0.855,0.180,-0.056
9686.952000000467,0.836,-0.297,0.280
9689.454000000467,1.132,0.326,0.249
9691.957000000468,1.024,-0.282,-0.382
9694.459000000468,1.079,-0.768,0.059
9696.962000000469,1.193,-0.164,0.233
9699.46400000047,1.061,-0.039,0.133
9701.96700000047,0.726,0.148,0.142
9704.46900000047,0.876,1.269,0.405
9706.97200000047,0.425,-0.002,0.059
9709.474000000471,0.623,-0.010,0.116
9711.976000000472,1.345,0.012,-0.327
9714.479000000472,1.285,-0.820,-0.188
9716.981000000473,1.487,-1.005,0.094
9719.484000000473,1.944,0.452,-0.501
9721.986000000474,0.772,-0.109,0.522
9724.489000000474,0.550,0.554,0.262
9726.991000000475,0.699,0.487,-0.059
9729.494000000475,0.699,0.487,-0.059
9731.996000000476,0.968,-0.125,0.147
9734.498000000476,1.527,0.039,-0.304
9737.001000000477,1.508,-0.234,0.023
9739.503000000477,1.168,-0.399,0.056
9742.006000000478,1.077,0.840,0.545
9744.508000000478,0.840,0.295,-0.008
9747.011000000479,0.784,-0.255,0.172
9749.51300000048,1.101,0.281,0.312
9752.01500000048,1.037,-0.366,-0.383
9754.51800000048,1.070,-0.859,0.030
9757.02000000048,1.186,-0.176,0.265
9759.523000000481,1.081,0.007,0.103
9762.025000000482,0.805,0.117,0.087
9764.528000000482,0.934,1.237,0.523
9767.030000000483,0.362,-0.015,0.129
9769.533000000483,0.579,-0.010,0.086
9772.035000000484,0.579,-0.010,0.086
9774.537000000484,1.402,0.054,-0.330
9777.040000000485,1.336,-0.734,-0.124
9779.542000000485,1.507,-1.106,0.021
9782.045000000486,1.894,0.440,-0.431
9784.547000000486,0.720,-0.024,0.631
9787.050000000487,0.530,0.555,0.276
9789.552000000487,0.831,0.395,0.012
9792.055000000488,1.015,-0.241,0.094
9794.557000000488,1.405,-0.033,-0.199
9797.059000000489,1.405,-0.138,0.074
9799.56200000049,1.102,-0.266,0.077
9802.06400000049,0.980,0.742,0.515
9804.56700000049,0.902,0.382,0.000
9807.06900000049,0.788,-0.376,0.301
9809.572000000491,1.066,0.293,0.312
9812.074000000492,1.066,-0.332,-0.402
9814.577000000492,1.066,-0.332,-0.402
9817.079000000493,1.132,-0.900,-0.009
9819.581000000493,1.159,-0.306,0.249
9822.084000000494,1.146,-0.016,0.066
9824.586000000494,0.826,0.128,0.264
9827.089000000495,0.913,1.378,0.398
9829.591000000495,0.376,0.012,-0.004
9832.094000000496,0.574,-0.185,0.105
9834.596000000496,1.425,0.131,-0.289
9837.098000000497,1.371,-0.549,-0.141
9839.601000000497,1.542,-1.103,-0.022
9842.103000000498,1.852,0.448,-0.410
9844.606000000498,0.719,-0.119,0.475
9847.108000000499,0.577,0.506,0.301
9849.6110000005,0.921,0.482,-0.016
9852.1130000005,1.038,-0.227,0.016
9854.6160000005,1.319,-0.106,-0.148
9857.1180000005,1.319,-0.106,-0.148
9859.620000000501,1.387,-0.138,0.137
9862.123000000502,1.039,-0.174,0.102
9864.625000000502,0.895,0.704,0.507
9867.128000000503,0.913,0.577,0.133
9869.630000000503,0.733,-0.507,0.288
9872.133000000504,0.960,0.222,0.358
9874.635000000504,1.071,-0.268,-0.368
9877.138000000505,1.108,-0.906,-0.110
9879.640000000505,1.220,-0.441,0.222
9882.142000000506,1.347,-0.078,-0.018
9884.645000000506,0.837,0.116,0.358
9887.147000000507,0.842,1.306,0.340
9889.650000000507,0.304,0.181,0.043
9892.152000000508,0.636,-0.227,0.155
9894.655000000508,1.537,0.172,-0.336
9897.157000000509,1.537,0.172,-0.336
9899.66000000051,1.418,-0.516,-0.035
9902.16200000051,1.512,-1.066,-0.031
9904.66400000051,1.784,0.592,-0.312
9907.16700000051,0.696,-0.086,0.508
9909.669000000511,0.609,0.336,0.334
9912.172000000512,0.978,0.313,0.128
9914.674000000512,1.039,-0.235,-0.018
9917.177000000513,1.276,-0.106,-0.071
9919.679000000513,1.386,-0.158,0.097
9922.182000000514,0.996,-0.204,0.132
9924.684000000514,0.853,0.688,0.444
9927.186000000514,0.922,0.735,0.123
9929.689000000515,0.762,-0.493,0.242
9932.191000000515,0.973,0.193,0.345
9934.694000000516,1.094,-0.254,-0.345
9937.196000000517,1.107,-0.945,-0.118
9939.699000000517,1.206,-0.479,0.277
9942.201000000518,1.206,-0.479,0.277
9944.703000000518,1.353,-0.086,-0.048
9947.206000000519,0.883,0.140,0.477
9949.708000000519,0.842,1.203,0.285
9952.21100000052,0.305,0.140,0.000
9954.71300000052,0.662,-0.181,0.131
9957.21600000052,1.538,0.199,-0.325
9959.718000000521,1.438,-0.524,-0.083
9962.221000000522,1.559,-1.142,-0.056
9964.723000000522,1.759,0.665,-0.233
9967.225000000522,0.695,-0.013,0.391
9969.728000000523,0.629,0.295,0.319
9972.230000000523,1.050,0.280,-0.008
9974.733000000524,1.073,-0.228,-0.075
9977.235000000524,1.241,-0.174,0.008
9979.738000000525,1.324,-0.109,0.124
9982.240000000525,0.970,-0.150,0.124
9984.743000000526,0.815,0.648,0.468
9987.245000000526,0.815,0.648,0.468
9989.747000000527,0.940,0.766,0.137
9992.250000000528,0.707,-0.499,0.082
9994.752000000528,0.925,0.203,0.340
9997.255000000529,1.157,-0.149,-0.355
9999.757000000529,1.188,-1.023,-0.179
10002.26000000053,1.228,-0.656,0.289
10004.76200000053,1.456,0.017,-0.111
10007.26500000053,0.863,0.226,0.436
10009.767000000531,0.773,1.154,0.293
10012.269000000531,0.339,0.237,0.023
10014.772000000532,0.670,-0.223,0.187
10017.274000000532,1.523,0.234,-0.337
10019.777000000533,1.434,-0.398,-0.008
10022.279000000533,1.488,-1.002,-0.071
10024.782000000534,1.639,0.748,-0.020
10027.284000000534,1.639,0.748,-0.020
10029.786000000535,0.694,-0.082,0.319
10032.289000000535,0.675,0.149,0.332
10034.791000000536,1.101,0.207,0.124
10037.294000000536,1.093,-0.212,-0.133
10039.796000000537,1.193,-0.359,0.087
10042.299000000537,1.290,-0.174,0.157
10044.801000000538,0.922,-0.022,0.190
10047.304000000539,0.730,0.617,0.340
10049.806000000539,0.922,1.008,0.235
10052.30800000054,0.679,-0.539,0.017
10054.81100000054,0.855,0.180,0.309
10057.31300000054,1.117,-0.080,-0.327
10059.816000000541,1.159,-0.981,-0.196
10062.318000000541,1.292,-0.845,0.220
10064.821000000542,1.706,0.137,-0.278
10067.323000000542,0.862,0.137,0.547
10069.826000000543,0.862,0.137,0.547
10072.328000000543,0.679,0.991,0.248
10074.830000000544,0.396,0.359,-0.018
10077.333000000544,0.765,-0.174,0.184
10079.835000000545,1.578,0.175,-0.317
10082.338000000545,1.485,-0.423,-0.028
10084.840000000546,1.405,-0.843,-0.007
10087.343000000546,1.472,0.948,0.172
10089.845000000547,0.746,0.009,0.162
10092.348000000547,0.711,-0.047,0.172
10094.850000000548,1.101,0.226,0.098
10097.352000000548,1.077,-0.191,-0.235
10099.855000000549,1.144,-0.416,0.062
10102.35700000055,1.269,-0.188,0.214
10104.86000000055,0.938,-0.004,0.193
10107.36200000055,0.714,0.446,0.271
10109.865000000551,0.913,1.112,0.390
10112.367000000551,0.595,-0.460,0.047
10114.869000000552,0.595,-0.460,0.047
10117.372000000552,0.735,0.147,0.285
10119.874000000553,1.144,-0.060,-0.270
10122.377000000553,1.188,-0.973,-0.229
10124.879000000554,1.351,-0.880,0.163
10127.382000000554,1.773,0.281,-0.306
10129.884000000555,0.858,0.112,0.609
10132.387000000555,0.644,0.718,0.235
10134.889000000556,0.423,0.429,0.007
10137.391000000556,0.805,-0.125,0.202
10139.894000000557,1.585,0.171,-0.383
10142.396000000557,1.492,-0.437,0.027
10144.899000000558,1.390,-0.724,-0.008
10147.401000000558,1.391,0.913,0.257
10149.904000000559,0.733,0.055,0.124
10152.40600000056,0.777,-0.117,0.368
10154.90900000056,0.777,-0.117,0.368
10157.41100000056,1.159,0.175,0.139
10159.91300000056,1.047,-0.278,-0.275
10162.416000000561,1.094,-0.560,0.124
10164.918000000562,1.230,-0.080,0.237
10167.421000000562,0.912,0.097,0.228
10169.923000000563,0.722,0.300,0.243
10172.426000000563,0.940,1.092,0.398
10174.928000000564,0.547,-0.345,0.007
10177.431000000564,0.695,0.139,0.228
10179.933000000565,1.214,-0.023,-0.332
10182.435000000565,1.220,-1.013,-0.188
10184.938000000566,1.421,-0.962,0.140
10187.440000000566,1.837,0.318,-0.388
10189.943000000567,0.834,0.056,0.668
10192.445000000567,0.648,0.737,0.234
10194.948000000568,0.515,0.476,-0.087
10197.450000000568,0.874,-0.192,0.230
10199.952000000569,0.874,-0.192,0.230
10202.45500000057,1.543,0.139,-0.316
10204.95700000057,1.465,-0.310,-0.056
10207.46000000057,1.304,-0.562,0.038
10209.96200000057,1.293,0.896,0.340
10212.465000000571,0.795,0.061,0.043
10214.967000000572,0.777,-0.181,0.267
10217.470000000572,1.180,0.288,0.124
10219.972000000573,1.077,-0.274,-0.352
10222.474000000573,1.107,-0.658,0.097
10224.977000000574,1.206,-0.082,0.219
10227.479000000574,0.918,0.101,0.184
10229.982000000575,0.725,0.284,0.234
10232.484000000575,0.976,1.195,0.329
10234.987000000576,0.545,-0.293,-0.054
10237.489000000576,0.696,0.008,0.201
10239.992000000577,1.180,-0.056,-0.327
10239.992000000577,-0.671,-1.407,0.000
10242.494000000577,0.702,0.055,0.123
10244.997000000578,1.999,0.445,-0.337
10247.499000000578,1.574,-0.266,-0.274
10250.002000000579,1.006,-0.200,0.335
10252.50400000058,0.809,-0.007,-0.062
10255.00700000058,0.787,-0.030,0.788
10257.50900000058,0.828,1.469,0.459
10260.01200000058,0.365,-0.027,-0.062
10262.514000000581,0.688,0.003,0.156
10265.016000000582,1.063,-0.216,-0.297
10267.519000000582,1.077,-0.977,-0.141
10270.021000000583,1.202,-0.533,0.272
10272.524000000583,1.353,-0.062,-0.020
10275.026000000584,0.843,0.108,0.226
10277.529000000584,0.895,1.347,0.452
10280.031000000585,0.895,1.347,0.452
10282.534000000585,0.326,0.112,0.077
10285.036000000586,0.662,-0.158,0.124
10287.538000000586,1.478,0.108,-0.329
10290.041000000587,1.327,-0.637,-0.148
10292.543000000587,1.480,-1.119,0.003
10295.046000000588,1.882,0.522,-0.376
10297.548000000588,0.719,-0.024,0.480
10300.051000000589,0.532,0.392,0.312
10302.55300000059,0.891,0.394,0.037
10305.05500000059,1.068,-0.185,0.007
10307.55800000059,1.409,-0.009,-0.087
10310.06000000059,1.496,-0.141,0.016
10312.563000000591,1.066,-0.338,0.027
10315.065000000592,0.898,0.683,0.538
10317.568000000592,0.902,0.559,0.030
10320.070000000593,0.803,-0.415,0.300
10322.573000000593,1.047,0.175,0.284
10325.075000000594,1.047,0.175,0.284
10327.577000000594,0.978,-0.316,-0.310
10330.080000000595,1.023,-0.841,0.012
10332.582000000595,1.184,-0.266,0.261
10335.085000000596,1.237,-0.024,0.053
10337.587000000596,0.865,0.132,0.297
10340.090000000597,0.937,1.277,0.401
10342.592000000597,0.402,0.040,0.003
10345.095000000598,0.665,-0.140,0.109
10347.597000000598,1.480,0.148,-0.330
10350.099000000599,1.340,-0.656,-0.125
10352.6020000006,1.499,-1.212,-0.020
10355.1040000006,1.866,0.569,-0.352
10357.6070000006,0.725,0.077,0.430
10360.1090000006,0.561,0.375,0.246
10362.612000000601,0.909,0.298,-0.044
10365.114000000602,0.909,0.298,-0.044
10367.617000000602,1.056,-0.184,0.023
10370.119000000603,1.387,0.006,-0.118
10372.621000000603,1.430,-0.091,0.090
10375.124000000604,1.047,-0.258,0.058
10377.626000000604,0.851,0.624,0.491
10380.129000000605,0.902,0.663,0.175
10382.631000000605,0.712,-0.423,0.273
10385.134000000606,0.940,0.193,0.277
10387.636000000606,1.012,-0.235,-0.322
10390.138000000607,1.059,-1.002,-0.048
10392.641000000607,1.190,-0.564,0.240
10395.143000000608,1.437,0.023,-0.063
10397.646000000608,0.882,0.222,0.469
10400.148000000609,0.860,1.160,0.298
10402.65100000061,0.387,0.163,-0.016
10405.15300000061,0.652,-0.212,0.148
10407.65600000061,0.652,-0.212,0.148
10410.15800000061,1.547,0.257,-0.356
10412.660000000611,1.412,-0.432,-0.140
10415.163000000612,1.478,-1.140,-0.051
10417.665000000612,1.735,0.706,-0.126
10420.168000000613,0.720,-0.005,0.309
10422.670000000613,0.592,0.155,0.225
10425.173000000614,1.015,0.265,0.007
10427.675000000614,1.105,-0.157,-0.135
10430.178000000615,1.273,-0.231,0.012
10432.680000000615,1.366,-0.150,0.132
10435.182000000616,0.970,-0.025,0.109
10437.685000000616,0.757,0.584,0.348
10440.187000000617,0.978,0.896,0.257
10442.690000000617,0.695,-0.501,0.154
10445.192000000618,0.834,0.137,0.320
10447.695000000618,1.023,-0.163,-0.289
10450.197000000619,1.023,-0.163,-0.289
10452.70000000062,1.097,-0.977,-0.157
10455.20200000062,1.256,-0.777,0.232
10457.70400000062,1.633,0.087,-0.166
10460.20700000062,0.858,0.156,0.561
10462.709000000621,0.735,1.034,0.238
10465.212000000622,0.373,0.343,0.012
10467.714000000622,0.797,-0.212,0.171
10470.217000000623,1.617,0.201,-0.367
10472.719000000623,1.487,-0.442,-0.080
10475.221000000623,1.407,-0.950,-0.009
10477.724000000624,1.519,0.909,0.105
10480.226000000624,0.726,-0.018,0.132
10482.729000000625,0.706,-0.087,0.226
10485.231000000625,1.097,0.230,0.006
10487.734000000626,1.032,-0.161,-0.203
10490.236000000627,1.155,-0.413,0.105
10492.739000000627,1.155,-0.413,0.105
10495.241000000628,1.297,-0.122,0.172
10497.743000000628,0.984,0.046,0.204
10500.246000000629,0.722,0.368,0.234
10502.748000000629,1.007,1.141,0.428
10505.25100000063,0.641,-0.379,0.124
10507.75300000063,0.732,0.087,0.215
10510.25600000063,1.156,-0.095,-0.349
10512.758000000631,1.144,-0.993,-0.118
10515.261000000632,1.300,-0.966,0.159
10517.763000000632,1.805,0.331,-0.346
10520.265000000632,0.867,0.128,0.706
10522.768000000633,0.644,0.699,0.234
10525.270000000633,0.493,0.386,0.017
10527.773000000634,0.878,-0.108,0.246
10530.275000000634,1.593,0.188,-0.332
10532.778000000635,1.593,0.188,-0.332
10535.280000000635,1.504,-0.393,-0.001
10537.783000000636,1.316,-0.707,-0.087
10540.285000000637,1.305,0.876,0.397
10542.787000000637,0.733,0.152,0.062
10545.290000000638,0.774,-0.205,0.290
10547.792000000638,1.140,0.178,0.124
10550.295000000639,0.996,-0.278,-0.285
10552.797000000639,1.090,-0.619,0.151
10555.30000000064,1.225,-0.113,0.219
10557.80200000064,0.992,0.117,0.187
10560.30400000064,0.735,0.256,0.184
10562.807000000641,1.027,1.173,0.438
10565.309000000641,0.539,-0.216,-0.024
10567.812000000642,0.675,0.128,0.137
10570.314000000642,1.226,-0.009,-0.352
10572.817000000643,1.194,-0.978,-0.228
10575.319000000643,1.194,-0.978,-0.228
10577.822000000644,1.389,-1.077,0.137
10580.324000000644,1.904,0.394,-0.391
10582.826000000645,0.798,0.110,0.621
10585.329000000645,0.565,0.586,0.199
10587.831000000646,0.604,0.438,-0.033
10590.334000000646,0.976,-0.169,0.146
10592.836000000647,1.585,0.123,-0.310
10595.339000000648,1.500,-0.258,0.023
10597.841000000648,1.190,-0.400,0.015
10600.344000000649,1.117,0.865,0.495
10602.846000000649,0.805,0.184,-0.044
10605.34800000065,0.749,-0.359,0.272
10607.85100000065,1.071,0.273,0.230
10610.35300000065,0.987,-0.312,-0.345
10612.856000000651,1.095,-0.883,0.074
10615.358000000651,1.095,-0.883,0.074
10617.861000000652,1.206,-0.158,0.245
10620.363000000652,1.056,0.097,0.146
10622.866000000653,0.742,0.230,0.180
10625.368000000653,0.956,1.254,0.389
10627.870000000654,0.498,-0.044,-0.025
10630.373000000654,0.648,-0.024,0.156
10632.875000000655,1.312,0.027,-0.310
10635.378000000655,1.280,-0.751,-0.203
10637.880000000656,1.459,-1.077,0.081
10640.383000000656,1.951,0.515,-0.368
10642.885000000657,0.762,-0.020,0.554
10645.388000000657,0.517,0.438,0.226
10647.890000000658,0.780,0.437,-0.015
10650.392000000658,1.059,-0.153,0.102
10652.895000000659,1.524,-0.057,-0.247
10655.39700000066,1.500,-0.231,0.068
10657.90000000066,1.500,-0.231,0.068
10660.40200000066,1.093,-0.270,0.076
10662.905000000661,0.954,0.821,0.507
10665.407000000661,0.886,0.381,0.014
10667.909000000662,0.808,-0.438,0.311
10670.412000000662,1.024,0.220,0.312
10672.914000000663,0.940,-0.316,-0.281
10675.417000000663,1.062,-0.883,-0.024
10677.919000000664,1.186,-0.234,0.251
10680.422000000664,1.215,0.034,0.059
10682.924000000665,0.812,0.065,0.273
10685.427000000665,0.928,1.267,0.340
10687.929000000666,0.383,0.162,0.019
10690.431000000666,0.644,-0.113,0.109
10692.934000000667,1.462,0.023,-0.363
10695.436000000667,1.319,-0.673,-0.057
10697.939000000668,1.484,-1.048,0.019
10700.441000000668,1.844,0.665,-0.395
10702.944000000669,1.844,0.665,-0.395
10705.44600000067,0.709,-0.091,0.428
10707.94900000067,0.585,0.312,0.238
10710.45100000067,0.918,0.376,0.056
10712.95300000067,1.054,-0.176,0.038
10715.456000000671,1.409,-0.121,-0.133
10717.958000000672,1.454,-0.087,0.095
10720.461000000672,1.062,-0.153,0.089
10722.963000000673,0.837,0.600,0.521
10725.466000000673,0.901,0.543,0.034
10727.968000000674,0.762,-0.352,0.219
10730.471000000674,0.959,0.172,0.336
10732.973000000675,1.032,-0.346,-0.332
10735.475000000675,1.081,-0.992,-0.078
10737.978000000676,1.157,-0.388,0.292
10740.480000000676,1.340,0.090,-0.016
10742.983000000677,1.340,0.090,-0.016
10745.485000000677,0.878,0.110,0.266
10747.988000000678,0.852,1.109,0.359
10750.490000000678,0.313,0.233,0.054
10752.992000000679,0.671,-0.127,0.124
10755.49500000068,1.548,0.140,-0.397
10757.99700000068,1.405,-0.484,-0.078
10760.50000000068,1.515,-1.085,-0.023
10763.00200000068,1.726,0.711,-0.185
10765.505000000681,0.704,-0.070,0.345
10768.007000000682,0.581,0.188,0.308
10770.510000000682,1.007,0.336,0.069
10773.012000000683,1.079,-0.267,-0.140
10775.514000000683,1.282,-0.281,0.016
10778.017000000684,1.384,0.012,0.148
10780.519000000684,0.968,0.027,0.124
10783.022000000685,0.762,0.431,0.371
10785.524000000685,0.762,0.431,0.371
10788.027000000686,0.984,0.860,0.194
10790.529000000686,0.728,-0.403,0.123
10793.032000000687,0.840,0.148,0.321
10795.534000000687,1.021,-0.243,-0.302
10798.036000000688,1.112,-0.941,-0.160
10800.539000000688,1.246,-0.687,0.218
10803.041000000689,1.642,0.077,-0.145
10805.54400000069,0.884,0.089,0.542
10808.04600000069,0.757,1.058,0.237
10810.54900000069,0.382,0.394,0.022
10813.05100000069,0.779,-0.299,0.196
10815.554000000691,1.573,0.195,-0.391
10818.056000000692,1.438,-0.307,0.007
10820.558000000692,1.462,-0.872,-0.035
10823.061000000693,1.569,0.732,0.023
10825.563000000693,1.569,0.732,0.023
10828.066000000694,0.702,-0.142,0.194
10830.568000000694,0.688,0.029,0.359
10833.071000000695,1.094,0.269,0.069
10835.573000000695,1.086,-0.272,-0.212
10838.075000000696,1.237,-0.361,0.097
10840.578000000696,1.295,-0.047,0.171
10843.080000000697,0.909,0.017,0.217
10845.583000000697,0.707,0.318,0.269
10848.085000000698,1.015,1.163,0.321
10850.588000000698,0.645,-0.328,0.062
10853.090000000699,0.758,-0.005,0.235
10855.5930000007,1.078,-0.145,-0.280
10858.0950000007,1.131,-0.829,-0.137
10860.5970000007,1.293,-0.813,0.212
10863.1000000007,1.792,0.163,-0.325
10865.602000000701,0.883,0.110,0.558
10868.105000000702,0.883,0.110,0.558
10870.607000000702,0.592,0.819,0.280
10873.110000000703,0.453,0.444,0.006
10875.612000000703,0.862,-0.235,0.164
10878.115000000704,1.644,0.230,-0.341
10880.617000000704,1.501,-0.343,0.034
10883.119000000705,1.350,-0.763,-0.035
10885.622000000705,1.350,0.820,0.312
10888.124000000706,0.745,0.074,0.039
10890.627000000706,0.748,-0.195,0.353
10893.129000000707,1.105,0.148,0.108
10895.632000000707,1.031,-0.301,-0.302
10898.134000000708,1.109,-0.485,0.121
10900.637000000708,1.202,-0.039,0.194
10903.139000000709,0.967,-0.013,0.190
10905.641000000709,0.745,0.203,0.203
10908.14400000071,0.990,1.288,0.438
10910.64600000071,0.990,1.288,0.438
10913.14900000071,0.483,-0.259,-0.016
10915.651000000711,0.706,-0.028,0.178
10918.154000000712,1.222,0.003,-0.358
10920.656000000712,1.226,-0.837,-0.195
10923.159000000713,1.405,-1.028,0.124
10925.661000000713,1.913,0.312,-0.426
10928.163000000714,0.812,0.103,0.615
10930.666000000714,0.562,0.675,0.295
10933.168000000715,0.634,0.371,-0.060
10935.671000000715,0.909,-0.221,0.144
10938.173000000716,1.542,0.242,-0.260
10940.676000000716,1.476,-0.174,0.021
10943.178000000717,1.276,-0.548,-0.087
10945.680000000717,1.173,0.831,0.512
10948.183000000718,0.797,0.194,-0.004
10950.685000000718,0.746,-0.239,0.340
10953.188000000719,0.746,-0.239,0.340
