t,aX,aY,aZ
17659.73200000205,0.798,-0.140,0.201
17662.234000002052,1.565,0.242,-0.360
17664.737000002053,1.482,-0.377,-0.040
17667.239000002053,1.391,-0.845,-0.062
17669.741000002054,1.398,0.831,0.271
17672.244000002054,0.734,0.023,0.163
17674.746000002055,0.734,0.023,0.163
17677.249000002055,0.725,-0.156,0.298
17679.751000002056,1.121,0.253,0.188
17682.254000002056,1.050,-0.219,-0.203
17684.756000002057,1.105,-0.548,0.117
17687.259000002057,1.257,-0.062,0.186
17689.761000002058,0.972,0.074,0.179
17692.263000002058,0.771,0.305,0.251
17694.76600000206,1.006,1.045,0.304
17697.26800000206,0.577,-0.363,-0.005
17699.77100000206,0.712,0.152,0.190
17702.27300000206,1.180,0.001,-0.355
17704.77600000206,1.211,-1.033,-0.184
17707.27800000206,1.344,-0.955,0.175
17709.78000000206,1.784,0.297,-0.360
17712.283000002062,0.779,0.058,0.694
17714.785000002063,0.617,0.805,0.251
17717.288000002063,0.617,0.805,0.251
17719.790000002064,0.537,0.530,-0.010
17722.293000002064,0.875,-0.191,0.228
17724.795000002065,1.565,0.183,-0.290
17727.298000002065,1.507,-0.298,-0.028
17729.800000002066,1.365,-0.671,-0.077
17732.302000002066,1.331,0.836,0.329
17734.805000002067,0.771,0.034,-0.015
17737.307000002067,0.734,-0.251,0.262
17739.810000002068,1.134,0.359,0.085
17742.312000002068,1.066,-0.236,-0.341
17744.81500000207,1.140,-0.712,0.077
17747.31700000207,1.230,-0.102,0.211
17749.82000000207,0.991,0.100,0.186
17752.32200000207,0.753,0.271,0.209
17754.82400000207,0.995,1.152,0.362
17757.32700000207,0.995,1.152,0.362
17759.82900000207,0.523,-0.229,-0.028
17762.332000002072,0.672,0.004,0.156
17764.834000002073,1.222,0.043,-0.316
17767.337000002073,1.226,-0.869,-0.233
17769.839000002074,1.398,-1.028,0.128
17772.342000002074,1.853,0.343,-0.385
17774.844000002075,0.800,-0.022,0.577
17777.346000002075,0.538,0.646,0.300
17779.849000002076,0.641,0.623,0.017
17782.351000002076,0.960,-0.176,0.120
17784.854000002077,1.562,0.014,-0.332
17787.356000002077,1.521,-0.247,-0.009
17789.859000002078,1.289,-0.481,-0.062
17792.361000002078,1.196,0.843,0.445
17794.86300000208,0.781,0.094,-0.008
17797.36600000208,0.793,-0.309,0.355
17799.86800000208,1.105,0.266,0.209
17802.37100000208,1.105,0.266,0.209
17804.87300000208,1.030,-0.220,-0.341
17807.37600000208,1.102,-0.766,0.086
17809.87800000208,1.195,-0.118,0.234
17812.381000002082,1.042,0.034,0.180
17814.883000002083,0.781,0.155,0.129
17817.385000002083,0.982,1.273,0.401
17819.888000002084,0.453,-0.039,0.038
17822.390000002084,0.632,-0.082,0.124
17824.893000002085,1.328,0.017,-0.307
17827.395000002085,1.246,-0.816,-0.150
17829.898000002086,1.415,-1.098,0.092
17832.400000002086,1.874,0.436,-0.418
17834.903000002087,0.756,-0.079,0.628
17837.405000002087,0.545,0.612,0.305
17839.907000002087,0.765,0.594,-0.048
17842.410000002088,0.987,-0.156,0.145
17844.91200000209,0.987,-0.156,0.145
17847.41500000209,1.484,0.026,-0.266
17849.91700000209,1.519,-0.118,-0.022
17852.42000000209,1.230,-0.397,-0.043
17854.92200000209,1.086,0.725,0.496
17857.42500000209,0.845,0.281,-0.069
17859.92700000209,0.797,-0.325,0.178
17862.429000002092,1.053,0.262,0.265
17864.932000002093,1.037,-0.305,-0.377
17867.434000002093,1.077,-0.891,0.014
17869.937000002094,1.180,-0.176,0.303
17872.439000002094,1.115,0.090,0.070
17874.942000002095,0.815,0.140,0.163
17877.444000002095,0.931,1.219,0.413
17879.946000002095,0.368,-0.015,0.113
17882.449000002096,0.647,-0.093,0.129
17884.951000002096,0.647,-0.093,0.129
17887.454000002097,1.430,0.077,-0.348
17889.956000002097,1.344,-0.712,-0.196
17892.459000002098,1.468,-1.149,0.023
17894.9610000021,1.859,0.461,-0.377
17897.4640000021,0.691,-0.004,0.519
17899.9660000021,0.542,0.597,0.298
17902.4680000021,0.845,0.441,0.081
17904.9710000021,0.999,-0.227,0.082
17907.4730000021,1.425,-0.039,-0.194
17909.9760000021,1.437,-0.077,0.059
17912.478000002102,1.132,-0.260,0.019
17914.981000002103,0.980,0.655,0.534
17917.483000002103,0.905,0.412,0.003
17919.986000002104,0.743,-0.391,0.324
17919.986000002104,0.491,-2.000,0.219
17922.488000002104,-0.259,0.538,0.859
17924.991000002105,0.608,-1.091,0.434
17927.493000002105,0.673,-0.085,0.312
17929.996000002106,1.420,-0.062,0.269
17932.498000002106,1.112,-1.257,0.014
17935.001000002107,1.223,-0.106,0.214
17937.503000002107,0.977,-0.062,0.004
17940.006000002108,1.102,0.922,0.515
17942.508000002108,0.726,-0.118,0.109
17945.01000000211,0.651,-0.040,0.253
17947.51300000211,1.055,0.422,0.121
17950.01500000211,1.104,-0.048,-0.017
17952.51800000211,1.405,0.003,-0.138
17955.02000000211,1.468,-0.160,0.016
17957.52300000211,1.220,-0.306,-0.054
17960.02500000211,1.059,0.800,0.558
17962.528000002112,1.059,0.800,0.558
17965.030000002113,0.844,0.311,-0.044
17967.532000002113,0.797,-0.497,0.137
17970.035000002114,1.050,0.232,0.195
17972.537000002114,1.027,-0.132,-0.285
17975.040000002115,1.112,-0.790,0.038
17977.542000002115,1.201,-0.266,0.202
17980.045000002116,1.090,0.053,0.159
17982.547000002116,0.812,0.242,0.215
17985.049000002116,0.938,1.287,0.345
17987.552000002117,0.430,-0.088,0.019
17990.054000002117,0.673,-0.093,0.137
17992.557000002118,1.351,0.042,-0.361
17995.05900000212,1.293,-0.723,-0.181
17997.56200000212,1.402,-1.118,0.078
18000.06400000212,1.847,0.484,-0.395
18002.56700000212,0.726,-0.008,0.519
18005.06900000212,0.726,-0.008,0.519
18007.57100000212,0.554,0.519,0.309
18010.07400000212,0.796,0.454,-0.002
18012.576000002122,0.993,-0.061,0.094
18015.079000002122,1.475,0.086,-0.204
18017.581000002123,1.492,-0.211,0.020
18020.084000002124,1.215,-0.376,-0.059
18022.586000002124,1.062,0.749,0.515
18025.089000002125,0.851,0.336,0.007
18027.591000002125,0.777,-0.463,0.272
18030.093000002125,1.037,0.257,0.297
18032.596000002126,1.009,-0.265,-0.265
18035.098000002126,1.071,-0.938,0.030
18037.601000002127,1.186,-0.324,0.226
18040.103000002127,1.167,0.109,0.144
18042.606000002128,0.851,0.215,0.148
18045.10800000213,0.922,1.172,0.413
18047.61100000213,0.922,1.172,0.413
18050.11300000213,0.425,-0.021,0.027
18052.61500000213,0.663,0.003,0.095
18055.11800000213,1.422,0.159,-0.352
18057.62000000213,1.326,-0.727,-0.141
18060.12300000213,1.465,-1.191,0.015
18062.625000002132,1.827,0.492,-0.338
18065.128000002132,0.633,-0.048,0.550
18067.630000002133,0.555,0.429,0.305
18070.132000002133,0.831,0.470,0.117
18072.635000002134,1.039,-0.149,0.094
18075.137000002134,1.456,0.021,-0.195
18077.640000002135,1.462,-0.157,0.087
18080.142000002135,1.190,-0.251,0.019
18082.645000002136,1.007,0.762,0.492
18085.147000002136,0.884,0.331,0.030
18087.650000002137,0.757,-0.515,0.194
18090.152000002137,1.019,0.305,0.222
18092.654000002138,1.019,0.305,0.222
18095.15700000214,0.998,-0.212,-0.306
18097.65900000214,1.094,-1.030,-0.028
18100.16200000214,1.180,-0.391,0.226
18102.66400000214,1.199,0.094,0.128
18105.16700000214,0.819,0.235,0.289
18107.66900000214,0.921,1.234,0.293
18110.17200000214,0.382,0.069,0.012
18112.674000002142,0.612,-0.163,0.168
18115.176000002142,1.399,0.152,-0.341
18117.679000002143,1.326,-0.609,-0.157
18120.181000002143,1.476,-1.110,-0.016
18122.684000002144,1.819,0.495,-0.346
18125.186000002144,0.657,-0.153,0.461
18127.689000002145,0.574,0.363,0.327
18130.191000002145,0.899,0.561,0.128
18132.694000002146,0.899,0.561,0.128
18135.196000002146,1.090,-0.119,-0.028
18137.698000002147,1.392,-0.138,-0.132
18140.201000002147,1.426,-0.169,0.062
18142.703000002148,1.081,-0.125,0.062
18145.20600000215,0.915,0.712,0.475
18147.70800000215,0.934,0.465,-0.009
18150.21100000215,0.734,-0.517,0.235
18152.71300000215,0.941,0.201,0.249
18155.21500000215,1.007,-0.231,-0.262
18157.71800000215,1.105,-1.001,-0.077
18160.22000000215,1.165,-0.422,0.258
18162.723000002152,1.318,0.065,0.056
18165.225000002152,0.862,0.131,0.237
18167.728000002153,0.848,1.217,0.422
18170.230000002153,0.347,0.254,0.048
18172.733000002154,0.676,-0.153,0.123
18175.235000002154,0.676,-0.153,0.123
18177.737000002155,1.535,0.077,-0.414
18180.240000002155,1.365,-0.587,-0.106
18182.742000002156,1.469,-1.098,0.008
18185.245000002156,1.728,0.609,-0.274
18187.747000002157,0.659,-0.108,0.409
18190.250000002157,0.577,0.240,0.284
18192.752000002158,0.940,0.407,0.176
18195.25500000216,1.063,-0.142,-0.039
18197.75700000216,1.362,-0.150,-0.121
18200.25900000216,1.461,-0.060,0.103
18202.76200000216,1.109,-0.142,0.048
18205.26400000216,0.887,0.569,0.449
18207.76700000216,0.921,0.562,0.069
18210.26900000216,0.766,-0.393,0.312
18212.77200000216,0.951,0.175,0.222
18215.274000002162,1.008,-0.289,-0.316
18217.777000002163,1.008,-0.289,-0.316
18220.279000002163,1.086,-1.028,-0.067
18222.781000002164,1.159,-0.484,0.267
18225.284000002164,1.351,0.124,0.038
18227.786000002165,0.855,0.101,0.404
18230.289000002165,0.902,1.162,0.305
18232.791000002166,0.382,0.318,0.038
18235.294000002166,0.672,-0.129,0.184
18237.796000002167,1.527,0.123,-0.382
18240.298000002167,1.412,-0.513,-0.088
18242.801000002168,1.472,-1.132,-0.021
18245.303000002168,1.680,0.590,-0.204
18247.80600000217,0.649,-0.101,0.420
18250.30800000217,0.586,0.309,0.282
18252.81100000217,0.996,0.402,0.077
18255.31300000217,1.062,-0.254,-0.062
18257.81600000217,1.289,-0.242,-0.001
18260.31800000217,1.289,-0.242,-0.001
18262.82000000217,1.399,0.019,0.118
18265.323000002172,1.017,-0.028,0.089
18267.825000002173,0.843,0.482,0.417
18270.328000002173,0.980,0.780,0.023
18272.830000002174,0.728,-0.419,0.139
18275.333000002174,0.845,0.202,0.264
18277.835000002175,1.031,-0.242,-0.310
18280.338000002175,1.101,-1.031,-0.135
18282.840000002176,1.188,-0.625,0.262
18285.342000002176,1.461,0.074,-0.025
18287.845000002177,0.848,0.121,0.431
18290.347000002177,0.815,1.237,0.404
18292.850000002178,0.389,0.371,0.027
18295.352000002178,0.727,-0.257,0.159
18297.85500000218,1.559,0.190,-0.366
18300.35700000218,1.422,-0.367,-0.075
18302.86000000218,1.422,-0.367,-0.075
18305.36200000218,1.465,-1.036,-0.077
18307.86400000218,1.607,0.597,-0.052
18310.36700000218,0.726,-0.087,0.304
18312.86900000218,0.637,0.164,0.269
18315.372000002182,1.015,0.347,0.178
18317.874000002183,1.082,-0.238,-0.135
18320.377000002183,1.253,-0.310,0.046
18322.879000002184,1.383,-0.022,0.152
18325.382000002184,0.999,-0.047,0.117
18327.884000002185,0.784,0.433,0.342
18330.386000002185,0.990,1.015,0.201
18332.889000002186,0.694,-0.435,0.124
18335.391000002186,0.796,0.055,0.184
18337.894000002187,1.077,-0.200,-0.274
18340.396000002187,1.104,-0.968,-0.096
18342.899000002188,1.104,-0.968,-0.096
18345.401000002188,1.217,-0.739,0.273
18347.90300000219,1.663,0.100,-0.231
18350.40600000219,0.843,0.069,0.605
18352.90800000219,0.699,1.071,0.305
18355.41100000219,0.359,0.506,0.014
18357.91300000219,0.844,-0.235,0.184
18360.41600000219,1.616,0.199,-0.312
18362.91800000219,1.478,-0.376,-0.075
18365.421000002192,1.414,-0.941,-0.057
18367.923000002193,1.509,0.773,0.086
18370.425000002193,0.694,-0.004,0.146
18372.928000002194,0.684,-0.047,0.259
18375.430000002194,1.094,0.319,0.046
18377.933000002195,1.071,-0.258,-0.145
18380.435000002195,1.225,-0.337,0.066
18382.938000002196,1.344,-0.033,0.155
18385.440000002196,1.344,-0.033,0.155
18387.943000002197,1.006,-0.070,0.162
18390.445000002197,0.766,0.345,0.326
18392.947000002197,0.984,1.157,0.237
18395.450000002198,0.655,-0.298,0.055
18397.9520000022,0.774,-0.004,0.199
18400.4550000022,1.107,-0.153,-0.320
18402.9570000022,1.120,-0.985,-0.133
18405.4600000022,1.234,-0.861,0.242
18407.9620000022,1.672,0.147,-0.223
18410.4650000022,0.857,0.155,0.609
18412.9670000022,0.686,0.983,0.298
18415.469000002202,0.396,0.417,0.003
18417.972000002203,0.832,-0.208,0.136
18420.474000002203,1.623,0.277,-0.305
18422.977000002204,1.492,-0.338,-0.051
18425.479000002204,1.387,-0.895,-0.056
18427.982000002205,1.436,0.757,0.233
18430.484000002205,1.436,0.757,0.233
18432.986000002205,0.678,0.097,0.115
18435.489000002206,0.694,-0.078,0.210
18437.991000002206,1.098,0.190,0.184
18440.494000002207,1.077,-0.254,-0.228
18442.996000002207,1.172,-0.510,0.070
18445.499000002208,1.280,-0.075,0.190
18448.00100000221,0.969,0.037,0.219
18450.50400000221,0.784,0.367,0.222
18453.00600000221,1.015,1.101,0.413
18455.50800000221,0.586,-0.367,0.069
18458.01100000221,0.715,-0.012,0.137
18460.51300000221,1.172,-0.040,-0.340
18463.01600000221,1.171,-0.957,-0.114
18465.518000002212,1.311,-1.063,0.168
18468.021000002213,1.780,0.196,-0.336
18470.523000002213,1.780,0.196,-0.336
18473.026000002214,0.780,0.162,0.718
18475.528000002214,0.610,0.879,0.279
18478.030000002214,0.519,0.449,-0.004
18480.533000002215,0.930,-0.195,0.196
18483.035000002215,1.571,0.230,-0.273
18485.538000002216,1.488,-0.252,-0.062
18488.040000002216,1.358,-0.711,-0.094
18490.543000002217,1.351,0.831,0.337
18493.045000002217,0.730,0.051,0.027
18495.548000002218,0.742,-0.258,0.305
18498.05000000222,1.121,0.262,0.050
18500.55200000222,1.034,-0.194,-0.247
18503.05500000222,1.144,-0.622,0.116
18505.55700000222,1.280,-0.185,0.175
18508.06000000222,0.987,0.065,0.251
18510.56200000222,0.777,0.389,0.288
18513.06500000222,0.777,0.389,0.288
18515.567000002222,0.991,1.270,0.405
18518.069000002222,0.534,-0.283,0.024
18520.572000002223,0.680,-0.048,0.172
18523.074000002223,1.237,0.008,-0.325
18525.577000002224,1.191,-0.856,-0.179
18528.079000002224,1.368,-1.064,0.116
18530.582000002225,1.840,0.311,-0.372
18533.084000002225,0.780,0.065,0.586
18535.587000002226,0.550,0.699,0.300
18538.089000002226,0.562,0.509,-0.007
18540.591000002227,0.961,-0.098,0.121
18543.094000002227,1.550,0.110,-0.298
18545.596000002228,1.499,-0.320,-0.001
18548.09900000223,1.300,-0.544,-0.062
18550.60100000223,1.199,0.897,0.475
18553.10400000223,0.746,0.137,-0.002
18555.60600000223,0.746,0.137,-0.002
18558.10900000223,0.765,-0.376,0.345
18560.61100000223,1.062,0.207,0.206
18563.11300000223,1.017,-0.218,-0.266
18565.616000002232,1.116,-0.705,0.038
18568.118000002232,1.230,-0.189,0.179
18570.621000002233,1.050,0.102,0.203
18573.123000002233,0.787,0.253,0.140
18575.626000002234,0.985,1.258,0.394
18578.128000002234,0.451,-0.169,-0.016
18580.631000002235,0.659,-0.033,0.148
18583.133000002235,1.344,0.023,-0.340
18585.635000002236,1.265,-0.854,-0.138
18588.138000002236,1.418,-1.133,0.061
18590.640000002237,1.850,0.475,-0.400
18593.143000002237,0.742,0.035,0.645
18595.645000002238,0.545,0.597,0.318
18598.14800000224,0.545,0.597,0.318
18600.65000000224,0.734,0.478,-0.055
18603.15300000224,0.980,-0.149,0.126
18605.65500000224,1.475,0.090,-0.230
18608.15700000224,1.492,-0.205,0.011
18610.66000000224,1.267,-0.398,-0.060
18613.16200000224,1.140,0.834,0.499
18615.665000002242,0.844,0.309,-0.070
18618.167000002242,0.809,-0.398,0.163
18620.670000002243,1.032,0.243,0.230
18623.172000002243,0.996,-0.270,-0.321
18625.674000002244,1.097,-0.931,0.027
18628.177000002244,1.159,-0.281,0.234
18630.679000002245,1.095,0.133,0.164
18633.182000002245,0.836,0.242,0.184
18635.684000002246,0.914,1.230,0.480
18638.187000002246,0.420,-0.066,0.062
18640.689000002247,0.420,-0.066,0.062
18643.192000002247,0.640,-0.082,0.101
18645.694000002248,1.384,0.120,-0.360
18648.19600000225,1.321,-0.736,-0.164
18650.69900000225,1.461,-1.149,0.074
18653.20100000225,1.836,0.470,-0.359
18655.70400000225,0.675,-0.010,0.538
18658.20600000225,0.530,0.454,0.246
18660.70900000225,0.842,0.507,0.128
18663.21100000225,1.050,-0.188,0.100
18665.714000002252,1.452,-0.063,-0.207
18668.216000002252,1.456,-0.163,0.069
18670.718000002253,1.154,-0.196,0.030
18673.221000002253,1.034,0.812,0.488
18675.723000002254,0.922,0.352,0.040
18678.226000002254,0.800,-0.564,0.269
18680.728000002255,1.012,0.211,0.258
18683.231000002255,1.012,0.211,0.258
18685.733000002256,1.001,-0.223,-0.313
18688.236000002256,1.100,-1.008,-0.018
18690.738000002257,1.173,-0.344,0.230
18693.240000002257,1.171,0.147,0.151
18695.743000002258,0.805,0.219,0.264
18698.245000002258,0.907,1.277,0.340
18700.74800000226,0.438,0.074,-0.020
18703.25000000226,0.672,-0.148,0.121
18705.75300000226,1.436,0.024,-0.359
18708.25500000226,1.324,-0.613,-0.119
18710.75700000226,1.456,-1.062,0.046
18713.26000000226,1.819,0.543,-0.359
18715.76200000226,0.679,-0.138,0.453
18718.265000002262,0.543,0.360,0.312
18720.767000002263,0.922,0.509,0.048
18723.270000002263,0.922,0.509,0.048
18725.772000002264,1.095,-0.106,-0.028
18728.275000002264,1.405,-0.179,-0.147
18730.777000002265,1.438,-0.141,0.108
18733.279000002265,1.095,-0.113,0.045
18735.782000002266,0.905,0.726,0.503
18738.284000002266,0.934,0.492,-0.102
18740.787000002267,0.770,-0.466,0.117
18743.289000002267,0.915,0.136,0.315
18745.792000002268,1.008,-0.271,-0.297
18748.294000002268,1.090,-1.001,-0.096
18750.79700000227,1.179,-0.388,0.257
18753.29900000227,1.358,0.086,0.055
18755.80100000227,0.855,0.085,0.326
18758.30400000227,0.859,1.210,0.336
18760.80600000227,0.350,0.305,0.023
18763.30900000227,0.640,-0.227,0.152
18765.81100000227,0.640,-0.227,0.152
18768.314000002272,1.519,0.071,-0.332
18770.816000002273,1.391,-0.485,-0.102
18773.319000002273,1.473,-1.031,-0.063
18775.821000002274,1.719,0.657,-0.212
18778.323000002274,0.665,-0.122,0.414
18780.826000002275,0.587,0.246,0.315
18783.328000002275,1.023,0.404,0.137
18785.831000002276,1.085,-0.216,-0.041
18788.333000002276,1.326,-0.208,-0.078
18790.836000002277,1.406,-0.024,0.132
18793.338000002277,1.043,-0.062,0.109
18795.840000002278,0.860,0.563,0.461
18798.343000002278,0.960,0.699,0.012
18800.84500000228,0.772,-0.431,0.171
18803.34800000228,0.913,0.172,0.226
18805.85000000228,1.053,-0.280,-0.307
18808.35300000228,1.053,-0.280,-0.307
18810.85500000228,1.117,-1.030,-0.140
18813.35800000228,1.199,-0.563,0.280
18815.86000000228,1.415,0.109,-0.020
18818.362000002282,0.899,0.090,0.490
18820.865000002283,0.812,1.206,0.296
18823.367000002283,0.367,0.313,-0.001
18825.870000002284,0.709,-0.247,0.151
18828.372000002284,1.530,0.194,-0.345
18830.875000002285,1.451,-0.298,-0.072
18833.377000002285,1.478,-0.996,-0.102
18835.880000002286,1.607,0.652,-0.051
18838.382000002286,0.664,-0.138,0.287
18840.884000002286,0.628,0.069,0.228
18843.387000002287,1.079,0.324,0.179
18845.889000002288,1.132,-0.241,-0.174
18848.392000002288,1.132,-0.241,-0.174
18850.89400000229,1.253,-0.366,0.022
18853.39700000229,1.340,0.043,0.199
18855.89900000229,0.956,0.108,0.168
18858.40200000229,0.784,0.461,0.309
18860.90400000229,0.993,0.867,0.203
18863.40600000229,0.668,-0.525,0.259
18865.90900000229,0.821,0.038,0.180
18868.411000002292,1.078,-0.169,-0.277
18870.914000002293,1.164,-0.935,-0.122
18873.416000002293,1.230,-0.757,0.226
18875.919000002294,1.601,0.094,-0.141
18878.421000002294,0.851,0.076,0.608
18880.924000002295,0.715,1.109,0.293
18883.426000002295,0.407,0.468,-0.052
18885.928000002295,0.804,-0.304,0.179
18888.431000002296,1.562,0.141,-0.316
18890.933000002296,1.449,-0.249,-0.035
18893.436000002297,1.449,-0.249,-0.035
18895.938000002297,1.413,-0.816,-0.091
18898.441000002298,1.459,0.737,0.165
18900.9430000023,0.743,-0.035,0.134
18903.4450000023,0.706,-0.088,0.203
18905.9480000023,1.085,0.271,0.202
18908.4500000023,1.094,-0.218,-0.265
18910.9530000023,1.196,-0.446,0.079
18913.4550000023,1.309,-0.070,0.217
18915.9580000023,0.961,0.015,0.188
18918.460000002302,0.792,0.363,0.277
18920.963000002303,0.961,1.152,0.367
18923.465000002303,0.589,-0.368,0.146
18925.967000002303,0.773,-0.071,0.121
18928.470000002304,1.152,-0.110,-0.298
18930.972000002304,1.180,-0.883,-0.108
18933.475000002305,1.180,-0.883,-0.108
18935.977000002305,1.277,-0.869,0.183
18938.480000002306,1.702,0.156,-0.274
18940.982000002306,0.820,0.098,0.642
18943.485000002307,0.641,0.890,0.253
18945.987000002307,0.468,0.507,-0.039
18948.489000002308,0.891,-0.199,0.201
18950.99200000231,1.586,0.223,-0.335
18953.49400000231,1.506,-0.296,-0.033
18955.99700000231,1.399,-0.751,-0.106
18958.49900000231,1.373,0.754,0.261
18961.00200000231,0.717,0.082,0.112
18963.50400000231,0.711,-0.176,0.300
18966.00700000231,1.124,0.184,0.132
18968.509000002312,1.045,-0.243,-0.267
18971.011000002312,1.141,-0.501,0.144
18973.514000002313,1.295,-0.030,0.172
18976.016000002313,1.295,-0.030,0.172
18978.519000002314,1.003,0.027,0.209
18981.021000002314,0.779,0.264,0.258
18983.524000002315,1.003,1.206,0.288
18986.026000002315,0.578,-0.254,-0.015
18988.528000002316,0.690,-0.072,0.165
18991.031000002316,1.246,0.008,-0.317
18993.533000002317,1.215,-0.899,-0.173
18996.036000002317,1.331,-1.040,0.180
18998.538000002318,1.777,0.194,-0.352
19001.04100000232,0.757,0.107,0.628
19003.54300000232,0.602,0.855,0.319
19006.04600000232,0.501,0.392,-0.110
19008.54800000232,0.912,-0.205,0.229
19011.05000000232,1.543,0.265,-0.228
19013.55300000232,1.504,-0.145,-0.025
19016.05500000232,1.360,-0.638,-0.113
19018.558000002322,1.360,-0.638,-0.113
19021.060000002322,1.288,0.769,0.405
19023.563000002323,0.737,0.148,-0.001
19026.065000002323,0.753,-0.247,0.222
19028.568000002324,1.109,0.206,0.146
19031.070000002324,1.097,-0.235,-0.337
19033.572000002325,1.155,-0.721,0.107
19036.075000002325,1.212,-0.150,0.233
19038.577000002326,0.976,0.066,0.180
19041.080000002326,0.757,0.315,0.183
19043.582000002327,1.012,1.229,0.438
19046.085000002327,0.503,-0.273,0.034
19048.587000002328,0.684,-0.036,0.110
19051.09000000233,1.274,0.142,-0.324
19053.59200000233,1.232,-0.852,-0.191
19056.09400000233,1.382,-1.142,0.102
19058.59700000233,1.853,0.267,-0.344
19061.09900000233,1.853,0.267,-0.344
19063.60200000233,0.734,0.069,0.612
19066.10400000233,0.574,0.770,0.280
19068.607000002332,0.648,0.487,0.023
19071.109000002332,0.956,-0.176,0.116
19073.611000002333,1.523,0.163,-0.263
19076.114000002333,1.467,-0.202,0.007
19078.616000002334,1.264,-0.502,-0.113
19081.119000002334,1.206,0.815,0.453
19083.621000002335,0.811,0.149,-0.008
19086.124000002335,0.767,-0.455,0.321
19088.626000002336,1.129,0.206,0.100
19091.129000002336,1.017,-0.145,-0.296
19093.631000002337,1.101,-0.742,0.073
19096.133000002337,1.230,-0.219,0.209
19098.636000002338,1.063,0.045,0.198
19101.13800000234,0.767,0.264,0.156
19103.64100000234,0.767,0.264,0.156
19106.14300000234,0.996,1.351,0.367
19108.64600000234,0.524,-0.158,-0.005
19111.14800000234,0.609,-0.105,0.137
19113.65100000234,1.328,0.092,-0.325
19116.15300000234,1.257,-0.764,-0.173
19118.65500000234,1.382,-1.173,0.069
19121.158000002342,1.874,0.436,-0.396
19123.660000002343,0.733,-0.024,0.624
19126.163000002343,0.534,0.556,0.326
19128.665000002344,0.712,0.519,-0.062
19131.168000002344,1.034,-0.024,0.146
19133.670000002345,1.492,0.108,-0.254
19136.173000002345,1.496,-0.230,0.047
19138.675000002346,1.207,-0.423,-0.016
19141.177000002346,1.073,0.826,0.547
19143.680000002347,0.845,0.371,0.012
19146.182000002347,0.845,0.371,0.012
19148.685000002348,0.773,-0.477,0.230
19151.18700000235,1.038,0.186,0.277
19153.69000000235,0.998,-0.218,-0.289
19156.19200000235,1.068,-0.883,0.034
19158.69400000235,1.180,-0.285,0.215
19161.19700000235,1.144,0.117,0.159
19163.69900000235,0.818,0.217,0.159
19166.20200000235,0.913,1.168,0.438
19168.70400000235,0.425,-0.008,0.019
19171.207000002352,0.595,-0.025,0.104
19173.709000002353,1.436,0.094,-0.396
19176.212000002353,1.353,-0.731,-0.109
19178.714000002354,1.469,-1.242,0.012
19181.216000002354,1.832,0.519,-0.369
19183.719000002355,0.675,0.034,0.547
19186.221000002355,0.675,0.034,0.547
19188.724000002356,0.539,0.362,0.288
19191.226000002356,0.840,0.448,0.105
19193.729000002357,1.069,-0.102,0.103
19196.231000002357,1.405,-0.020,-0.135
19198.734000002358,1.469,-0.134,0.031
19201.23600000236,1.159,-0.202,-0.004
19203.73800000236,0.983,0.719,0.499
19206.24100000236,0.887,0.425,-0.056
19208.74300000236,0.800,-0.480,0.140
19211.24600000236,0.969,0.265,0.272
19213.74800000236,1.027,-0.188,-0.337
19216.25100000236,1.109,-1.069,-0.056
19218.75300000236,1.173,-0.466,0.237
19221.256000002362,1.243,0.165,0.112
19223.758000002363,0.843,0.199,0.327
19226.260000002363,0.855,1.188,0.443
19228.763000002364,0.855,1.188,0.443
19231.265000002364,0.387,0.172,0.019
19233.768000002365,0.640,-0.148,0.101
19236.270000002365,1.506,0.188,-0.363
19238.773000002366,1.398,-0.582,-0.155
19241.275000002366,1.468,-1.156,-0.047
19243.778000002367,1.737,0.562,-0.227
19246.280000002367,0.672,-0.105,0.367
19248.782000002368,0.595,0.265,0.265
19251.285000002368,0.961,0.511,0.184
19253.78700000237,1.073,-0.113,-0.048
19256.29000000237,1.343,-0.210,-0.126
19258.79200000237,1.404,-0.110,0.109
19261.29500000237,1.079,-0.039,0.062
19263.79700000237,0.863,0.652,0.430
19266.29900000237,0.928,0.555,0.078
19268.80200000237,0.765,-0.566,0.269
19271.304000002372,0.765,-0.566,0.269
19273.807000002373,0.889,0.190,0.262
19276.309000002373,1.012,-0.155,-0.299
19278.812000002374,1.094,-1.024,-0.070
19281.314000002374,1.194,-0.548,0.253
19283.817000002375,1.409,0.115,0.022
19286.319000002375,0.875,0.123,0.387
19288.821000002376,0.851,1.184,0.284
19291.324000002376,0.371,0.401,-0.060
19293.826000002377,0.672,-0.213,0.170
19296.329000002377,1.535,0.117,-0.313
19298.831000002378,1.413,-0.502,-0.149
19301.334000002378,1.467,-1.023,-0.020
19303.83600000238,1.687,0.690,-0.129
19306.33900000238,0.662,-0.169,0.348
19308.84100000238,0.615,0.118,0.259
19311.34300000238,1.038,0.491,0.098
19313.84600000238,1.038,0.491,0.098
19316.34800000238,1.079,-0.116,-0.098
19318.85100000238,1.272,-0.330,-0.007
19321.353000002382,1.398,-0.098,0.159
19323.856000002383,1.039,-0.072,0.118
19326.358000002383,0.821,0.507,0.367
19328.861000002384,0.951,0.819,0.155
19331.363000002384,0.690,-0.426,0.226
