2526	1997	2038
2521	2003	2020
2517	2008	2022
2511	2008	2018
2501	2016	2016
2496	2028	2017
2493	2037	2023
2489	2043	2025
2488	2051	2027
2485	2061	2027
2482	2066	2025
2478	2069	2024
2471	2076	2017
2466	2083	2015
2463	2093	2010
2459	2098	2012
2454	2109	2009
2450	2112	2006
2448	2113	2008
2442	2113	2007
2434	2122	2005
2433	2127	2004
2429	2128	2009
2421	2130	2028
2416	2133	2041
2408	2147	2054
2403	2156	2064
2394	2156	2073
2386	2160	2077
2380	2163	2082
2376	2165	2068
2371	2160	2068
2363	2156	2067
2351	2153	2065
2341	2158	2063
2339	2158	2063
2332	2153	2064
2324	2155	2062
2319	2157	2059
2315	2155	2055
2311	2153	2048
2306	2149	2041
2303	2145	2035
2296	2141	2028
2291	2135	2023
2285	2128	2021
2277	2121	2023
2276	2117	2026
2270	2111	2027
2266	2107	2032
2258	2103	2028
2249	2101	2027
2241	2098	2034
2235	2089	2029
2236	2082	2029
2241	2075	2035
2242	2062	2037
2244	2053	2043
2245	2046	2045
2247	2036	2046
2250	2027	2047
2253	2019	2046
2258	2012	2043
2264	2004	2039
2269	1997	2037
2272	1991	2036
2278	1985	2035
2287	1978	2032
2297	1973	2031
2307	1967	2032
2316	1961	2043
2325	1952	2057
2330	1948	2064
2337	1942	2069
2342	1933	2073
2347	1926	2078
2355	1926	2076
2365	1924	2064
2377	1921	2060
2389	1910	2054
2399	1904	2050
2406	1902	2047
2423	1897	2044
2439	1888	2044
2452	1883	2045
2464	1883	2043
2479	1882	2040
2492	1877	2037
2501	1872	2029
2509	1867	2021
2518	1863	2012
2528	1859	2006
2537	1858	2000
2547	1860	1997
2554	1861	1998
2563	1861	1999
2569	1859	2009
2570	1854	2019
2575	1849	2034
2576	1849	2043
2573	1851	2049
2571	1856	2048
2576	1862	2048
2579	1866	2040
2586	1871	2029
2597	1868	2025
2596	1867	2024
2594	1868	2022
2593	1873	2019
2594	1876	2018
2597	1881	2017
2596	1890	2016
2596	1900	2013
2596	1906	2010
2594	1914	2004
2591	1921	1996
2588	1928	1990
2586	1935	1983
2583	1942	1980
2579	1951	1976
2575	1962	1977
2569	1968	1983
2562	1971	2006
2549	1973	2016
2537	1984	2030
2529	1999	2037
2518	2006	2043
2506	2017	2041
2501	2034	2039
2501	2042	2022
2503	2045	2023
2499	2046	2019
2487	2054	2021
2480	2065	2021
2479	2066	2025
2471	2068	2028
2466	2076	2033
2465	2087	2033
2462	2091	2034
2454	2096	2030
2447	2103	2023
2439	2112	2018
2435	2119	2017
2432	2130	2010
2430	2133	2010
2429	2135	2011
2422	2137	2010
2414	2140	2012
2409	2139	2012
2401	2140	2012
2394	2146	2015
2386	2152	2024
2380	2155	2041
2370	2161	2051
2359	2169	2061
2350	2169	2069
2342	2166	2074
2337	2167	2078
2334	2167	2075
2330	2164	2071
2325	2159	2071
2318	2154	2071
2309	2151	2067
2303	2149	2067
2297	2144	2067
2289	2142	2067
2284	2141	2065
2282	2142	2059
2280	2137	2058
2277	2133	2049
2276	2129	2040
2272	2120	2035
2270	2113	2031
2266	2108	2021
2261	2103	2026
2259	2095	2027
2254	2087	2027
2250	2082	2030
2247	2074	2030
2240	2066	2031
2234	2062	2031
2235	2055	2031
2237	2048	2031
2244	2042	2035
2250	2036	2040
2257	2026	2046
2261	2013	2052
2267	2002	2058
2269	1995	2062
2274	1986	2061
2279	1982	2061
2286	1976	2057
2293	1968	2052
2303	1962	2047
2312	1958	2045
2321	1955	2042
2331	1951	2040
2343	1944	2039
2356	1936	2039
2367	1931	2035
2378	1925	2038
2389	1917	2040
2399	1912	2042
2407	1905	2042
2417	1898	2045
2427	1890	2044
2440	1886	2042
2454	1883	2040
2465	1879	2041
2475	1876	2039
2485	1875	2038
2498	1869	2036
2511	1863	2036
2525	1856	2032
2538	1852	2031
2550	1850	2025
2558	1851	2020
2568	1852	2019
2575	1852	2011
2583	1852	2009
2589	1850	2007
2595	1847	2015
2596	1847	2023
2597	1850	2031
2597	1856	2038
2597	1858	2041
2596	1863	2040
2598	1865	2036
2601	1865	2027
2603	1864	2018
2601	1865	2012
2598	1869	2009
2594	1876	2007
2594	1885	2008
2594	1893	2010
2591	1903	2015
2588	1912	2021
2584	1918	2018
2581	1922	2017
2581	1926	2015
2578	1933	2011
2569	1949	2007
2566	1960	2003
2560	1965	2002
2549	1969	2005
2540	1976	2007
2530	1985	2012
2518	1993	2018
2510	2001	2017
2504	2010	2017
2500	2017	2016
2495	2024	2016
2492	2033	2013
2490	2041	2013
2488	2050	2014
2484	2061	2017
2479	2071	2019
2474	2077	2020
2471	2080	2020
2467	2080	2021
2461	2087	2023
2454	2091	2023
2449	2096	2024
2441	2102	2025
2435	2109	2028
2430	2118	2030
2427	2127	2031
2423	2133	2029
2421	2137	2029
2418	2140	2026
2414	2143	2024
2411	2144	2021
2406	2145	2020
2401	2147	2023
2397	2148	2030
2390	2152	2036
2383	2155	2044
2377	2157	2049
2370	2158	2057
2362	2162	2058
2355	2165	2060
2349	2166	2056
2341	2167	2054
2332	2164	2051
2324	2159	2052
2319	2152	2052
2312	2147	2055
2304	2144	2054
2296	2141	2057
2289	2139	2058
2281	2137	2056
2275	2135	2056
2271	2131	2052
2268	2125	2047
2263	2116	2045
2259	2108	2040
2256	2100	2035
2252	2092	2031
2248	2085	2029
2244	2080	2026
2241	2074	2024
2241	2069	2021
2240	2061	2019
2239	2054	2018
2238	2044	2020
2239	2036	2021
2243	2034	2024
2246	2031	2033
2250	2025	2050
2251	2017	2061
2255	2010	2071
2260	2002	2076
2267	1987	2080
2274	1980	2085
2280	1975	2073
2288	1969	2068
2297	1959	2060
2305	1954	2061
2313	1955	2055
2328	1952	2051
2345	1942	2046
2357	1934	2043
2368	1930	2038
2381	1928	2031
2395	1925	2027
2409	1918	2019
2425	1910	2014
2443	1899	2008
2459	1892	2005
2473	1888	2011
2481	1890	2014
2490	1888	2036
2490	1880	2045
2492	1880	2056
2498	1877	2061
2511	1865	2064
2517	1863	2063
2530	1863	2055
2543	1861	2046
2553	1856	2043
2558	1857	2040
2563	1861	2036
2575	1858	2033
2587	1854	2027
2593	1850	2024
2596	1855	2019
2601	1859	2013
2604	1861	2007
2604	1860	2000
2607	1860	1992
2609	1861	1985
2611	1862	1982
2612	1867	1979
2611	1870	1984
2607	1869	2014
2596	1872	2021
2585	1884	2039
2576	1898	2042
2570	1902	2049
2561	1908	2051
2556	1915	2040
2554	1927	2026
2558	1925	2021
2553	1929	2022
2541	1941	2018
2541	1959	2016
2545	1965	2018
2543	1968	2020
2539	1981	2020
2534	1990	2016
2526	1995	2015
2518	1998	2003
2511	2004	1999
2507	2013	1992
2501	2023	1987
2497	2038	1985
2495	2048	1982
2491	2055	1984
2484	2063	1985
2480	2068	1988
2479	2073	1991
2474	2076	1992
2467	2082	2002
2460	2087	2031
2450	2097	2037
2443	2110	2050
2438	2116	2062
2430	2121	2067
2422	2131	2077
2426	2136	2067
2421	2137	2060
2419	2133	2060
2414	2134	2058
2402	2143	2055
2398	2149	2052
2400	2144	2052
2394	2144	2053
2388	2151	2051
2385	2155	2046
2381	2159	2042
2378	2164	2035
2375	2167	2028
2370	2169	2022
2367	2168	2019
2362	2162	2017
2356	2158	2019
2349	2157	2021
2342	2156	2028
2331	2151	2034
2320	2154	2029
2311	2151	2038
2299	2142	2042
2285	2139	2034
2280	2138	2039
2279	2128	2037
2273	2125	2041
2268	2125	2047
2268	2118	2048
2266	2108	2049
2266	2097	2050
2261	2093	2048
2258	2086	2047
2254	2080	2044
2249	2071	2044
2241	2062	2046
2238	2057	2051
2236	2053	2056
2233	2045	2063
2234	2041	2068
2239	2036	2065
2243	2031	2064
2247	2024	2060
2251	2017	2054
2254	2008	2051
2257	1995	2048
2262	1987	2046
2268	1978	2044
2277	1972	2046
2287	1969	2046
2301	1963	2047
2309	1962	2049
2319	1956	2048
2329	1948	2044
2343	1940	2041
2358	1930	2036
2374	1925	2033
2388	1921	2030
2400	1914	2025
2412	1908	2022
2422	1903	2019
2436	1899	2018
2451	1893	2018
2464	1889	2025
2475	1887	2033
2483	1886	2039
2493	1883	2045
2503	1878	2050
2513	1875	2050
2526	1875	2048
2539	1873	2040
2550	1870	2034
2559	1865	2028
2565	1864	2025
2568	1867	2024
2574	1865	2024
2579	1860	2027
2580	1856	2026
2589	1860	2026
2592	1864	2024
2598	1865	2024
2602	1864	2017
2607	1866	2007
2612	1865	2001
2615	1868	1994
2614	1875	1988
2614	1880	1985
2610	1879	1989
2604	1875	2000
2595	1873	2014
2589	1879	2023
2584	1888	2032
2577	1894	2037
2568	1905	2034
2564	1919	2034
2562	1923	2023
2556	1930	2014
2552	1935	2010
2547	1940	2006
2539	1949	2004
2533	1962	2005
2528	1967	2006
2524	1974	2010
2517	1983	2012
2513	1987	2012
2507	1991	2012
2504	2000	2013
2499	2016	2005
2496	2030	2004
2496	2041	2000
2491	2046	1996
2487	2052	1993
2484	2055	1990
2479	2060	1991
2472	2067	1993
2467	2077	1995
2462	2078	2016
2454	2081	2022
2447	2090	2038
2440	2101	2047
2433	2110	2052
2425	2127	2055
2424	2140	2058
2423	2144	2048
2420	2145	2048
2417	2142	2047
2411	2140	2048
2402	2145	2047
2400	2145	2049
2393	2146	2054
2388	2148	2058
2386	2158	2059
2380	2162	2060
2374	2163	2058
2370	2165	2052
2367	2168	2045
2361	2171	2044
2357	2168	2041
2351	2168	2034
2347	2164	2035
2345	2153	2035
2336	2149	2032
2328	2147	2031
2323	2142	2030
2316	2138	2030
2305	2140	2030
2296	2138	2030
2289	2136	2031
2284	2134	2033
2280	2131	2036
2276	2127	2039
2274	2123	2043
2271	2111	2047
2268	2101	2054
2265	2093	2059
2259	2088	2064
2253	2080	2067
2245	2071	2069
2241	2063	2069
2238	2057	2068
2238	2055	2065
2241	2052	2061
2245	2044	2055
2247	2036	2050
2250	2032	2045
2254	2026	2043
2260	2015	2041
2266	2005	2042
2272	1996	2046
2277	1986	2046
2282	1979	2050
2286	1972	2054
2291	1966	2053
2297	1964	2052
2308	1963	2048
2318	1958	2045
2329	1953	2044
2343	1947	2044
2356	1940	2043
2367	1934	2044
2381	1925	2046
2393	1916	2043
2410	1909	2042
2424	1905	2037
2439	1901	2031
2452	1896	2028
2466	1894	2017
2483	1890	2014
2498	1887	2013
2509	1883	2012
2522	1882	2010
2534	1876	2013
2545	1870	2026
2551	1865	2035
2554	1862	2042
2561	1859	2046
2566	1857	2047
2569	1860	2046
2575	1864	2044
2582	1866	2031
2590	1865	2029
2594	1864	2024
2594	1862	2022
2599	1866	2021
2604	1864	2020
2608	1861	2021
2609	1862	2020
2611	1867	2018
2609	1870	2013
2606	1871	2007
2602	1872	1998
2598	1873	1995
2595	1879	1986
2591	1886	1980
2588	1892	1980
2585	1900	1981
2577	1908	1988
2571	1909	2006
2561	1907	2016
2549	1912	2029
2539	1920	2034
2530	1929	2036
2522	1942	2035
2519	1960	2031
2516	1976	2016
2516	1987	2012
2512	1990	2009
2503	1992	2009
2496	2002	2007
2494	2011	2010
2489	2019	2015
2483	2028	2019
2482	2036	2021
2481	2042	2020
2480	2047	2017
2476	2056	2012
2470	2069	2008
2464	2082	2004
2461	2093	2002
2455	2101	2002
2452	2104	1999
2452	2108	1997
2450	2106	1999
2444	2104	2002
2438	2116	2002
2433	2124	2007
2430	2126	2029
2422	2126	2039
2412	2139	2051
2405	2149	2059
2398	2152	2068
2389	2157	2075
2385	2162	2073
2383	2163	2064
2384	2158	2064
2378	2150	2064
2367	2149	2062
2361	2152	2062
2358	2148	2062
2350	2148	2064
2341	2152	2063
2336	2155	2060
2334	2153	2056
2330	2148	2049
2327	2144	2041
2323	2144	2034
2320	2143	2030
2316	2141	2025
2310	2137	2022
2306	2128	2023
2302	2121	2023
2298	2116	2023
2293	2114	2024
2285	2113	2026
2274	2111	2025
2264	2109	2026
2258	2102	2025
2257	2105	2021
2260	2100	2032
2261	2084	2035
2259	2080	2034
2258	2076	2038
2260	2059	2040
2259	2051	2042
2254	2047	2041
2257	2041	2040
2257	2032	2037
2255	2025	2038
2255	2019	2035
2258	2011	2039
2268	2004	2045
2272	1995	2056
2273	1991	2070
2279	1988	2074
2286	1982	2077
2294	1972	2078
2304	1964	2074
2315	1957	2068
2326	1949	2058
2336	1940	2054
2345	1932	2050
2350	1929	2046
2362	1927	2044
2376	1921	2043
2391	1914	2044
2407	1913	2046
2423	1910	2045
2440	1908	2044
2456	1900	2041
2471	1891	2035
2485	1885	2028
2497	1883	2024
2508	1882	2020
2517	1882	2016
2525	1877	2013
2534	1874	2010
2544	1870	2011
2555	1867	2005
2566	1868	2003
2578	1863	2005
2585	1858	2012
2586	1856	2032
2587	1857	2037
2587	1864	2047
2589	1866	2058
2586	1866	2056
2587	1869	2060
2594	1869	2044
2597	1870	2038
2596	1869	2032
2590	1869	2033
2583	1876	2028
2583	1878	2026
2582	1874	2026
2583	1877	2026
2582	1889	2024
2582	1900	2018
2577	1908	2013
2573	1913	2005
2569	1915	1996
2567	1919	1986
2565	1923	1980
2561	1929	1975
2555	1938	1974
2549	1943	1975
2542	1951	1977
2536	1956	1985
2531	1968	1990
2525	1963	2021
2516	1968	2023
2502	1989	2037
2493	2007	2043
2485	2016	2042
2478	2029	2055
2478	2037	2036
2480	2040	2035
2484	2034	2032
2478	2035	2033
2465	2050	2027
2462	2065	2031
2459	2070	2029
2458	2077	2034
2454	2087	2034
2454	2092	2030
2450	2097	2028
2447	2104	2020
2442	2109	2018
2441	2119	2009
2440	2128	2005
2438	2133	2003
2434	2138	2003
2431	2139	2004
2424	2140	2008
2415	2139	2011
2409	2142	2015
2403	2148	2019
2395	2156	2020
2385	2160	2022
2379	2162	2024
2374	2162	2026
2370	2163	2031
2367	2162	2045
2360	2163	2045
2353	2159	2060
2348	2154	2069
2338	2146	2073
2330	2149	2075
2330	2145	2075
2321	2144	2070
2310	2144	2067
2302	2141	2060
2296	2131	2056
2291	2124	2051
2287	2120	2046
2284	2120	2042
2283	2123	2038
2280	2121	2035
2278	2117	2037
2275	2105	2032
2272	2099	2040
2266	2092	2048
2255	2085	2057
2244	2085	2061
2237	2082	2065
2232	2073	2066
2230	2067	2066
2230	2060	2062
2234	2051	2057
2235	2041	2056
2239	2030	2054
2240	2022	2053
2246	2013	2048
2252	2006	2048
2260	2000	2045
2267	1994	2043
2274	1985	2038
2283	1976	2033
2293	1971	2030
2304	1965	2023
2318	1962	2021
2328	1957	2024
2339	1950	2024
2349	1945	2036
2357	1936	2049
2363	1930	2056
2370	1934	2060
2378	1930	2063
2386	1921	2062
2399	1917	2057
2412	1912	2045
2431	1903	2045
2449	1892	2040
2460	1890	2038
2473	1892	2038
2493	1891	2038
2510	1885	2038
2525	1879	2038
2540	1873	2034
2555	1868	2026
2567	1866	2022
2575	1864	2016
2583	1865	2009
2590	1864	2004
2599	1864	2001
2603	1861	1994
2607	1860	1994
2610	1861	1994
2612	1862	1988
2613	1864	1986
2617	1858	1988
2618	1853	1992
2616	1858	2015
2611	1858	2023
2605	1863	2040
2597	1872	2045
2590	1878	2050
2582	1882	2056
2583	1881	2047
2582	1888	2032
2581	1885	2030
2576	1884	2028
2562	1893	2022
2557	1908	2021
2558	1913	2019
2554	1920	2018
2546	1930	2017
2539	1938	2012
2533	1942	2004
2529	1948	1995
2523	1957	1988
2517	1968	1980
2516	1978	1974
2513	1989	1972
2507	1996	1974
2502	2001	1976
2497	2004	1981
2490	2007	1989
2482	2025	1984
2476	2030	2006
2471	2031	2026
2458	2048	2033
2446	2067	2042
2445	2070	2053
2436	2075	2057
2429	2088	2068
2433	2093	2056
2440	2096	2057
2441	2093	2054
2435	2098	2052
2425	2110	2048
2427	2119	2046
2424	2123	2043
2420	2127	2043
2417	2135	2041
2415	2138	2037
2410	2142	2036
2410	2145	2030
2409	2148	2026
2408	2153	2021
2406	2157	2018
2403	2160	2014
2396	2160	2018
2388	2161	2023
2379	2162	2029
2369	2162	2033
2358	2158	2037
2349	2157	2039
2340	2154	2042
2333	2150	2046
2329	2145	2053
2322	2149	2048
2315	2150	2065
2313	2141	2068
2305	2140	2070
2298	2139	2074
2297	2125	2073
2290	2116	2065
2284	2111	2064
2280	2105	2056
2275	2097	2050
2267	2093	2045
2263	2091	2040
2259	2090	2038
2259	2090	2036
2257	2088	2036
2256	2083	2035
2255	2072	2036
2256	2067	2042
2254	2061	2051
2248	2057	2052
2244	2050	2059
2242	2043	2061
2240	2032	2063
2242	2025	2061
2249	2020	2059
2251	2011	2057
2257	2004	2055
2260	1998	2051
2270	1992	2049
2282	1984	2046
2295	1974	2044
2307	1968	2043
2320	1964	2039
2332	1958	2034
2344	1950	2031
2353	1940	2023
2367	1934	2017
2379	1927	2013
2390	1919	2009
2402	1921	2009
2416	1920	2008
2428	1916	2016
2442	1908	2036
2449	1896	2051
2455	1894	2063
2464	1896	2065
2474	1891	2071
2478	1888	2072
2490	1889	2066
2506	1887	2050
2523	1876	2048
2534	1863	2046
2542	1861	2045
2553	1866	2042
2568	1866	2042
2577	1867	2040
2583	1870	2039
2589	1872	2032
2596	1869	2024
2599	1863	2015
2603	1863	2006
2606	1865	1997
2610	1869	1990
2610	1871	1985
2610	1871	1982
2610	1873	1979
2608	1873	1981
2604	1872	1982
2601	1876	1987
2596	1872	2018
2585	1865	2024
2572	1882	2042
2563	1896	2044
2559	1902	2049
2549	1915	2056
2545	1928	2048
2547	1934	2035
2551	1926	2030
2547	1922	2029
2533	1925	2022
2527	1943	2022
2525	1948	2019
2520	1954	2019
2514	1968	2017
2513	1979	2012
2508	1986	2008
2504	1989	2001
2499	2000	1993
2495	2009	1984
2494	2020	1979
2494	2030	1973
2492	2036	1973
2490	2043	1976
2487	2045	1980
2480	2050	1984
2472	2056	1990
2467	2067	2000
2459	2075	2022
2448	2082	2029
2439	2093	2045
2433	2099	2052
2427	2105	2058
2421	2116	2065
2423	2124	2064
2423	2126	2056
2424	2124	2056
2421	2123	2053
2414	2127	2051
2410	2133	2049
2407	2132	2048
2401	2128	2045
2392	2136	2045
2388	2142	2042
2384	2145	2039
2383	2152	2034
2381	2155	2028
2377	2155	2023
2375	2154	2019
2370	2152	2015
2365	2150	2017
2357	2149	2022
2348	2147	2025
2335	2149	2030
2322	2148	2035
2313	2145	2039
2303	2142	2040
2294	2139	2043
2289	2135	2043
2284	2133	2045
2281	2132	2047
2279	2129	2050
2277	2123	2053
2275	2113	2055
2272	2104	2055
2270	2098	2054
2267	2094	2055
2261	2089	2055
2253	2081	2052
2248	2074	2049
2243	2067	2048
2240	2063	2050
2241	2060	2051
2243	2054	2053
2246	2050	2052
2250	2043	2054
2252	2040	2052
2255	2033	2053
2258	2025	2050
2261	2015	2049
2266	2004	2047
2272	1995	2047
2279	1987	2048
2287	1982	2049
2294	1975	2048
2302	1967	2048
2310	1965	2048
2321	1961	2048
2335	1958	2044
2348	1952	2040
2362	1946	2036
2377	1936	2031
2388	1927	2027
2402	1920	2025
2413	1915	2022
2424	1910	2022
2436	1903	2020
2446	1900	2022
2460	1892	2036
2471	1885	2045
